ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	LANGUAGE_FAMILY	BORROWED	BORROWED_SCORE	BORROWED_BASE	AGE	AGE_SCORE	DONOR_LANGUAGE	DONOR_VALUE
5686	ZinacantanTzotzil	LOOK FOR	sa7	sa7	s a ʔ		Mayan	False	0.0		Proto-Tzotzil	1.0		
7208	Qeqchi	LOOK FOR	sik'ok	sik'ok	s i kʼ o kʰ		Mayan	False	0.0		proto-Mayan (not Huastec)	1.0		
9227	Otomi	LOOK FOR	honi	honi	h o n i		Otomanguean	False	0.0		Urbano (1605)	0.9		
10863	ImbaburaQuechua	LOOK FOR	maskana	maskana	m a s k a n a		Quechuan	False	0.0		Pre-Inca	1.0		
12067	Wichi	LOOK FOR	t’ekwe	t’ekwe	t ʔ e kʷ e		Matacoan	False	0.0		1850-1900	0.8		
13342	Mapudungun	LOOK FOR	kintun	kintun	k i n t u n		Araucanian	False	0.0		Pre-1606	1.0		
619	Portuguese	LOOM	tear	tear	tʃ i a ʁ		Indo-European							
2311	Spanish	LOOM	telar	telar	t e l a ɾ		Indo-European							
3993	Yaqui	LOOM	wikiata joowa’apo	wikiata_joowa’apo	w i k i a t a + j oː w a ʔ a p o		Uto-Aztecan	False	0.0		Modern	0.7		
5408	ZinacantanTzotzil	LOOM	holobil	holobil	h o l o ɓ i l		Mayan	False	0.0		Proto-Tzeltalan	1.0		
6773	Qeqchi	LOOM	kemleb'	kemleb'	k e m l e ɓ		Mayan	False	0.0		Q'eqchi'	1.0		
8645	Otomi	LOOM	'be	'be	ˀb e		Otomanguean	False	0.0		Urbano (1605)	0.9		
10604	ImbaburaQuechua	LOOM	tilar	tilar	t i l a ɾ		Quechuan	True	1.0		Late Colonial	0.9	Spanish	telar
11788	Wichi	LOOM	toyik (1)	toyik	t o j i k		Matacoan	False	0.0		1940-present	0.7		
13063	Mapudungun	LOOM	witral	witral	w i ʈʂ a l		Araucanian	False	0.0		Pre-1606	1.0		
1298	Portuguese	LOUD	ruidoso	ruidoso	ʁ ui d ɔ z u		Indo-European							
1299	Portuguese	LOUD	barulhento	barulhento	b a ɾ u ʎ ẽ t u		Indo-European							
3037	Spanish	LOUD	alta	alta	a l t a		Indo-European							
3038	Spanish	LOUD	ruidoso	ruidoso	r w i ð o s o		Indo-European							
4580	Yaqui	LOUD	jaiti jiia	jaiti_jiia	j a i t i + j iː a		Uto-Aztecan	False	0.0		Modern	0.7		
5893	ZinacantanTzotzil	LOUD	tzotz (2)	tzotz	tsʰ o tsʰ		Mayan	False	0.0		Proto-Mayan	1.0		
7537	Qeqchi	LOUD	kaw	kaw	k a w		Mayan	False	0.0		proto-Mayan (not Huastec)	1.0		
7538	Qeqchi	LOUD	kaw xyaab'	kaw_xyaab'	k a w + ʃ j aː ɓ		Mayan	False	0.0		Q'eqchi'	1.0		
9588	Otomi	LOUD	nts’e̲di	nts’e̲di	n tsʼ æ d i		Otomanguean	False	0.0		modern	0.6		
11062	ImbaburaQuechua	LOUD	sinchi rimay	sinchi_rimay	s i n dʒ i + ɾ i m a j		Quechuan	False	0.0		Contemporary	0.7		
12276	Wichi	LOUD	lapak t’enche	lapak_t’enche	l a p a k + t ʔ e n tʃ e		Matacoan	False	0.0		1850-1900	0.8		
279	Portuguese	LOUSE	piolho	piolho	p j ɔ ʎ u		Indo-European							
1973	Spanish	LOUSE	piojo	piojo	p j o x o		Indo-European							
1358	Portuguese	LOVE	amar	amar	ɐ m a ʁ		Indo-European							
3095	Spanish	LOVE	querer	querer	k ɛ ɾ ɛ ɾ		Indo-European							
3096	Spanish	LOVE	amar	amar	a m a ɾ		Indo-European							
4622	Yaqui	LOVE	waata	waata	w aː t a		Uto-Aztecan	False	0.0		Proto-Tara-Cahitan	1.0		
5936	ZinacantanTzotzil	LOVE	k’an	k’an	kʼ a n		Mayan	False	0.0		Proto-Mayan	1.0		
7605	Qeqchi	LOVE	rahok	rahok	r a h o kʰ		Mayan	False	0.0		proto-K’iche’an	1.0		
7606	Qeqchi	LOVE	oxloq'ink	oxloq'ink	o ʃ l o qʼ i n kʰ		Mayan	False	0.0		Q'eqchi'	1.0		
9658	Otomi	LOVE	ne (2)	ne	n e		Otomanguean	False	0.0		Urbano (1605)	0.9		
9659	Otomi	LOVE	mädi	mädi	m ɐ d i		Otomanguean	False	0.0		Urbano (1605)	0.9		
11103	ImbaburaQuechua	LOVE	juyana	juyana	x u j a n a		Quechuan	False	0.0		Pre-Inca	1.0		
12317	Wichi	LOVE	yihemin	yihemin	y i h e m i n		Matacoan	False	0.0		1850-1900	0.8		
13586	Mapudungun	LOVE	ayün	ayün	a y ɨ n		Araucanian	False	0.0		Pre-1606	1.0		
13587	Mapudungun	LOVE	poyen	poyen	p o y e n		Araucanian	False	0.0		Pre-1606	1.0		
1103	Portuguese	LOW	baixo	baixo	b ai ʃ u		Indo-European							
2836	Spanish	LOW	bajo	bajo	b a x o		Indo-European							
4396	Yaqui	LOW	ko’ome’ela	ko’ome’ela	k o ʔ o m e ʔ e l a		Uto-Aztecan	False	0.0		Modern	0.7		
5741	ZinacantanTzotzil	LOW	pek’el	pek’el	pʰ e kʼ e l		Mayan	False	0.0		Proto-Tzeltalan	1.0		
7292	Qeqchi	LOW	kach'in xteram	kach'in_xteram	k a tʃʼ i n + ʃ t e ɾ a m		Mayan	False	0.0		Q'eqchi'	1.0		
9325	Otomi	LOW	hingi hets'i	hingi_hets'i	h i n g i + h e tsʼ i		Otomanguean	False	0.0		Urbano (1605)	0.9		
9326	Otomi	LOW	mextha	mextha	m e x θ a		Otomanguean	False	0.0			0.5		
10919	ImbaburaQuechua	LOW	uchilla	uchilla	u tʃ i ʒ a		Quechuan	False	0.0		Pre-Inca	1.0		
12134	Wichi	LOW	atufwcho’	atufwcho’	a t u fʷ tʃ o ʔ		Matacoan	False	0.0		1900-1940	0.7		
13403	Mapudungun	LOW	laftra	laftra	l a f ʈʂ a		Araucanian	False	0.0		Pre-1606	1.0		
39	Portuguese	LOW TIDE	maré baixa	maré_baixa	m a ɾ ɛ + b ai ʃ ɐ		Indo-European							
40	Portuguese	LOW TIDE	maré vazia	maré_vazia	m a ɾ ɛ + v a z i ɐ		Indo-European							
1723	Spanish	LOW TIDE	bajamar	bajamar	b a x a m a ɾ		Indo-European							
3480	Yaqui	LOW TIDE	sumia	sumia	s u m i a		Uto-Aztecan	False	0.0		Proto-Cahitan	1.0		
7962	Otomi	LOW TIDE	dehe hingi hets’i	dehe_hingi_hets’i	d e h e + h i n g i + h e tsʼ i		Otomanguean	False	0.0			0.5		
547	Portuguese	LUNCH	almoço	almoço	au m ɔ s u		Indo-European							
2243	Spanish	LUNCH	almuerzo	almuerzo	a l m w ɛ ɾ s o		Indo-European							
3926	Yaqui	LUNCH	ketwi bwa’ame	ketwi_bwa’ame	k e t w i + bʷ a ʔ a m e		Uto-Aztecan	False	0.0		Modern	0.7		
6702	Qeqchi	LUNCH	wa	wa	w a		Mayan	False	0.0		proto-Mayan (not Huastec)	1.0		
6703	Qeqchi	LUNCH	wa re wa'leb'	wa_re_wa'leb'	w a + ɾ e + w a ʔ l e ɓ		Mayan	False	0.0		Q'eqchi'	1.0		
8566	Otomi	LUNCH	nzimuxudi	nzimuxudi	n z i m u x u d i		Otomanguean	False	0.0			0.5		
10550	ImbaburaQuechua	LUNCH	almuza	almuza	a l m u z a		Quechuan	True	1.0		Early Republic	0.8	Spanish	almuerzo
13016	Mapudungun	LUNCH	almuerso	almuerso	a l m u e ɻ s o		Araucanian	True	1.0		Post-1883	0.8	Spanish	almuerzo
397	Portuguese	LUNG	pulmão	pulmão	p uu m ɐ̃ũ		Indo-European							
2093	Spanish	LUNG	pulmón	pulmón	p u l m o n		Indo-European							
3803	Yaqui	LUNG	sare’echia	sare’echia	s a r e ʔ e tʃ i a		Uto-Aztecan	False	0.0		Proto-Cahitan	1.0		
6541	Qeqchi	LUNG	pospo'oy	pospo'oy	p o s p o ʔ o j		Mayan	False	0.0		proto-K’iche’an	1.0		
8397	Otomi	LUNG	pulmon	pulmon	p u l m o n		Otomanguean	True	1.0		pre-modern	1.0	Spanish	pulmon
10453	ImbaburaQuechua	LUNG	yurak shungu	yurak_shungu	j u ɾ a k + ʃ u ŋ g u		Quechuan	False	0.0		Pre-Inca	1.0		
11634	Wichi	LUNG	toyalhhis	toyalhhis	t o j a l̥ h i s		Matacoan	False	0.0		1940-present	0.7		
12906	Mapudungun	LUNG	poṉon	poṉon	p o n̪ o n		Araucanian	False	0.0		Pre-1606	1.0		
1423	Portuguese	MAD	louco	louco	l o k u		Indo-European							
1424	Portuguese	MAD	maluco	maluco	m a l u k u		Indo-European							
3177	Spanish	MAD	loco	loco	l o k o		Indo-European							
3178	Spanish	MAD	insano	insano	i n s a n o		Indo-European							
4676	Yaqui	MAD	kaa suak	kaa_suak	k aː + s u a k		Uto-Aztecan	False	0.0		Modern	0.7		
7678	Qeqchi	MAD	wax ru	wax_ru	w a ʃ + ɾ u		Mayan	False	0.75		Ch’olti’	1.0	Ch’olti’	wax
7679	Qeqchi	MAD	look	look	l oː kʰ		Mayan	True	1.0		Post-Conquest Q’eqchi’	0.9	Spanish	loco
7680	Qeqchi	MAD	kaan ru	kaan_ru	k aː n + ɾ u		Mayan	False	0.0		Q'eqchi'	1.0		
9759	Otomi	MAD	'be̲mfeni	'be̲mfeni	ˀb æ m f e n i		Otomanguean	False	0.0			0.5		
9760	Otomi	MAD	dondo	dondo	d o n d o		Otomanguean	True	1.0		pre-modern	1.0	Spanish	tonto
11152	ImbaburaQuechua	MAD	yuyay chingashka	yuyay_chingashka	j u j a j + tʃ i ŋ g a ʃ k a		Quechuan	False	0.0		Pre-Inca	1.0		
12369	Wichi	MAD	amekwe	amekwe	a m e kʷ e		Matacoan	False	0.0		1850-1900	0.8		
13637	Mapudungun	MAD	wezwez	wezwez	w e z w e z		Araucanian	False	0.0		Pre-1606	1.0		
13638	Mapudungun	MAD	pofo	pofo	p o f o		Araucanian	False	0.0		Pre-1606	1.0		
1675	Portuguese	MAGIC	magia	magia	m a ʒ i ɐ		Indo-European							
1676	Portuguese	MAGIC	feitiçaria	feitiçaria	f ei tʃ i s a ɾ i ɐ		Indo-European							
3444	Spanish	MAGIC	brujería	brujería	b ɾ u x ɛ ɾ i a		Indo-European							
3445	Spanish	MAGIC	hechicería	hechicería	e tʃ i s ɛ ɾ i a		Indo-European							
4880	Yaqui	MAGIC	yee sisibowame	yee_sisibowame	j eː + s i s i b o w a m e		Uto-Aztecan	False	0.0		Modern	0.7		
7917	Qeqchi	MAGIC	tuul	tuul	t uː l		Mayan	False	0.0		Q'eqchi'	1.0		
10156	Otomi	MAGIC	t'ete	t'ete	t̪ʼ e t̪ e		Otomanguean	False	0.0		Urbano (1605)	0.9		
11317	ImbaburaQuechua	MAGIC	brujyana	brujyana	b ɾ u x j a n a		Quechuan	True	1.0		Contemporary	0.7	Spanish	bruja
12538	Wichi	MAGIC	iwelanhat mayek	iwelanhat_mayek	i w e l a n̥ a t + m a j e k		Matacoan	False	0.0		1940-present	0.7		
13779	Mapudungun	MAGIC	kalkutun	kalkutun	k a l k u t u n		Araucanian	False	0.75		Pre-1606	1.0	Quechua	qarqu
1677	Portuguese	MAGICIAN	feiticeiro	feiticeiro	f ei tʃ i s ei ɾ u		Indo-European							
1678	Portuguese	MAGICIAN	bruxo	bruxo	b ɾ u ʃ u		Indo-European							
1679	Portuguese	MAGICIAN	bruxa	bruxa	b ɾ u ʃ ɐ		Indo-European							
3446	Spanish	MAGICIAN	brujo	brujo	b ɾ u x o		Indo-European							
3447	Spanish	MAGICIAN	bruja	bruja	b ɾ u x a		Indo-European							
3448	Spanish	MAGICIAN	hechicero	hechicero	e tʃ i s ɛ ɾ o		Indo-European							
4881	Yaqui	MAGICIAN	yee sisibome	yee_sisibome	j eː + s i s i b o m e		Uto-Aztecan	False	0.0		Modern	0.7		
6146	ZinacantanTzotzil	MAGICIAN	pukuh	pukuh	pʰ u k u h		Mayan	False	0.0		Proto-Tzeltalan	1.0		
6147	ZinacantanTzotzil	MAGICIAN	h7ak’-chamel	h7ak’-chamel	h ʔ a kʼ + tʃʰ a m e l		Mayan	False	0.0		Proto-Tzeltalan	1.0		
6148	ZinacantanTzotzil	MAGICIAN	htuch’7ora	htuch’7ora	h t u tʃʼ ʔ o ɾ a		Mayan	False	0.0	7ora is from Spanish hora ‘hour’	colonial	0.5	Spanish	hora
6149	ZinacantanTzotzil	MAGICIAN	htuch’kantela	htuch’kantela	h t u tʃʼ k a n t e l a		Mayan	False	0.0	kantela is from Spanish candela ‘candle’	colonial	0.5	Spanish	candela
7918	Qeqchi	MAGICIAN	awasinel	awasinel	a w a s i n e l		Mayan	False	0.0		Q'eqchi'	1.0		
7919	Qeqchi	MAGICIAN	tuulanel	tuulanel	t uː l a n e l		Mayan	False	0.0		Q'eqchi'	1.0		
10157	Otomi	MAGICIAN	ndo̲zne	ndo̲zne	n d ə z n e		Otomanguean	False	0.0			0.5		
10158	Otomi	MAGICIAN	tsuzne	tsuzne	ts u z n e		Otomanguean	False	0.0			0.5		
10159	Otomi	MAGICIAN	'ñete	'ñete	ˀɲ e t̪ e		Otomanguean	False	0.0		modern	0.6		
10160	Otomi	MAGICIAN	'ñete 'be̲hñä	'ñete_'be̲hñä	ˀɲ e t̪ e + ˀb æ h ɲ ɐ		Otomanguean	False	0.0		Urbano (1605)	0.9		
10161	Otomi	MAGICIAN	'ñete 'ño̲ho̲	'ñete_'ño̲ho̲	ˀɲ e t̪ e + ˀɲ ə h ə		Otomanguean	False	0.0			0.5		
11318	ImbaburaQuechua	MAGICIAN	bruju	bruju	b ɾ u x u		Quechuan	True	1.0		Contemporary	0.7	Spanish	brujo
12539	Wichi	MAGICIAN	hayawe	hayawe	h a j a w e		Matacoan	False	0.0		1900-1940	0.7		
13780	Mapudungun	MAGICIAN	kalku	kalku	k a l k u		Araucanian	False	0.75		Pre-1606	1.0	Quechua	qarqu
18	Portuguese	MAINLAND	terra firme	terra_firme	t ɛ ʁ ɐ + f i ʁ m i		Indo-European							
1700	Spanish	MAINLAND	continente	continente	k o n t i n e n t e		Indo-European							
1701	Spanish	MAINLAND	tierra firme	tierra_firme	t j ɛ r a + f i ɾ m e		Indo-European							
3465	Yaqui	MAINLAND	kontinente	kontinente	k o n t i n e n t e		Uto-Aztecan	True	1.0		Modern	0.7	Spanish	continente
6165	Qeqchi	MAINLAND	kontineent	kontineent	k o n t i n eː n tʰ		Mayan	True	1.0		20th century Q'eqchi'	0.7	Spanish	continente
7940	Otomi	MAINLAND	ximhai	ximhai	x i mʰ a i		Otomanguean	False	0.0		Urbano (1605)	0.9		
7941	Otomi	MAINLAND	hai	hai	h a i		Otomanguean	False	0.0		Urbano (1605)	0.9		
12559	Mapudungun	MAINLAND	mapu	mapu	m a p u		Araucanian	False	0.0		Pre-1606	1.0		
769	Portuguese	MAIZE	milho	milho	m i ʎ u		Indo-European							
2468	Spanish	MAIZE	maíz	maíz	m a i s		Indo-European							
4114	Yaqui	MAIZE	bachi	bachi	b a tʃ i		Uto-Aztecan	False	0.0		Proto-Uto-Aztecan	1.0		
5497	ZinacantanTzotzil	MAIZE	7ishim	7ishim	ʔ i ʃ i m		Mayan	False	0.0		Proto-Mayan	1.0		
6911	Qeqchi	MAIZE	ixim	ixim	i ʃ i m		Mayan	False	0.0		proto-Mayan (not Huastec)	1.0		
8826	Otomi	MAIZE	de̲thä	de̲thä	d æ θ ɐ		Otomanguean	False	0.0		Urbano (1605)	0.9		
8827	Otomi	MAIZE	thä	thä	θ ɐ		Otomanguean	False	0.0		modern	0.6		
10696	ImbaburaQuechua	MAIZE	sara	sara	s a ɾ a		Quechuan	False	0.0		Pre-Inca	1.0		
11883	Wichi	MAIZE	siputka	siputka	s i p u t k a		Matacoan	False	0.0		1850-1900	0.8		
13169	Mapudungun	MAIZE	uwa	uwa	u w a		Araucanian	False	0.0		Pre-1606	1.0		
195	Portuguese	MALE (OF ANIMAL)	masculino	masculino	m a ʃ k u l i n u		Indo-European							
1878	Spanish	MALE (OF ANIMAL)	masculino	masculino	m a s k u l i n o		Indo-European							
1879	Spanish	MALE (OF ANIMAL)	macho	macho	m a tʃ o		Indo-European							
3622	Yaqui	MALE (OF ANIMAL)	o’ou	o’ou	o ʔ o u		Uto-Aztecan	False	0.0		Proto-Uto-Aztecan	1.0		
5036	ZinacantanTzotzil	MALE (OF ANIMAL)	tot _______________	tot________________	t o t		Mayan	False	0.0		Proto-Tzotzil	1.0		
6328	Qeqchi	MALE (OF ANIMAL)	k’ol	k’ol	kʼ o l		Mayan	False	0.0		Q'eqchi'	1.0		
8161	Otomi	MALE (OF ANIMAL)	ndo̲	ndo̲	n d ə		Otomanguean	False	0.0		modern	0.6		
10299	ImbaburaQuechua	MALE (OF ANIMAL)	kari	kari	k a ɾ i		Quechuan	False	0.0		Pre-Inca	1.0		
11451	Wichi	MALE (OF ANIMAL)	asnak	asnak	a s n a k		Matacoan	False	0.0		1850-1900	0.8		
12741	Mapudungun	MALE (OF ANIMAL)	wentru	wentru	w e n ʈʂ u		Araucanian	False	0.0		Pre-1606	1.0		
12742	Mapudungun	MALE (OF ANIMAL)	alka	alka	a l k a		Araucanian	False	0.0		Pre-1606	1.0		
104	Portuguese	MALE (OF PERSON)	macho	macho	m a ʃ u		Indo-European							
1784	Spanish	MALE (OF PERSON)	varón	varón	b a ɾ o n		Indo-European							
1785	Spanish	MALE (OF PERSON)	macho	macho	m a tʃ o		Indo-European							
3531	Yaqui	MALE (OF PERSON)	o’ou	o’ou	o ʔ o u		Uto-Aztecan	False	0.0		Proto-Uto-Aztecan	1.0		
6238	Qeqchi	MALE (OF PERSON)	teelom	teelom	t eː l o m		Mayan	False	0.75		proto-Ch’olan	1.0	Ch’olan	*tehlom
8024	Otomi	MALE (OF PERSON)	‘ño̲ho̲	‘ño̲ho̲	ˀɲ ə h ə		Otomanguean	False	0.0		Urbano (1605)	0.9		
10231	ImbaburaQuechua	MALE (OF PERSON)	kari (2)	kari	k a ɾ i		Quechuan	False	0.0		Pre-Inca	1.0		
11388	Wichi	MALE (OF PERSON)	hin’u	hin’u	h i n ʔ u		Matacoan	False	0.0		1850-1900	0.8		
12633	Mapudungun	MALE (OF PERSON)	wentru	wentru	w e n ʈʂ u		Araucanian	False	0.0		Pre-1606	1.0		
217	Portuguese	MALE GOAT	bode	bode	b ɔ dʒ i		Indo-European							
1908	Spanish	MALE GOAT	chivo	chivo	tʃ i β o		Indo-European							
1909	Spanish	MALE GOAT	macho cabrío	macho_cabrío	m a tʃ o + k a β ɾ i o		Indo-European							
3642	Yaqui	MALE GOAT	kabaa	kabaa	k a b aː		Uto-Aztecan	True	1.0		Colonial	0.9	Spanish	cabra
6352	Qeqchi	MALE GOAT	chib’aat	chib’aat	tʃ i ɓ aː tʰ		Mayan	True	1.0		Colonial Q'eqchi'	0.9	Spanish	chivo
8194	Otomi	MALE GOAT	ndo̲t'äxi	ndo̲t'äxi	n d ə t̪ʼ ɐ x i		Otomanguean	False	0.0		Urbano (1605)	0.9		
10318	ImbaburaQuechua	MALE GOAT	chita	chita	tʃ i t a		Quechuan	False	0.75		Early Colonial	0.9	Unidentified	
11471	Wichi	MALE GOAT	kaila asnak	kaila_asnak	k a i l a + a s n a k		Matacoan	True	1.0	kaila<cabra ‘goat’	1850-1900	0.8	Spanish	cabra
12763	Mapudungun	MALE GOAT	kapüra	kapüra	k a p ɨ ɻ a		Araucanian	True	1.0		Post-1606	0.9	Spanish	cabra
12764	Mapudungun	MALE GOAT	chifu	chifu	tʃ i f u		Araucanian	True	1.0		Post-1883	0.8	Spanish	chivo
102	Portuguese	MAN	homem	homem	ɔ m ẽĩ		Indo-European							
1782	Spanish	MAN	hombre	hombre	o m b ɾ e		Indo-European							
3529	Yaqui	MAN	o’ou	o’ou	o ʔ o u		Uto-Aztecan	False	0.0		Proto-Uto-Aztecan	1.0		
4964	ZinacantanTzotzil	MAN	mol	mol	m o l		Mayan	False	0.0		Proto-Mayan	1.0		
4965	ZinacantanTzotzil	MAN	vinik	vinik	v i n i k		Mayan	False	0.0		Proto-Mayan	1.0		
6235	Qeqchi	MAN	teelom	teelom	t eː l o m		Mayan	False	0.75		proto-Ch’olan	1.0	Ch’olan	*tehlom
6236	Qeqchi	MAN	winq	winq	w i n qʰ		Mayan	False	0.0		proto-Mayan	1.0		
8022	Otomi	MAN	'ño̲ho̲	'ño̲ho̲	ˀɲ ə h ə		Otomanguean	False	0.0		Urbano (1605)	0.9		
10229	ImbaburaQuechua	MAN	kari (1)	kari	k a ɾ i		Quechuan	False	0.0		Pre-Inca	1.0		
11386	Wichi	MAN	hin’u	hin’u	h i n ʔ u		Matacoan	False	0.0		1850-1900	0.8		
12631	Mapudungun	MAN	wentru	wentru	w e n ʈʂ u		Araucanian	False	0.0		Pre-1606	1.0		
1451	Portuguese	MANNER	maneira	maneira	m ɐ n ei ɾ ɐ		Indo-European							
3208	Spanish	MANNER	modo	modo	m o ð o		Indo-European							
3209	Spanish	MANNER	manera	manera	m a n ɛ ɾ a		Indo-European							
7706	Qeqchi	MANNER	naraj	naraj	n a ɾ a x		Mayan	False	0.0		Q'eqchi'	1.0		
9808	Otomi	MANNER	komongu	komongu	k o m o n g u		Otomanguean	True	1.0		modern	0.6	Spanish	como
9809	Otomi	MANNER	komu̲	komu̲	k o m u		Otomanguean	True	1.0		modern	0.6	Spanish	como
9810	Otomi	MANNER	njangu	njangu	n x a n g u		Otomanguean	False	0.0		Urbano (1605)	0.9		
9811	Otomi	MANNER	jangu	jangu	x a n g u		Otomanguean	False	0.0		Urbano (1605)	0.9		
11174	ImbaburaQuechua	MANNER	shina	shina	ʃ i n a		Quechuan	False	0.0		Pre-Inca	1.0		
13661	Mapudungun	MANNER	femngechi	femngechi	f e m ŋ e tʃ i		Araucanian	False	0.0		Pre-1606	1.0		
1188	Portuguese	MANY	muito	muito	m ũ j t u		Indo-European							
1189	Portuguese	MANY	muitos	muitos	m ũ j t u ʃ		Indo-European							
2921	Spanish	MANY	mucho	mucho	m u tʃ o		Indo-European							
4478	Yaqui	MANY	ousi	ousi	o u s i		Uto-Aztecan	False	0.0		Proto-Cahitan	1.0		
5815	ZinacantanTzotzil	MANY	7ep	7ep	ʔ e p		Mayan	False	0.0		Proto-Mayan	1.0		
7403	Qeqchi	MANY	k’i	k’i	kʼ i		Mayan	False	0.0		proto-Eastern Mayan + Mocho	1.0		
7404	Qeqchi	MANY	k’ihal	k’ihal	kʼ i h a l		Mayan	False	0.0		proto-Eastern Mayan + Mocho	1.0		
7405	Qeqchi	MANY	mayalok	mayalok	m a j a l o kʰ		Mayan	False	0.0		Q'eqchi'	1.0		
9429	Otomi	MANY	xingu	xingu	x i n g u		Otomanguean	False	0.0		Urbano (1605)	0.9		
9430	Otomi	MANY	xi (2)	xi	x i		Otomanguean	False	0.0		modern	0.6		
9431	Otomi	MANY	ndunthe	ndunthe	n d u n θ e		Otomanguean	False	0.0		Urbano (1605)	0.9		
9432	Otomi	MANY	nts'e̲di	nts'e̲di	n tsʼ æ d i		Otomanguean	False	0.0		Urbano (1605)	0.9		
10980	ImbaburaQuechua	MANY	achka (1)	achka	a tʃ k a		Quechuan	False	0.0		Pre-Inca	1.0		
12197	Wichi	MANY	nitokw	nitokw	n i t o kʷ		Matacoan	False	0.0		1850-1900	0.8		
13465	Mapudungun	MANY	fentren	fentren	f e n ʈʂ e n		Araucanian	False	0.0		Pre-1606	1.0		
221	Portuguese	MARE	égua	égua	ɛ ɡ w ɐ		Indo-European							
1914	Spanish	MARE	yegua	yegua	ɟ ʝ e ɣ w a		Indo-European							
3646	Yaqui	MARE	yeewa	yeewa	j eː w a		Uto-Aztecan	True	1.0		Modern	0.7	Spanish	yegua
3647	Yaqui	MARE	kaba’i jamut	kaba’i_jamut	k a b a ʔ i + j a m u t		Uto-Aztecan	False	0.0	kaba’i = Spanish ‘caballo’ plus jamut = Yaqui ‘female’.	Colonial	0.9	Spanish	caballo
5057	ZinacantanTzotzil	MARE	yevash	yevash	j e v a sʰ		Mayan	True	1.0		Later Colonial	0.9	Spanish	yegua
6358	Qeqchi	MARE	xna’ kawaay	xna’_kawaay	ʃ n a ʔ + k a w aː j		Mayan	False	0.0		Q'eqchi'	1.0		
8202	Otomi	MARE	tsufni	tsufni	ts u f n i		Otomanguean	False	0.0			0.5		
10322	ImbaburaQuechua	MARE	bistya	bistya	b i s t j a		Quechuan	True	1.0		Early Colonial	0.9	Spanish	bestia
11475	Wichi	MARE	yel’ataj atsinha	yel’ataj_atsinha	y e l ʔ a t a x + a ts i n̥ a		Matacoan	False	0.0		1850-1900	0.8		
12768	Mapudungun	MARE	zomo kawellu	zomo_kawellu	z o m o + k a w e ʎ u		Araucanian	True	1.0		Pre-1606	1.0	Spanish	caballo
12769	Mapudungun	MARE	yewa	yewa	y e w a		Araucanian	True	1.0		Post-1606	0.9	Spanish	yegua
1058	Portuguese	MARKET	mercado	mercado	m e ʁ k a d u		Indo-European							
2783	Spanish	MARKET	mercado	mercado	m ɛ ɾ k a ð o		Indo-European							
4356	Yaqui	MARKET	jita nenenkiwa’apo	jita_nenenkiwa’apo	j i t a + n e n e n k i w a ʔ a p o		Uto-Aztecan	False	0.0		Modern	0.7		
4357	Yaqui	MARKET	merkao	merkao	m e r k a o		Uto-Aztecan	True	1.0		Modern	0.7	Spanish	mercado
5711	ZinacantanTzotzil	MARKET	ch’ivit	ch’ivit	tʃʼ i v i tʰ		Mayan	False	0.0		Proto-Tzotzil	1.0		
7244	Qeqchi	MARKET	k'ayiil	k'ayiil	k ʔ a j iː l		Mayan	False	0.0		Q'eqchi'	1.0		
9259	Otomi	MARKET	ta̲i (2)	ta̲i	t̪ ɔ i		Otomanguean	False	0.0		Urbano (1605)	0.9		
9260	Otomi	MARKET	merkado	merkado	m e r k a d o		Otomanguean	True	1.0		modern	0.6	Spanish	mercado
10885	ImbaburaQuechua	MARKET	jatuna pamba	jatuna_pamba	x a t u n a + p a m b a		Quechuan	False	0.0		Early Colonial	0.9		
12093	Wichi	MARKET	tiena	tiena	t i e n a		Matacoan	True	1.0		1940-present	0.7	Spanish	tienda
122	Portuguese	MARRIAGE OR WEDDING	matrimônio	matrimônio	m a t ɾ i m o n j u		Indo-European							
123	Portuguese	MARRIAGE OR WEDDING	casamento	casamento	k a z ɐ m ẽ t u		Indo-European							
1799	Spanish	MARRIAGE OR WEDDING	casamiento	casamiento	k a s a m j e n t o		Indo-European							
1800	Spanish	MARRIAGE OR WEDDING	boda	boda	b o ð a		Indo-European							
128	Portuguese	MARRIED MAN	casado	casado	k a z a d u		Indo-European							
1805	Spanish	MARRIED MAN	hombre casado	hombre_casado	o m b ɾ e + k a s a ð o		Indo-European							
3548	Yaqui	MARRIED MAN	jupla	jupla	j u p l a		Uto-Aztecan	False	0.0		Proto-Uto-Aztecan	1.0		
6260	Qeqchi	MARRIED MAN	sumsuukil	sumsuukil	s u m s uː k i l		Mayan	False	0.0		Q'eqchi'	1.0		
8044	Otomi	MARRIED MAN	‘ño̲ho̲	‘ño̲ho̲	ˀɲ ə h ə		Otomanguean	False	0.0		Urbano (1605)	0.9		
10246	ImbaburaQuechua	MARRIED MAN	kazarashka runa	kazarashka_runa	k a z a ɾ a ʃ k a + ɾ u n a		Quechuan	False	0.0		Late Colonial	0.9		
11402	Wichi	MARRIED MAN	hin’u lach’efwa ihi	hin’u_lach’efwa_ihi	h i n ʔ u + l a tʃ ʔ e fʷ a + i h i		Matacoan	False	0.0		1850-1900	0.8		
12653	Mapudungun	MARRIED MAN	kurengen wentru	kurengen_wentru	k u ɻ e ŋ e n + w e n ʈʂ u		Araucanian	False	0.0		Pre-1606	1.0		
