ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	DONOR_VALUE	SOURCE_ID_	SOURCE_SCORE_	SOURCE_ID
6111	ZinacantanTzotzil	Mayan	MISS (A TARGET)	na7	na7	n a ʔ			3385	0.7500	
7858	Qeqchi	Mayan	MISS (A TARGET)	xkolb’al	xkolb’al	ʃ k o l ɓ a l			3385	0.8571	
10077	Otomi	Otomanguean	MISS (A TARGET)	hingi ät'i	hingi_ät'i	h i n g i + ɐ t̪ʼ i			3385	1.0000	
11277	ImbaburaQuechua	Quechuan	MISS (A TARGET)	pantana	pantana	p a n d a n a			3386	0.7143	
12509	Wichi	Matacoan	MISS (A TARGET)	yomet (1)	yomet	y o m e t			3385	1.0000	
13760	Mapudungun	Araucanian	MISS (A TARGET)	lleqnon	lleqnon	ʎ e ɣ n o n			3385	1.0000	
1399	Portuguese	Indo-European	MISTAKE	erro	erro	ɛ ʁ u					
3143	Spanish	Indo-European	MISTAKE	equivocación	equivocación	e k i β o k a s j o n					
3144	Spanish	Indo-European	MISTAKE	error	error	ɛ r o ɾ					
4656	Yaqui	Uto-Aztecan	MISTAKE	ji’opria	ji’opria	j i ʔ o p r i a			3143	0.8182	
7653	Qeqchi	Mayan	MISTAKE	sachjik	sachjik	s a tʃ x i kʰ			3143	0.9091	
9717	Otomi	Otomanguean	MISTAKE	nts'oni	nts'oni	n tsʼ o n i			3144	0.8000	
9718	Otomi	Otomanguean	MISTAKE	nts'o	nts'o	n tsʼ o			3144	0.7500	
9719	Otomi	Otomanguean	MISTAKE	'be̲di	'be̲di	ˀb æ d i			3143	1.0000	
11134	ImbaburaQuechua	Quechuan	MISTAKE	pantay	pantay	p a n d a j			3143	0.8182	
12351	Wichi	Matacoan	MISTAKE	witayej	witayej	w i t a j e x			3143	0.7273	
13619	Mapudungun	Araucanian	MISTAKE	welulkan	welulkan	w e l u l k a n			3143	0.7273	
556	Portuguese	Indo-European	MIX	misturar	misturar	m i ʃ t u ɾ a ʁ					
557	Portuguese	Indo-European	MIX	mexer	mexer	m e ʃ e ʁ					
2252	Spanish	Indo-European	MIX	mezclar	mezclar	m ɛ s k l a ɾ					
2253	Spanish	Indo-European	MIX	mixturar	mixturar	m i k s t u ɾ a ɾ					
3933	Yaqui	Uto-Aztecan	MIX	kuuta	kuuta	k uː t a			2253	0.6667	
5349	ZinacantanTzotzil	Mayan	MIX	huy	huy	h u j			2253	0.8889	
5350	ZinacantanTzotzil	Mayan	MIX	nikes	nikes	n i k e s			2253	0.7778	
5351	ZinacantanTzotzil	Mayan	MIX	kap	kap	k a p			2252	0.7143	
6716	Qeqchi	Mayan	MIX	junajink	junajink	x u n a x i n kʰ			2252	1.0000	
8576	Otomi	Otomanguean	MIX	thänts'i (1)	thänts'i	θ ɐ n tsʼ i			2252	1.0000	
8577	Otomi	Otomanguean	MIX	wänts'i	wänts'i	w ɐ n tsʼ i			2252	1.0000	
10556	ImbaburaQuechua	Quechuan	MIX	chapuna	chapuna	tʃ a p u n a			2253	0.7778	
11741	Wichi	Matacoan	MIX	ilhahthi	ilhahthi	i lˠ a h tʰ i			2253	0.8889	
13020	Mapudungun	Araucanian	MIX	reyfün	reyfün	ɻ e y f ɨ n			2252	1.0000	
360	Portuguese	Indo-European	MOLAR TOOTH	molar	molar	m o l a ʁ					
2054	Spanish	Indo-European	MOLAR TOOTH	molar	molar	m o l a ɾ					
2055	Spanish	Indo-European	MOLAR TOOTH	muela	muela	m w e l a					
3765	Yaqui	Uto-Aztecan	MOLAR TOOTH	tamim	tamim	t a m i m			2054	1.0000	
5182	ZinacantanTzotzil	Mayan	MOLAR TOOTH	cho7obil	cho7obil	tʃʰ o ʔ o ɓ i l			2054	0.8571	
6502	Qeqchi	Mayan	MOLAR TOOTH	ka’ e	ka’_e	k a ʔ + e			2054	1.0000	
8356	Otomi	Otomanguean	MOLAR TOOTH	ts'afi	ts'afi	ts ʔ a f i			2054	1.0000	
10420	ImbaburaQuechua	Quechuan	MOLAR TOOTH	kiru	kiru	k i ɾ u			2054	1.0000	
11600	Wichi	Matacoan	MOLAR TOOTH	toch’alunchey	toch’alunchey	t o tʃ ʔ a l u n tʃ e j			2054	0.8182	
12872	Mapudungun	Araucanian	MOLAR TOOTH	ülnga foro	ülnga_foro	ɨ l ŋ a + f o ɻ o			2054	0.8889	
886	Portuguese	Indo-European	MOLD	moldar	moldar	m ɔu d a ʁ					
887	Portuguese	Indo-European	MOLD	amoldar	amoldar	ɐ m ɔu d a ʁ					
2596	Spanish	Indo-European	MOLD	moldear	moldear	m o l d e a ɾ					
2597	Spanish	Indo-European	MOLD	formar	formar	f o ɾ m a ɾ					
4208	Yaqui	Uto-Aztecan	MOLD	jooa	jooa	j oː a			2597	0.8333	
5585	ZinacantanTzotzil	Mayan	MOLD	pat	pat	pʰ a tʰ			2597	0.8333	
7046	Qeqchi	Mayan	MOLD	pak'ok	pak'ok	p a kʼ o kʰ	Ch’olan	pak’	2596	1.0000	
9020	Otomi	Otomanguean	MOLD	kät'i	kät'i	k ɐ t̪ʼ i			2596	1.0000	
9021	Otomi	Otomanguean	MOLD	hoki	hoki	h o k i			2597	0.8333	
10772	ImbaburaQuechua	Quechuan	MOLD	masana	masana	m a s a n a	Spanish	amasar	2596	0.7143	
11965	Wichi	Matacoan	MOLD	itech’aynej	itech’aynej	i t e tʃ ʔ a j n e x			2596	0.9000	
13246	Mapudungun	Araucanian	MOLD	wizün	wizün	w i z ɨ n			2596	1.0000	
1265	Portuguese	Indo-European	MONDAY	segunda-feira	segunda-feira	s e ɡ ũ d a f ei ɾ ɐ					
3004	Spanish	Indo-European	MONDAY	lunes	lunes	l u n e s					
4551	Yaqui	Uto-Aztecan	MONDAY	luunes	luunes	l uː n e s	Spanish	lunes	3004	0.2000	3004
5871	ZinacantanTzotzil	Mayan	MONDAY	lunesh	lunesh	l u n e sʰ	Spanish	lunes	3004	0.2000	3004
7503	Qeqchi	Mayan	MONDAY	luuns	luuns	l uː n s	Spanish	lunes	3004	0.4000	
9537	Otomi	Otomanguean	MONDAY	nonxi	nonxi	n o n x i			3004	0.8000	
11035	ImbaburaQuechua	Quechuan	MONDAY	lunis	lunis	l u n i s	Spanish	lunes	3004	0.2000	3004
12249	Wichi	Matacoan	MONDAY	lunis	lunis	l u n i s	Spanish	lunes	3004	0.2000	3004
1037	Portuguese	Indo-European	MONEY	dinheiro	dinheiro	dʒ i ɲ ei ɾ u					
2758	Spanish	Indo-European	MONEY	dinero	dinero	d i n ɛ ɾ o					
4337	Yaqui	Uto-Aztecan	MONEY	tomi	tomi	t o m i	Arabic (Hispanic)	túmn	2758	1.0000	
5689	ZinacantanTzotzil	Mayan	MONEY	sentavo	sentavo	s e n t a v o	Spanish	centavo	2758	0.7143	
5690	ZinacantanTzotzil	Mayan	MONEY	tak’in	tak’in	t a kʼ i n			2758	1.0000	
7214	Qeqchi	Mayan	MONEY	tumin	tumin	t u m i n	Spanish	tomin	2758	1.0000	
9232	Otomi	Otomanguean	MONEY	bojä (1)	bojä	b o x ɐ			2758	1.0000	
10867	ImbaburaQuechua	Quechuan	MONEY	kulki	kulki	k u l k i			2758	1.0000	
12073	Wichi	Matacoan	MONEY	tokow’oj	tokow’oj	t o k o w ʔ o x			2758	0.8750	
13346	Mapudungun	Araucanian	MONEY	plata	plata	p l a t a	Spanish	plata	2758	1.0000	
275	Portuguese	Indo-European	MONKEY	macaco	macaco	m a k a k u					
1969	Spanish	Indo-European	MONKEY	mono	mono	m o n o					
3686	Yaqui	Uto-Aztecan	MONKEY	cholua	cholua	tʃ o l u a			1969	0.8000	
5098	ZinacantanTzotzil	Mayan	MONKEY	mash	mash	m a sʰ			1969	0.7500	
6405	Qeqchi	Mayan	MONKEY	b’atz’	b’atz’	ɓ a tsʼ			1969	1.0000	
8266	Otomi	Otomanguean	MONKEY	nzu̲pa	nzu̲pa	n z u p a			1969	1.0000	
10353	ImbaburaQuechua	Quechuan	MONKEY	munu	munu	m u n u	Spanish	mono	1969	0.5000	
11516	Wichi	Matacoan	MONKEY	hoton’i	hoton’i	h o t o n ʔ i			1969	0.7143	
1271	Portuguese	Indo-European	MONTH	mês	mês	m e ʃ					
3010	Spanish	Indo-European	MONTH	mes	mes	m e s					
4557	Yaqui	Uto-Aztecan	MONTH	meecha	meecha	m eː tʃ a			3010	0.7500	
5877	ZinacantanTzotzil	Mayan	MONTH	7u	7u	ʔ u			3010	1.0000	
9543	Otomi	Otomanguean	MONTH	zänä	zänä	z ɐ n ɐ			3010	1.0000	
11041	ImbaburaQuechua	Quechuan	MONTH	killa (3)	killa	k i ʒ a			3010	1.0000	
12255	Wichi	Matacoan	MONTH	wel’a	wel’a	w e l ʔ a			3010	0.8000	
13526	Mapudungun	Araucanian	MONTH	küyeṉ	küyeṉ	k ɨ y e n̪			3010	0.8000	
65	Portuguese	Indo-European	MOON	lua	lua	l u a					
1744	Spanish	Indo-European	MOON	luna	luna	l u n a					
3496	Yaqui	Uto-Aztecan	MOON	meecha	meecha	m eː tʃ a			1744	0.7500	
4926	ZinacantanTzotzil	Mayan	MOON	7u	7u	ʔ u			1744	0.7500	
4927	ZinacantanTzotzil	Mayan	MOON	luna	luna	l u n a	Spanish	luna	1744	0.0000	1744
6194	Qeqchi	Mayan	MOON	po	po	p o	Mixe-Zoquean	*poy’a	1744	1.0000	
7979	Otomi	Otomanguean	MOON	zänä	zänä	z ɐ n ɐ			1744	0.7500	
10198	ImbaburaQuechua	Quechuan	MOON	killa (1)	killa	k i ʒ a			1744	0.7500	
11356	Wichi	Matacoan	MOON	wel’a	wel’a	w e l ʔ a			1744	0.8000	
12591	Mapudungun	Araucanian	MOON	küyeṉ	küyeṉ	k ɨ y e n̪			1744	1.0000	
1190	Portuguese	Indo-European	MORE	mais	mais	m ai ʃ					
2922	Spanish	Indo-European	MORE	más	más	m a s					
4479	Yaqui	Uto-Aztecan	MORE	bu’u	bu’u	b u ʔ u			2922	1.0000	
4480	Yaqui	Uto-Aztecan	MORE	ousi	ousi	o u s i			2922	0.7500	
5816	ZinacantanTzotzil	Mayan	MORE	mas	mas	m a s	Spanish	ma*s	2922	0.0000	2922
5817	ZinacantanTzotzil	Mayan	MORE	yan	yan	j a n	Huastec	yaan	2922	0.6667	
7406	Qeqchi	Mayan	MORE	toj (2)	toj	t o x			2922	1.0000	
9433	Otomi	Otomanguean	MORE	mäs	mäs	m ɐ s	Spanish	mas	2922	0.3333	
9434	Otomi	Otomanguean	MORE	ma n’a	ma_n’a	m a + n ʔ a			2922	0.6667	
9435	Otomi	Otomanguean	MORE	ma 'ra	ma_'ra	m a + ˀr a			2922	0.6000	
10981	ImbaburaQuechua	Quechuan	MORE	ashtawan	ashtawan	a ʃ t a w a ŋ			2922	0.8571	
13466	Mapudungun	Araucanian	MORE	zoy	zoy	z o y			2922	1.0000	
1251	Portuguese	Indo-European	MORNING	manhã	manhã	m ɐ ɲ ɐ̃					
2990	Spanish	Indo-European	MORNING	maɲana	maɲana	m a ɲ a n a					
4538	Yaqui	Uto-Aztecan	MORNING	yokoria	yokoria	j o k o r i a			2990	0.8571	
7488	Qeqchi	Mayan	MORNING	eq'la	eq'la	e qʼ l a			2990	0.8333	
9520	Otomi	Otomanguean	MORNING	xudi	xudi	x u d i			2990	1.0000	
12235	Wichi	Matacoan	MORNING	inathaj	inathaj	i n a tʰ a x			2990	0.8333	
13514	Mapudungun	Araucanian	MORNING	liwen	liwen	l i w e n			2990	0.8333	
565	Portuguese	Indo-European	MORTAR	morteiro	morteiro	m o ʁ t ei ɾ u					
2261	Spanish	Indo-European	MORTAR	mortero	mortero	m o ɾ t ɛ ɾ o					
3940	Yaqui	Uto-Aztecan	MORTAR	tutua	tutua	t u t u a			2261	0.8571	
5362	ZinacantanTzotzil	Mayan	MORTAR	kamaro	kamaro	k a m a ɾ o	Spanish	camara	2261	0.7143	
6727	Qeqchi	Mayan	MORTAR	ka’	ka’	k a ʔ			2261	1.0000	
8586	Otomi	Otomanguean	MORTAR	mada	mada	m a d a			2261	0.8571	
10563	ImbaburaQuechua	Quechuan	MORTAR	kutuk rumi	kutuk_rumi	k u t u k + ɾ u m i			2261	0.9000	
11748	Wichi	Matacoan	MORTAR	fwelhek	fwelhek	fʷ e lˠ e k			2261	1.0000	
13030	Mapudungun	Araucanian	MORTAR	tranawe	tranawe	ʈʂ a n a w e			2261	1.0000	
733	Portuguese	Indo-European	MORTAR BINDER	argamassa	argamassa	a ʁ ɡ ɐ m a s ɐ					
2424	Spanish	Indo-European	MORTAR BINDER	argamasa	argamasa	a ɾ ɣ a m a s a					
4087	Yaqui	Uto-Aztecan	MORTAR BINDER	chu’aktiria	chu’aktiria	tʃ u ʔ a k t i r i a			2424	0.8000	
8779	Otomi	Otomanguean	MORTAR BINDER	meskla	meskla	m e s k l a	Spanish	mezcla	2424	0.8750	
8780	Otomi	Otomanguean	MORTAR BINDER	nthänts'i	nthänts'i	n θ ɐ n tsʼ i			2424	1.0000	
294	Portuguese	Indo-European	MOSQUITO	mosquito	mosquito	m o s k i t u					
1989	Spanish	Indo-European	MOSQUITO	mosquito	mosquito	m o s k i t o					
3708	Yaqui	Uto-Aztecan	MOSQUITO	woo’o	woo’o	w oː ʔ o			1989	0.8571	
5118	ZinacantanTzotzil	Mayan	MOSQUITO	shenen	shenen	ʃ e n e n			1989	1.0000	
6426	Qeqchi	Mayan	MOSQUITO	suq	suq	s u qʰ			1989	0.8571	
6427	Qeqchi	Mayan	MOSQUITO	kok’ utz’	kok’_utz’	k o kʼ + u tsʼ			1989	0.8571	
6428	Qeqchi	Mayan	MOSQUITO	ch’een	ch’een	tʃʼ eː n			1989	1.0000	
8286	Otomi	Otomanguean	MOSQUITO	t'olo gin'we̲	t'olo_gin'we̲	t̪ʼ o l o + g i n ˀw æ			1989	0.8000	
10368	ImbaburaQuechua	Quechuan	MOSQUITO	chuspigu	chuspigu	tʃ u s p i g u			1989	0.7143	
11545	Wichi	Matacoan	MOSQUITO	yaphin’a	yaphin’a	y a pʰ i n ʔ a			1989	1.0000	
12815	Mapudungun	Araucanian	MOSQUITO	pichike püḻü	pichike_püḻü	p i tʃ i k e + p ɨ l̪ ɨ			1989	0.9091	
126	Portuguese	Indo-European	MOTHER	mãe	mãe	m ɐ̃ĩ					
1803	Spanish	Indo-European	MOTHER	madre	madre	m a ð ɾ e					
3545	Yaqui	Uto-Aztecan	MOTHER	ae	ae	a e			1803	0.6000	
3546	Yaqui	Uto-Aztecan	MOTHER	maala	maala	m aː l a	Spanish	madre	1803	0.8000	
4984	ZinacantanTzotzil	Mayan	MOTHER	me7il	me7il	m e ʔ i l			1803	0.8000	
6258	Qeqchi	Mayan	MOTHER	na’	na’	n a ʔ			1803	0.8000	
8041	Otomi	Otomanguean	MOTHER	nänä	nänä	n ɐ n ɐ			1803	1.0000	
8042	Otomi	Otomanguean	MOTHER	me	me	m e			1803	0.6000	
10244	ImbaburaQuechua	Quechuan	MOTHER	mama	mama	m a m a			1803	0.6000	
11400	Wichi	Matacoan	MOTHER	toku	toku	t o k u			1803	1.0000	
12651	Mapudungun	Araucanian	MOTHER	ñuke	ñuke	ɲ u k e			1803	0.8000	
164	Portuguese	Indo-European	MOTHER-IN-LAW (OF MAN)	sogra	sogra	s ɔ ɡ ɾ ɐ					
1843	Spanish	Indo-European	MOTHER-IN-LAW (OF MAN)	suegra	suegra	s w e ɣ ɾ a					
5016	ZinacantanTzotzil	Mayan	MOTHER-IN-LAW (OF MAN)	ni7 me7elil	ni7_me7elil	n i ʔ + m e ʔ e l i l			1843	0.9091	
6299	Qeqchi	Mayan	MOTHER-IN-LAW (OF MAN)	xna’ ixaqil	xna’_ixaqil	ʃ n a ʔ + i ʃ a q i l			1843	0.9091	
8094	Otomi	Otomanguean	MOTHER-IN-LAW (OF MAN)	to	to	t̪ o			1843	1.0000	
10277	ImbaburaQuechua	Quechuan	MOTHER-IN-LAW (OF MAN)	swidra (1)	swidra	s w i d ɾ a	Spanish	suegra	1843	0.3333	
11430	Wichi	Matacoan	MOTHER-IN-LAW (OF MAN)	tokatela	tokatela	t o k a t e l a			1843	0.8750	
12714	Mapudungun	Araucanian	MOTHER-IN-LAW (OF MAN)	llalla	llalla	ʎ a ʎ a			1843	0.8333	
165	Portuguese	Indo-European	MOTHER-IN-LAW (OF WOMAN)	sogra	sogra	s ɔ ɡ ɾ ɐ					
1844	Spanish	Indo-European	MOTHER-IN-LAW (OF WOMAN)	suegra	suegra	s w e ɣ ɾ a					
5017	ZinacantanTzotzil	Mayan	MOTHER-IN-LAW (OF WOMAN)	7alib me7elil	7alib_me7elil	ʔ a l i ɓ + m e ʔ e l i l			1844	0.9231	
6300	Qeqchi	Mayan	MOTHER-IN-LAW (OF WOMAN)	xna’ b’eelom	xna’_b’eelom	ʃ n a ʔ + ɓ eː l o m			1844	1.0000	
8095	Otomi	Otomanguean	MOTHER-IN-LAW (OF WOMAN)	ka̲	ka̲	k ɔ			1844	1.0000	
10278	ImbaburaQuechua	Quechuan	MOTHER-IN-LAW (OF WOMAN)	swidra (2)	swidra	s w i d ɾ a	Spanish	suegra	1844	0.3333	
11431	Wichi	Matacoan	MOTHER-IN-LAW (OF WOMAN)	tokatela	tokatela	t o k a t e l a			1844	0.8750	
12715	Mapudungun	Araucanian	MOTHER-IN-LAW (OF WOMAN)	ṉaṉüng	ṉaṉüng	n̪ a n̪ ɨ ŋ			1844	1.0000	
9	Portuguese	Indo-European	MOUNTAIN OR HILL	montanha	montanha	m õ t ɐ ɲ ɐ					
10	Portuguese	Indo-European	MOUNTAIN OR HILL	morro	morro	m ɔ ʁ u					
1690	Spanish	Indo-European	MOUNTAIN OR HILL	montaɲa	montaɲa	m o n t a ɲ a					
1691	Spanish	Indo-European	MOUNTAIN OR HILL	loma	loma	l o m a					
1692	Spanish	Indo-European	MOUNTAIN OR HILL	cerro	cerro	s ɛ r o					
3460	Yaqui	Uto-Aztecan	MOUNTAIN OR HILL	kawi	kawi	k a w i			1690	0.8571	
4897	ZinacantanTzotzil	Mayan	MOUNTAIN OR HILL	vitz	vitz	v i tsʰ			1690	1.0000	
6159	Qeqchi	Mayan	MOUNTAIN OR HILL	tzuul	tzuul	t z uː l			1690	0.8571	
7932	Otomi	Otomanguean	MOUNTAIN OR HILL	t'o̲ho̲	t'o̲ho̲	t̪ʼ ə h ə			1690	1.0000	
7933	Otomi	Otomanguean	MOUNTAIN OR HILL	mbots'i (2)	mbots'i	m b o tsʼ i			1691	0.8000	
10173	ImbaburaQuechua	Quechuan	MOUNTAIN OR HILL	urku	urku	u ɾ k u			1690	1.0000	
11330	Wichi	Matacoan	MOUNTAIN OR HILL	tachenaj	tachenaj	t a tʃ e n a x			1691	0.8571	
12551	Mapudungun	Araucanian	MOUNTAIN OR HILL	mawiza	mawiza	m a w i z a			1690	0.7143	
12552	Mapudungun	Araucanian	MOUNTAIN OR HILL	wingkul	wingkul	w i ŋ k u l			1690	1.0000	
12553	Mapudungun	Araucanian	MOUNTAIN OR HILL	kalel	kalel	k a l e l	Gününa Yajüch	kalïl	1690	1.0000	
354	Portuguese	Indo-European	MOUTH	boca	boca	b ɔ k ɐ					
2048	Spanish	Indo-European	MOUTH	boca	boca	b o k a					
3758	Yaqui	Uto-Aztecan	MOUTH	teeni	teeni	t eː n i			2048	1.0000	
5174	ZinacantanTzotzil	Mayan	MOUTH	7eal	7eal	ʔ e a l			2048	1.0000	
6495	Qeqchi	Mayan	MOUTH	e	e	e			2048	1.0000	
8350	Otomi	Otomanguean	MOUTH	ne (1)	ne	n e			2048	1.0000	
10414	ImbaburaQuechua	Quechuan	MOUTH	shimi	shimi	ʃ i m i			2048	1.0000	
11594	Wichi	Matacoan	MOUTH	tok’aj	tok’aj	t o k ʔ a x			2048	0.5000	
12866	Mapudungun	Araucanian	MOUTH	wüṉ	wüṉ	w ɨ n̪			2048	1.0000	
907	Portuguese	Indo-European	MOVE	mover	mover	m o v e ʁ					
2621	Spanish	Indo-European	MOVE	mover	mover	m o β ɛ ɾ					
4224	Yaqui	Uto-Aztecan	MOVE	rukta	rukta	r u k t a			2621	1.0000	
4225	Yaqui	Uto-Aztecan	MOVE	mobeiaroa	mobeiaroa	m o b e i a r o a	Spanish	mover	2621	0.7778	
5597	ZinacantanTzotzil	Mayan	MOVE	helubtas	helubtas	h e l u ɓ t a s			2621	1.0000	
7065	Qeqchi	Mayan	MOVE	tweek’asi	tweek’asi	t w eː kʼ a s i			2621	1.0000	
9041	Otomi	Otomanguean	MOVE	wäni	wäni	w ɐ n i			2621	1.0000	
9042	Otomi	Otomanguean	MOVE	'ñäni	'ñäni	ˀɲ ɐ n i			2621	1.0000	
9043	Otomi	Otomanguean	MOVE	jwäni	jwäni	xʷ ɐ n i			2621	1.0000	
10785	ImbaburaQuechua	Quechuan	MOVE	juyuchina	juyuchina	x u j u tʃ i n a			2621	1.0000	
11977	Wichi	Matacoan	MOVE	iloyhatlhi	iloyhatlhi	i l o j h a t lˠ i			2621	0.8889	
13257	Mapudungun	Araucanian	MOVE	nengümün	nengümün	n e ŋ ɨ m ɨ n			2621	1.0000	
13258	Mapudungun	Araucanian	MOVE	modan	modan	m o θ a n	Spanish	mudar(se)	2621	0.6000	
757	Portuguese	Indo-European	MOW	ceifar	ceifar	s ei f a ʁ					
758	Portuguese	Indo-European	MOW	segar	segar	s e ɡ a ʁ					
2453	Spanish	Indo-European	MOW	segar	segar	s e ɣ a ɾ					
2454	Spanish	Indo-European	MOW	cosechar	cosechar	k o s e tʃ a ɾ					
4106	Yaqui	Uto-Aztecan	MOW	jipesuma	jipesuma	j i p e s u m a			2453	0.8750	
6903	Qeqchi	Mayan	MOW	setok	setok	s e t o kʰ			2453	0.6000	
8812	Otomi	Otomanguean	MOW	xa (2)	xa	x a			2453	0.8000	
10687	ImbaburaQuechua	Quechuan	MOW	kuzichana	kuzichana	k u z i tʃ a n a	Spanish	cosechar	2454	0.6250	
11879	Wichi	Matacoan	MOW	yiset	yiset	y i s e t			2454	0.7143	
13160	Mapudungun	Araucanian	MOW	katrüketranün	katrüketranün	k a ʈʂ ɨ k e ʈʂ a n ɨ n			2454	0.7273	
6	Portuguese	Indo-European	MUD	lama	lama	l ɐ m ɐ					
7	Portuguese	Indo-European	MUD	lodo	lodo	l ɔ d u					
1688	Spanish	Indo-European	MUD	lodo	lodo	l o ð o					
3458	Yaqui	Uto-Aztecan	MUD	techoa	techoa	t e tʃ o a			1688	0.8000	
4893	ZinacantanTzotzil	Mayan	MUD	7ik'ubal	7ik'ubal	ʔ i k ʔ u ɓ a l			1688	1.0000	
4894	ZinacantanTzotzil	Mayan	MUD	tatal	tatal	t a t a l			1688	1.0000	
4895	ZinacantanTzotzil	Mayan	MUD	7ach'el	7ach'el	ʔ a tʃʰ ʔ e l			1688	1.0000	
6157	Qeqchi	Mayan	MUD	sulul	sulul	s u l u l			1688	1.0000	
7930	Otomi	Otomanguean	MUD	bo̲ha̲i	bo̲ha̲i	b ə h ɔ i			1688	1.0000	
10171	ImbaburaQuechua	Quechuan	MUD	turu (1)	turu	t u ɾ u			1688	1.0000	
11328	Wichi	Matacoan	MUD	iyhot	iyhot	i j h o t			1688	0.8000	
12548	Mapudungun	Araucanian	MUD	fotra	fotra	f o ʈʂ a			1688	0.7500	
225	Portuguese	Indo-European	MULE	mulo	mulo	m u l u					
226	Portuguese	Indo-European	MULE	mula	mula	m u l ɐ					
1919	Spanish	Indo-European	MULE	mulo	mulo	m u l o					
1920	Spanish	Indo-European	MULE	mula	mula	m u l a					
3650	Yaqui	Uto-Aztecan	MULE	muura	muura	m uː r a	Spanish	mula	1920	0.5000	
5059	ZinacantanTzotzil	Mayan	MULE	ka7	ka7	k a ʔ	Spanish	caballo	1919	1.0000	
6361	Qeqchi	Mayan	MULE	muul	muul	m uː l	Spanish	mula	1919	0.5000	
8208	Otomi	Otomanguean	MULE	mäzo	mäzo	m ɐ z o	Spanish	macho	1919	0.5000	
8209	Otomi	Otomanguean	MULE	tsumu̲zo	tsumu̲zo	ts u m u z o			1919	0.5000	
8210	Otomi	Otomanguean	MULE	mula	mula	m u l a	Spanish	mula	1920	0.0000	1920
10325	ImbaburaQuechua	Quechuan	MULE	mula	mula	m u l a	Spanish	mula	1920	0.0000	1920
11478	Wichi	Matacoan	MULE	mula	mula	m u l a	Spanish	mula	1920	0.0000	1920
1473	Portuguese	Indo-European	MUMBLE	murmurar	murmurar	m u ʁ m u ɾ a ʁ					
3231	Spanish	Indo-European	MUMBLE	barbotar	barbotar	b a ɾ β o t a ɾ					
3232	Spanish	Indo-European	MUMBLE	hablar entre dientes	hablar_entre_dientes	a β l a ɾ + e n t ɾ e + ð j e n t e s					
4724	Yaqui	Uto-Aztecan	MUMBLE	kuchichi’iti nooka	kuchichi’iti_nooka	k u tʃ i tʃ i ʔ i t i + n oː k a	Spanish	cuchichear	3232	0.8421	
7730	Qeqchi	Mayan	MUMBLE	hasb’ak	hasb’ak	h a s ɓ a kʰ			3231	0.7500	
7731	Qeqchi	Mayan	MUMBLE	haslenk	haslenk	h a s l e n kʰ			3232	0.8421	
9853	Otomi	Otomanguean	MUMBLE	hingi ñä nts'e̲di	hingi_ñä_nts'e̲di	h i n g i + ɲ ɐ + n tsʼ æ d i			3232	0.8947	
11194	ImbaburaQuechua	Quechuan	MUMBLE	rimarina	rimarina	ʐ i m a ɾ i n a			3232	0.8421	
12413	Wichi	Matacoan	MUMBLE	isamsama	isamsama	i s a m s a m a			3231	0.8750	
13683	Mapudungun	Araucanian	MUMBLE	ñochi zungun	ñochi_zungun	ɲ o tʃ i + z u ŋ u n			3232	0.8947	
1646	Portuguese	Indo-European	MURDER	assassinar	assassinar	a s a s i n a ʁ					
3411	Spanish	Indo-European	MURDER	asesinar	asesinar	a s e s i n a ɾ					
3412	Spanish	Indo-European	MURDER	matar	matar	m a t a ɾ					
4855	Yaqui	Uto-Aztecan	MURDER	mukwame	mukwame	m u k w a m e			3412	0.7143	
7886	Qeqchi	Mayan	MURDER	kamsink	kamsink	k a m s i n kʰ			3411	0.6250	
10110	Otomi	Otomanguean	MURDER	nthote	nthote	n θ o t̪ e			3411	1.0000	
10111	Otomi	Otomanguean	MURDER	ntho	ntho	n θ o			3411	0.8750	
11297	ImbaburaQuechua	Quechuan	MURDER	wañuchina	wañuchina	w a ɲ u tʃ i n a			3411	0.6250	
12521	Wichi	Matacoan	MURDER	tolonek	tolonek	t o l o n e k			3411	0.8750	
13772	Mapudungun	Araucanian	MURDER	ḻangümchen	ḻangümchen	l̪ a ŋ ɨ m tʃ e n			3412	0.8750	
254	Portuguese	Indo-European	MUROID (MOUSE OR RAT)	rato	rato	ʁ a t u					
255	Portuguese	Indo-European	MUROID (MOUSE OR RAT)	camundongo	camundongo	k ɐ m ũ d õ ɡ u					
256	Portuguese	Indo-European	MUROID (MOUSE OR RAT)	ratinho	ratinho	ʁ a tʃ i ɲ u					
1948	Spanish	Indo-European	MUROID (MOUSE OR RAT)	ratón	ratón	r a t o n					
1949	Spanish	Indo-European	MUROID (MOUSE OR RAT)	rata	rata	r a t a					
3673	Yaqui	Uto-Aztecan	MUROID (MOUSE OR RAT)	tori	tori	t o r i			1948	0.8000	
5089	ZinacantanTzotzil	Mayan	MUROID (MOUSE OR RAT)	ch’o	ch’o	tʃʼ o			1948	0.8000	
6389	Qeqchi	Mayan	MUROID (MOUSE OR RAT)	ch’o	ch’o	tʃʼ o			1948	0.8000	
6390	Qeqchi	Mayan	MUROID (MOUSE OR RAT)	uch ch’o	uch_ch’o	u tʃ + tʃʼ o			1948	1.0000	
8246	Otomi	Otomanguean	MUROID (MOUSE OR RAT)	ngu	ngu	n g u			1948	1.0000	
