ID	DOCULECT	FAMILY	CONCEPT_NAME	CONCEPT	VALUE	FORM	TOKENS	BORROWED	BORROWED_SCORE	DONOR_LANGUAGE	DONOR_VALUE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCALLID_0	SCA_0	SCA_0ID
13189	Mapudungun	Araucanian	sap	SAP	ko	ko	k o	False	0.0			1 7	AX	KU	2	2.K.C 2.U.V	2.0 1.5	ko	0	0	9318-Araucanian	11165
1270	Portuguese	Indo-European	saturday	SATURDAY	sábado	sábado	s a b a d u					3 7 1 7 1 7	AXBYBZ	SAPATY	4	4.S.C 4.A.V 4.P.C 4.A.V 4.T.C 4.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	sabadu	0	9329	9329-Indo-European	11175
3009	Spanish	Indo-European	saturday	SATURDAY	sábado	sábado	s a β a ð o					3 7 3 7 3 7	AXBYBZ	SABADU	6	6.S.C 6.A.V 6.B.C 6.A.V 6.D.C 6.U.V	2.0 1.5 1.75 1.3 1.75 0.8	saβaðo	0	9329	9329-Indo-European	11175
4556	Yaqui	Uto-Aztecan	saturday	SATURDAY	sabala	sabala	s a b a l a	True	1.0	Spanish	sábado	3 7 1 7 5 7	AXBYBZ	SAPALA	8	8.S.C 8.A.V 8.P.C 8.A.V 8.L.C 8.A.V	2.0 1.5 1.75 1.3 1.75 0.8	sabala	0	9329	9329-Uto-Aztecan	11177
5876	ZinacantanTzotzil	Mayan	saturday	SATURDAY	savaro	savaro	s a v a ɾ o	True	1.0	Spanish	sa*bado	3 7 3 7 5 7	AXBYBZ	SABARU	9	9.S.C 9.A.V 9.B.C 9.A.V 9.R.C 9.U.V	2.0 1.5 1.75 1.3 1.75 0.8	savaɾo	0	0	9332-Mayan	11180
7508	Qeqchi	Mayan	saturday	SATURDAY	saaw	saaw	s aː w	True	1.0	Spanish	sábado	3 7 6	AXN	SAW	5	5.S.C 5.A.V 5.W.c	2.0 1.5 0.8	saːw	0	0	9332-Mayan	11180
9542	Otomi	Otomanguean	saturday	SATURDAY	nsabdo	nsabdo	ⁿs a b d o	True	1.0	Spanish	sábado	3 7 1 1 7	AXMBZ	SAPTU	3	3.S.C 3.A.V 3.P.c 3.T.C 3.U.V	2.0 1.5 1.1 1.75 0.8	ⁿsabdo	0	0	9330-Otomanguean	11179
11040	ImbaburaQuechua	Quechuan	saturday	SATURDAY	sabadu	sabadu	s a b a d u	True	1.0	Spanish	sábado	3 7 1 7 1 7	AXBYBZ	SAPATY	1	1.S.C 1.A.V 1.P.C 1.A.V 1.T.C 1.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	sabadu	0	9329	9329-Quechuan	11176
12254	Wichi	Matacoan	saturday	SATURDAY	sawulu	sawulu	s a w u l u	True	1.0	Spanish	sábado	3 7 6 7 5 7	AXBYBZ	SAWYLY	7	7.S.C 7.A.V 7.W.C 7.Y.V 7.L.C 7.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	sawulu	0	0	9334-Matacoan	11181
539	Portuguese	Indo-European	saucer	SAUCER	pires	pires	p i ɾ e ʃ					1 7 5 7 3	AXBYN	PIRES	4	4.P.C 4.I.V 4.R.C 4.E.V 4.S.c	2.0 1.5 1.75 1.3 0.8	piɾeʃ	0	0	9338-Indo-European	11188
2236	Spanish	Indo-European	saucer	SAUCER	platillo	platillo	p l a t i ʝ o					1 5 7 1 7 3 7	ACXBYBZ	PLATISU	6	6.P.C 6.L.C 6.A.V 6.T.C 6.I.V 6.S.C 6.U.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	platiʝo	0	9335	9335-Indo-European	11182
3919	Yaqui	Uto-Aztecan	saucer	SAUCER	ili pu’ato	ili_pu’ato	i l i + p u ʔ a t o	False	0.0	Spanish	plato	7 5 7 9 1 7 1 7 1 7	XBZ_AXBYBZ	ILI_PYHATU	8	8.I.V 8.L.C 8.I.V 8._._ 8.P.C 8.Y.V 8.H.C 8.A.V 8.T.C 8.U.V	1.5 1.75 0.8 0.0 2.0 1.5 1.75 1.3 1.75 0.8	ili+puʔato	0	0	9342-Uto-Aztecan	11190
6692	Qeqchi	Mayan	saucer	SAUCER	platiiy	platiiy	p l a t iː j	True	1.0	Spanish	platillo	1 5 7 1 7 6	ACXBYN	PLATIJ	5	5.P.C 5.L.C 5.A.V 5.T.C 5.I.V 5.J.c	2.0 1.5 1.5 1.75 1.3 0.8	platiːj	0	9335	9335-Mayan	11183
8557	Otomi	Otomanguean	saucer	SAUCER	t'olo mohi	t'olo_mohi	t̪ʼ o l o + m o h i	False	0.0			1 7 5 7 9 4 7 3 7	AXBZ_AXBZ	TULU_MUHI	3	3.T.C 3.U.V 3.L.C 3.U.V 3._._ 3.M.C 3.U.V 3.H.C 3.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	t̪ʼolo+mohi	0	0	9337-Otomanguean	11187
10544	ImbaburaQuechua	Quechuan	saucer	SAUCER	platillu	platillu	p l a t i ʒ u	True	1.0	Spanish	platillo	1 5 7 1 7 3 7	ACXBYBZ	PLATISY	1	1.P.C 1.L.C 1.A.V 1.T.C 1.I.V 1.S.C 1.Y.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	platiʒu	0	9335	9335-Quechuan	11184
11731	Wichi	Matacoan	saucer	SAUCER	platules	platules	p l a t u l e s	True	1.0	Spanish	plato	1 5 7 1 7 5 7 3	ACXBYBYN	PLATYLES	7	7.P.C 7.L.C 7.A.V 7.T.C 7.Y.V 7.L.C 7.E.V 7.S.c	2.0 1.5 1.5 1.75 1.3 1.75 1.3 0.8	platules	0	0	9336-Matacoan	11186
13006	Mapudungun	Araucanian	saucer	SAUCER	pülatillu	pülatillu	p ɨ l a t i ʎ u	True	1.0	Spanish	platillo	1 7 5 7 1 7 5 7	AXBYBYBZ	PILATILY	2	2.P.C 2.I.V 2.L.C 2.A.V 2.T.C 2.I.V 2.L.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	pɨlatiʎu	0	0	9336-Araucanian	11185
569	Portuguese	Indo-European	sausage	SAUSAGE	linguiça	linguiça	l ĩ ɡ i s ɐ					5 7 1 7 3 7	AXBYBZ	LIKISE	4	4.L.C 4.I.V 4.K.C 4.I.V 4.S.C 4.E.V	2.0 1.5 1.75 1.3 1.75 0.8	lĩɡisɐ	0	0	9344-Indo-European	11192
570	Portuguese	Indo-European	sausage	SAUSAGE	chouriço	chouriço	ʃ o ɾ i s u					3 7 5 7 3 7	AXBYBZ	SURISY	4	4.S.C 4.U.V 4.R.C 4.I.V 4.S.C 4.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	ʃoɾisu	0	0	9350-Indo-European	11203
2264	Spanish	Indo-European	sausage	SAUSAGE	salchicha	salchicha	s a l tʃ i tʃ a					3 7 5 1 7 1 7	AXMBYBZ	SALTITA	6	6.S.C 6.A.V 6.L.c 6.T.C 6.I.V 6.T.C 6.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	saltʃitʃa	0	9345	9345-Indo-European	11193
3943	Yaqui	Uto-Aztecan	sausage	SAUSAGE	salchiicha	salchiicha	s a l tʃ iː tʃ a	True	1.0	Spanish	salchicha	3 7 5 1 7 1 7	AXMBYBZ	SALTITA	8	8.S.C 8.A.V 8.L.c 8.T.C 8.I.V 8.T.C 8.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	saltʃiːtʃa	0	9345	9345-Uto-Aztecan	11195
5365	ZinacantanTzotzil	Mayan	sausage	SAUSAGE	choris	choris	tʃʰ o ɾ i s	True	1.0	Spanish	chorizo	1 7 5 7 3	AXBYN	TURIS	9	9.T.C 9.U.V 9.R.C 9.I.V 9.S.c	2.0 1.5 1.75 1.3 0.8	tʃʰoɾis	0	0	9348-Mayan	11196
5366	ZinacantanTzotzil	Mayan	sausage	SAUSAGE	lonkanisyo	lonkanisyo	l o n k a n i s j o	True	1.0	Spanish	longaniza	5 7 4 1 7 4 7 3 6 7	AXMBYBYBCZ	LUNKANISJU	9	9.L.C 9.U.V 9.N.c 9.K.C 9.A.V 9.N.C 9.I.V 9.S.C 9.J.C 9.U.V	2.0 1.5 1.1 1.75 1.3 1.75 1.3 1.75 1.5 0.8	lonkanisjo	0	0	9351-Mayan	11204
6730	Qeqchi	Mayan	sausage	SAUSAGE	salchiich, salchicha	salchiich	s a l tʃ iː tʃ	True	1.0	Spanish	salchicha	3 7 5 1 7 1	AXMBYN	SALTIT	5	5.S.C 5.A.V 5.L.c 5.T.C 5.I.V 5.T.c	2.0 1.5 1.1 1.75 1.3 0.8	saltʃiːtʃ	0	9345	9345-Mayan	11194
8589	Otomi	Otomanguean	sausage	SAUSAGE	t'uxfo ts'udi	t'uxfo_ts'udi	t̪ʼ u x f o + tsʼ u d i	False	0.0			1 7 3 3 7 9 1 7 1 7	AXMBZ_AXBZ	TYGBU_TYTI	3	3.T.C 3.Y.V 3.G.c 3.B.C 3.U.V 3._._ 3.T.C 3.Y.V 3.T.C 3.I.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.75 0.8	t̪ʼuxfo+tsʼudi	0	0	9343-Otomanguean	11191
8590	Otomi	Otomanguean	sausage	SAUSAGE	xikungo	xikungo	x i k u n g o	False	0.0			3 7 1 7 4 1 7	AXBYMBZ	GIKYNKU	3	3.G.C 3.I.V 3.K.C 3.Y.V 3.N.c 3.K.C 3.U.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	xikungo	0	0	9349-Otomanguean	11197
870	Portuguese	Indo-European	saw	SAW	serra	serra	s ɛ ʁ ɐ					3 7 5 7	AXBZ	SERE	4	4.S.C 4.E.V 4.R.C 4.E.V	2.0 1.5 1.75 0.8	sɛʁɐ	0	9355	9355-Indo-European	11210
2578	Spanish	Indo-European	saw	SAW	serrucho	serrucho	s ɛ r u tʃ o					3 7 5 7 1 7	AXBYBZ	SERYTU	6	6.S.C 6.E.V 6.R.C 6.Y.V 6.T.C 6.U.V	2.0 1.5 1.75 1.3 1.75 0.8	sɛrutʃo	0	9352	9352-Indo-European	11206
2579	Spanish	Indo-European	saw	SAW	sierra	sierra	s j ɛ r a					3 6 7 5 7	ACXBZ	SJERA	6	6.S.C 6.J.C 6.E.V 6.R.C 6.A.V	2.0 1.5 1.5 1.75 0.8	sjɛra	0	9355	9355-Indo-European	11210
4195	Yaqui	Uto-Aztecan	saw	SAW	seruuchom	seruuchom	s e r uː tʃ o m	True	1.0	Spanish	serrucho	3 7 5 7 1 7 4	AXBYBYN	SERYTUM	8	8.S.C 8.E.V 8.R.C 8.Y.V 8.T.C 8.U.V 8.M.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	seruːtʃom	0	9352	9352-Uto-Aztecan	11208
5578	ZinacantanTzotzil	Mayan	saw	SAW	kupob	kupob	k u p o b	False	0.0			1 7 1 7 1	AXBYN	KYPUP	9	9.K.C 9.Y.V 9.P.C 9.U.V 9.P.c	2.0 1.5 1.75 1.3 0.8	kupob	0	0	9360-Mayan	11215
7031	Qeqchi	Mayan	saw	SAW	jachleb’	jachleb’	x a tʃ l e ɓ	False	0.0			3 7 1 5 7 1	AXBCYN	GATLEP	5	5.G.C 5.A.V 5.T.C 5.L.C 5.E.V 5.P.c	2.0 1.5 1.75 1.5 1.3 0.8	xatʃleɓ	0	0	9356-Mayan	11212
7032	Qeqchi	Mayan	saw	SAW	xeer	xeer	ʃ eː r	True	1.0	Spanish	sierra	3 7 5	AXN	SER	5	5.S.C 5.E.V 5.R.c	2.0 1.5 0.8	ʃeːr	0	9355	9355-Mayan	11211
8993	Otomi	Otomanguean	saw	SAW	the̲gi	the̲gi	θ æ g i	False	0.0			3 7 1 7	AXBZ	DEKI	3	3.D.C 3.E.V 3.K.C 3.I.V	2.0 1.5 1.75 0.8	θægi	0	0	9354-Otomanguean	11209
10763	ImbaburaQuechua	Quechuan	saw	SAW	sirruchu	sirruchu	s i ʐ u tʃ u	True	1.0	Spanish	serrucho	3 7 3 7 1 7	AXBYBZ	SISYTY	1	1.S.C 1.I.V 1.S.C 1.Y.V 1.T.C 1.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	siʐutʃu	0	9352	9352-Quechuan	11207
11956	Wichi	Matacoan	saw	SAW	alhetaj chos	alhetaj_chos	a lˠ e t a x + tʃ o s	False	0.0			7 5 7 1 7 3 9 1 7 3	XBYBYN_AXN	ALETAG_TUS	7	7.A.V 7.L.C 7.E.V 7.T.C 7.A.V 7.G.c 7._._ 7.T.C 7.U.V 7.S.c	1.5 1.75 1.3 1.75 1.3 0.8 0.0 2.0 1.5 0.8	alˠetax+tʃos	0	0	9358-Matacoan	11213
13237	Mapudungun	Araucanian	saw	SAW	seruchu	seruchu	s e ɻ u tʃ u	True	1.0	Spanish	serrucho	3 7 5 7 1 7	AXBYBZ	SERYTY	2	2.S.C 2.E.V 2.R.C 2.Y.V 2.T.C 2.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	seɻutʃu	0	9352	9352-Araucanian	11205
1479	Portuguese	Indo-European	say	SAY	dizer	dizer	dʒ i z e ʁ					1 7 3 7 5	AXBYN	TISER	4	4.T.C 4.I.V 4.S.C 4.E.V 4.R.c	2.0 1.5 1.75 1.3 0.8	dʒizeʁ	0	0	9364-Indo-European	11219
3240	Spanish	Indo-European	say	SAY	decir	decir	d e s i ɾ					1 7 3 7 5	AXBYN	TESIR	6	6.T.C 6.E.V 6.S.C 6.I.V 6.R.c	2.0 1.5 1.75 1.3 0.8	desiɾ	0	0	9364-Indo-European	11219
4730	Yaqui	Uto-Aztecan	say	SAY	tejwa	tejwa	t e j w a	False	0.0			1 7 6 6 7	AXMBZ	TEJWA	8	8.T.C 8.E.V 8.J.c 8.W.C 8.A.V	2.0 1.5 1.1 1.75 0.8	tejwa	1	0	9368-Uto-Aztecan	11222
6036	ZinacantanTzotzil	Mayan	say	SAY	7al	7al	ʔ a l	False	0.0			1 7 5	AXN	HAL	9	9.H.C 9.A.V 9.L.c	2.0 1.5 0.8	ʔal	1	0	9369-Mayan	11223
7739	Qeqchi	Mayan	say	SAY	yehok	yehok	j e h o kʰ	False	0.0			6 7 3 7 1	AXBYN	JEHUK	5	5.J.C 5.E.V 5.H.C 5.U.V 5.K.c	2.0 1.5 1.75 1.3 0.8	jehokʰ	0	0	9365-Mayan	11220
9870	Otomi	Otomanguean	say	SAY	mä	mä	m ɐ	False	0.0			4 7	AX	ME	3	3.M.C 3.E.V	2.0 1.5	mɐ	1	0	9363-Otomanguean	11218
9871	Otomi	Otomanguean	say	SAY	xifi (1)	xifi	x i f i	False	0.0			3 7 3 7	AXBZ	GIBI	3	3.G.C 3.I.V 3.B.C 3.I.V	2.0 1.5 1.75 0.8	xifi	1	0	9370-Otomanguean	11225
9872	Otomi	Otomanguean	say	SAY	xi'i	xi'i	x i ʔ i	False	0.0			3 7 1 7	AXBZ	GIHI	3	3.G.C 3.I.V 3.H.C 3.I.V	2.0 1.5 1.75 0.8	xiʔi	0	0	9370-Otomanguean	11225
9873	Otomi	Otomanguean	say	SAY	xiki	xiki	x i k i	False	0.0			3 7 1 7	AXBZ	GIKI	3	3.G.C 3.I.V 3.K.C 3.I.V	2.0 1.5 1.75 0.8	xiki	0	0	9370-Otomanguean	11225
11200	ImbaburaQuechua	Quechuan	say	SAY	nina (1)	nina	n i n a	False	0.0			4 7 4 7	AXBZ	NINA	1	1.N.C 1.I.V 1.N.C 1.A.V	2.0 1.5 1.75 0.8	nina	1	0	9361-Quechuan	11216
12418	Wichi	Matacoan	say	SAY	yuk	yuk	y u k	False	0.0			7 7 1	XYN	YYK	7	7.Y.V 7.Y.V 7.K.c	1.5 1.3 0.8	yuk	0	0	9367-Matacoan	11221
12419	Wichi	Matacoan	say	SAY	fwelh	fwelh	fʷ e l̥	False	0.0			3 7 5	AXN	BEL	7	7.B.C 7.E.V 7.L.c	2.0 1.5 0.8	fʷel̥	0	0	9371-Matacoan	11226
13688	Mapudungun	Araucanian	say	SAY	pin	pin	p i n	False	0.0			1 7 4	AXN	PIN	2	2.P.C 2.I.V 2.N.c	2.0 1.5 0.8	pin	0	0	9362-Araucanian	11217
259	Portuguese	Indo-European	scale	SCALE	escama	escama	i ʃ k ɐ m ɐ					7 3 1 7 4 7	XMBYBZ	ISKEME	4	4.I.V 4.S.c 4.K.C 4.E.V 4.M.C 4.E.V	1.5 1.1 1.75 1.3 1.75 0.8	iʃkɐmɐ	0	0	9373-Indo-European	11228
1953	Spanish	Indo-European	scale	SCALE	escama	escama	ɛ s k a m a					7 3 1 7 4 7	XMBYBZ	ESKAMA	6	6.E.V 6.S.c 6.K.C 6.A.V 6.M.C 6.A.V	1.5 1.1 1.75 1.3 1.75 0.8	ɛskama	0	0	9373-Indo-European	11228
3676	Yaqui	Uto-Aztecan	scale	SCALE	kuupe	kuupe	k uː p e	False	0.0			1 7 1 7	AXBZ	KYPE	8	8.K.C 8.Y.V 8.P.C 8.E.V	2.0 1.5 1.75 0.8	kuːpe	0	0	9377-Uto-Aztecan	11231
5092	ZinacantanTzotzil	Mayan	scale	SCALE	merio choy	merio_choy	m e ɾ i o + tʃʰ o j	False	0.0	Spanish	medio	4 7 5 7 7 9 1 7 6	AXBYZ_AXN	MERIU_TUJ	9	9.M.C 9.E.V 9.R.C 9.I.V 9.U.V 9._._ 9.T.C 9.U.V 9.J.c	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 0.8	meɾio+tʃʰoj	0	0	9378-Mayan	11232
6393	Qeqchi	Mayan	scale	SCALE	solel	solel	s o l e l	False	0.0			3 7 5 7 5	AXBYN	SULEL	5	5.S.C 5.U.V 5.L.C 5.E.V 5.L.c	2.0 1.5 1.75 1.3 0.8	solel	0	0	9374-Mayan	11229
8252	Otomi	Otomanguean	scale	SCALE	kwixi	kwixi	kʷ i x i	False	0.0			1 7 3 7	AXBZ	KIGI	3	3.K.C 3.I.V 3.G.C 3.I.V	2.0 1.5 1.75 0.8	kʷixi	0	0	9372-Otomanguean	11227
11506	Wichi	Matacoan	scale	SCALE	lafwinchu’	lafwinchu’	l a fʷ i n tʃ u ʔ	False	0.0			5 7 3 7 4 1 7 1	AXBYMBYN	LABINTYH	7	7.L.C 7.A.V 7.B.C 7.I.V 7.N.c 7.T.C 7.Y.V 7.H.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	lafʷintʃuʔ	0	0	9376-Matacoan	11230
481	Portuguese	Indo-European	scar	SCAR	cicatriz	cicatriz	s i k a t ɾ i ʃ					3 7 1 7 1 5 7 3	AXBYBCYN	SIKATRIS	4	4.S.C 4.I.V 4.K.C 4.A.V 4.T.C 4.R.C 4.I.V 4.S.c	2.0 1.5 1.75 1.3 1.75 1.5 1.3 0.8	sikatɾiʃ	0	0	9380-Indo-European	11235
2177	Spanish	Indo-European	scar	SCAR	cicatriz	cicatriz	s i k a t ɾ i s					3 7 1 7 1 5 7 3	AXBYBCYN	SIKATRIS	6	6.S.C 6.I.V 6.K.C 6.A.V 6.T.C 6.R.C 6.I.V 6.S.c	2.0 1.5 1.75 1.3 1.75 1.5 1.3 0.8	sikatɾis	0	0	9380-Indo-European	11235
3866	Yaqui	Uto-Aztecan	scar	SCAR	yore’eria	yore’eria	j o r e ʔ e r i a	False	0.0			6 7 5 7 1 7 5 7 7	AXBYBYBYZ	JUREHERIA	8	8.J.C 8.U.V 8.R.C 8.E.V 8.H.C 8.E.V 8.R.C 8.I.V 8.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	joreʔeria	0	0	9384-Uto-Aztecan	11238
5288	ZinacantanTzotzil	Mayan	scar	SCAR	7av lastima	7av_lastima	ʔ a v + l a s t i m a	False	0.0	Spanish	la*stima	1 7 3 9 5 7 3 1 7 4 7	AXN_AXMBYBZ	HAB_LASTIMA	9	9.H.C 9.A.V 9.B.c 9._._ 9.L.C 9.A.V 9.S.c 9.T.C 9.I.V 9.M.C 9.A.V	2.0 1.5 0.8 0.0 2.0 1.5 1.1 1.75 1.3 1.75 0.8	ʔav+lastima	0	0	9385-Mayan	11239
5289	ZinacantanTzotzil	Mayan	scar	SCAR	senya	senya	s e n j a	True	1.0	Spanish	seNa	3 7 4 6 7	AXBCZ	SENJA	9	9.S.C 9.E.V 9.N.C 9.J.C 9.A.V	2.0 1.5 1.75 1.5 0.8	senja	0	0	9388-Mayan	11242
6624	Qeqchi	Mayan	scar	SCAR	xna'aj tiiq'	xna'aj_tiiq'	ʃ n a ʔ a x + t iː qʼ	False	0.0			3 4 7 1 7 3 9 1 7 1	ACXBYN_AXN	SNAHAG_TIK	5	5.S.C 5.N.C 5.A.V 5.H.C 5.A.V 5.G.c 5._._ 5.T.C 5.I.V 5.K.c	2.0 1.5 1.5 1.75 1.3 0.8 0.0 2.0 1.5 0.8	ʃnaʔax+tiːqʼ	0	0	9381-Mayan	11236
6625	Qeqchi	Mayan	scar	SCAR	yotolal	yotolal	j o t o l a l	False	0.0			6 7 1 7 5 7 5	AXBYBYN	JUTULAL	5	5.J.C 5.U.V 5.T.C 5.U.V 5.L.C 5.A.V 5.L.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	jotolal	0	0	9387-Mayan	11241
6626	Qeqchi	Mayan	scar	SCAR	reetalil tiq'ilal	reetalil_tiq'ilal	r eː t a l i l + t i qʼ i l a l	False	0.0			5 7 1 7 5 7 5 9 1 7 1 7 5 7 5	AXBYBYN_AXBYBYN	RETALIL_TIKILAL	5	5.R.C 5.E.V 5.T.C 5.A.V 5.L.C 5.I.V 5.L.c 5._._ 5.T.C 5.I.V 5.K.C 5.I.V 5.L.C 5.A.V 5.L.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8 0.0 2.0 1.5 1.75 1.3 1.75 1.3 0.8	reːtalil+tiqʼilal	0	0	9389-Mayan	11243
8477	Otomi	Otomanguean	scar	SCAR	señä	señä	s e ɲ ɐ	True	1.0	Spanish	señal	3 7 4 7	AXBZ	SENE	3	3.S.C 3.E.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	seɲɐ	0	0	9379-Otomanguean	11233
8478	Otomi	Otomanguean	scar	SCAR	nthe̲ni	nthe̲ni	n θ æ n i	False	0.0			4 3 7 4 7	ACYBZ	NDENI	3	3.N.C 3.D.C 3.E.V 3.N.C 3.I.V	2.0 1.5 1.3 1.75 0.8	nθæni	0	0	9386-Otomanguean	11240
11688	Wichi	Matacoan	scar	SCAR	amuyik	amuyik	a m u j i k	False	0.0			7 4 7 6 7 1	XBYBYN	AMYJIK	7	7.A.V 7.M.C 7.Y.V 7.J.C 7.I.V 7.K.c	1.5 1.75 1.3 1.75 1.3 0.8	amujik	0	0	9383-Matacoan	11237
1430	Portuguese	Indo-European	school	SCHOOL	escola	escola	i ʃ k ɔ l ɐ					7 3 1 7 5 7	XMBYBZ	ISKULE	4	4.I.V 4.S.c 4.K.C 4.U.V 4.L.C 4.E.V	1.5 1.1 1.75 1.3 1.75 0.8	iʃkɔlɐ	0	9391	9391-Indo-European	11247
3185	Spanish	Indo-European	school	SCHOOL	escuela	escuela	ɛ s k w e l a					7 3 1 6 7 5 7	XMBCYBZ	ESKWELA	6	6.E.V 6.S.c 6.K.C 6.W.C 6.E.V 6.L.C 6.A.V	1.5 1.1 1.75 1.5 1.3 1.75 0.8	ɛskwela	0	9391	9391-Indo-European	11247
3186	Spanish	Indo-European	school	SCHOOL	colegio	colegio	k o l e x j o					1 7 5 7 3 6 7	AXBYBCZ	KULEGJU	6	6.K.C 6.U.V 6.L.C 6.E.V 6.G.C 6.J.C 6.U.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	kolexjo	0	9401	9401-Indo-European	11258
4683	Yaqui	Uto-Aztecan	school	SCHOOL	ejkuela	ejkuela	e j k u e l a	True	1.0	Spanish	escuela	7 6 1 7 7 5 7	XMBYYBZ	EJKYELA	8	8.E.V 8.J.c 8.K.C 8.Y.V 8.E.V 8.L.C 8.A.V	1.5 1.1 1.75 1.3 1.3 1.75 0.8	ejkuela	0	9391	9391-Uto-Aztecan	11249
5996	ZinacantanTzotzil	Mayan	school	SCHOOL	chanob vun	chanob_vun	tʃʰ a n o ɓ + v u n	False	0.0			1 7 4 7 1 9 3 7 4	AXBYN_AXN	TANUP_BYN	9	9.T.C 9.A.V 9.N.C 9.U.V 9.P.c 9._._ 9.B.C 9.Y.V 9.N.c	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 0.8	tʃʰanoɓ+vun	0	0	9398-Mayan	11253
7688	Qeqchi	Mayan	school	SCHOOL	tzolleb'aal	tzolleb'aal	t z o l + l e ɓ aː l	False	0.0			1 3 7 5 9 5 7 1 7 5	ACXN_AXBYN	TSUL_LEPAL	5	5.T.C 5.S.C 5.U.V 5.L.c 5._._ 5.L.C 5.E.V 5.P.C 5.A.V 5.L.c	2.0 1.5 1.5 0.8 0.0 2.0 1.5 1.75 1.3 0.8	tzol+leɓaːl	0	0	9394-Mayan	11251
9774	Otomi	Otomanguean	school	SCHOOL	skwela	skwela	s kʷ e l a	True	1.0	Spanish	escuela	3 1 7 5 7	ACYBZ	SKELA	3	3.S.C 3.K.C 3.E.V 3.L.C 3.A.V	2.0 1.5 1.3 1.75 0.8	skʷela	0	0	9392-Otomanguean	11250
9775	Otomi	Otomanguean	school	SCHOOL	nguu xa̲di	nguu_xa̲di	n g uː + x ɔ d i	False	0.0			4 1 7 9 3 7 1 7	ACZ_AXBZ	NKY_GUTI	3	3.N.C 3.K.C 3.Y.V 3._._ 3.G.C 3.U.V 3.T.C 3.I.V	2.0 1.5 0.8 0.0 2.0 1.5 1.75 0.8	nguː+xɔdi	0	0	9400-Otomanguean	11256
11158	ImbaburaQuechua	Quechuan	school	SCHOOL	yachana wasi	yachana_wasi	j a tʃ a n a + w a s i	False	0.0			6 7 1 7 4 7 9 6 7 3 7	AXBYBZ_AXBZ	JATANA_WASI	1	1.J.C 1.A.V 1.T.C 1.A.V 1.N.C 1.A.V 1._._ 1.W.C 1.A.V 1.S.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.75 0.8	jatʃana+wasi	0	0	9390-Quechuan	11245
12375	Wichi	Matacoan	school	SCHOOL	tochefwenyajw’et	tochefwenyajw’et	t o tʃ e fʷ e n j a xʷ ʔ e t	False	0.0			1 7 1 7 3 7 4 6 7 3 1 7 1	AXBYBYBCYMBYN	TUTEBENJAGHET	7	7.T.C 7.U.V 7.T.C 7.E.V 7.B.C 7.E.V 7.N.C 7.J.C 7.A.V 7.G.c 7.H.C 7.E.V 7.T.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.5 1.3 1.1 1.75 1.3 0.8	totʃefʷenjaxʷʔet	0	0	9396-Matacoan	11252
12376	Wichi	Matacoan	school	SCHOOL	eskwelu	eskwelu	e s kʷ e l u	True	1.0	Spanish	escuela	7 3 1 7 5 7	XMBYBZ	ESKELY	7	7.E.V 7.S.c 7.K.C 7.E.V 7.L.C 7.Y.V	1.5 1.1 1.75 1.3 1.75 0.8	eskʷelu	0	9391	9391-Matacoan	11248
13646	Mapudungun	Araucanian	school	SCHOOL	eskuela	eskuela	e s k u e l a	True	1.0	Spanish	escuela	7 3 1 7 7 5 7	XMBYYBZ	ESKYELA	2	2.E.V 2.S.c 2.K.C 2.Y.V 2.E.V 2.L.C 2.A.V	1.5 1.1 1.75 1.3 1.3 1.75 0.8	eskuela	0	9391	9391-Araucanian	11246
