ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	DONOR_VALUE	SOURCE_LANGUAGE	SOURCE_VALUE	SOURCE_ID	DETECT_STATUS
3955	Yaqui	OIL (ORGANIC SUBSTANCE)	aseite	aseite	a s e i t e	Spanish	aceite	Portuguese	a z ei tʃ i	584	tn
5377	ZinacantanTzotzil	OIL (ORGANIC SUBSTANCE)	7asete	7asete	ʔ a s e t e	Spanish	aceite	Portuguese	a z ei tʃ i	584	tn
6742	Qeqchi	OIL (ORGANIC SUBSTANCE)	aseet	aseet	a s eː tʰ	Spanish	aceite	Portuguese	a z ei tʃ i	584	tn
8603	Otomi	OIL (ORGANIC SUBSTANCE)	nziki	nziki	n z i k i						tn
8604	Otomi	OIL (ORGANIC SUBSTANCE)	asete	asete	a s e t̪ e	Spanish	aceite	Portuguese	a z ei tʃ i	584	tn
10576	ImbaburaQuechua	OIL (ORGANIC SUBSTANCE)	asiyti	asiyti	a s i j t i	Spanish	aceite	Portuguese	a z ei tʃ i	584	tn
11760	Wichi	OIL (ORGANIC SUBSTANCE)	aseitaj	aseitaj	a s e i t a x	Spanish	aceite	Portuguese	a z ei tʃ i	584	tn
672	Portuguese	OINTMENT	ungüento	ungüento	ũ ɡ ẽ t u						
2367	Spanish	OINTMENT	ungüento	ungüento	u n g w e n t o						
4044	Yaqui	OINTMENT	jittoa	jittoa	j i t t o a						tn
6820	Qeqchi	OINTMENT	b'anol u	b'anol_u	ɓ a n o l + u						tn
8717	Otomi	OINTMENT	njots'i	njots'i	n x o tsʼ i						tn
8718	Otomi	OINTMENT	unwento	unwento	u nʷ e n t̪ o	Spanish	ungüento				tn
10635	ImbaburaQuechua	OINTMENT	llutana jambi	llutana_jambi	ʒ u t a n a + x a m b i						tn
11828	Wichi	OINTMENT	mak t’alho	mak_t’alho	m a k + t ʔ a lˠ o						tn
13100	Mapudungun	OINTMENT	puma (2)	puma	p u m a	Spanish	pomada				tn
1217	Portuguese	OLD	velho	velho	v ɛ ʎ u						
2949	Spanish	OLD	viejo	viejo	b j e x o						
4501	Yaqui	OLD	o’ora	o’ora	o ʔ o r a						tn
5832	ZinacantanTzotzil	OLD	k’a7	k’a7	kʼ a ʔ						tn
5833	ZinacantanTzotzil	OLD	mol	mol	m o l						tn
7448	Qeqchi	OLD	q'eel	q'eel	qʼ eː l						tn
7449	Qeqchi	OLD	mama’	mama’	m a m a ʔ						tn
7450	Qeqchi	OLD	tiix	tiix	t iː ʃ	Ch’olan	*ti’ix				tn
9475	Otomi	OLD	xita (2)	xita	x i t̪ a						tn
9476	Otomi	OLD	txu (2)	txu	t̪ x u						tn
11001	ImbaburaQuechua	OLD	ruku	ruku	ʐ u k u						tn
12218	Wichi	OLD	thalokw	thalokw	tʰ a l o kʷ						tn
12219	Wichi	OLD	lawemek	lawemek	l a w e m e k						tn
13490	Mapudungun	OLD	fücha	fücha	f ɨ tʃ a						tn
13491	Mapudungun	OLD	kuse	kuse	k u s e						tn
144	Portuguese	OLD MAN	velho	velho	v ɛ ʎ u						
1822	Spanish	OLD MAN	anciano	anciano	a n s j a n o						
1823	Spanish	OLD MAN	hombre viejo	hombre_viejo	o m b ɾ e + β j e x o						
3565	Yaqui	OLD MAN	yoemyo’otui	yoemyo’otui	j o e m j o ʔ o t u i						tn
6277	Qeqchi	OLD MAN	tiix	tiix	t iː ʃ	Ch’olan	*ti’ix				tn
8068	Otomi	OLD MAN	xita (1)	xita	x i t̪ a						tn
8069	Otomi	OLD MAN	pale	pale	p a l e	Spanish	padre	Portuguese	v ɛ ʎ u	144	tn
10259	ImbaburaQuechua	OLD MAN	ruku runa	ruku_runa	ʐ u k u + ɾ u n a						tn
11413	Wichi	OLD MAN	hin’u wemek	hin’u_wemek	h i n ʔ u + w e m e k						tn
12678	Mapudungun	OLD MAN	fücha	fücha	f ɨ tʃ a						tn
146	Portuguese	OLD WOMAN	velha	velha	v ɛ ʎ ɐ						
1825	Spanish	OLD WOMAN	anciana	anciana	a n s j a n a						
1826	Spanish	OLD WOMAN	mujer vieja	mujer_vieja	m u x ɛ ɾ + β j e x a						
3567	Yaqui	OLD WOMAN	jamyo’ola	jamyo’ola	j a m j o ʔ o l a						tn
3568	Yaqui	OLD WOMAN	jamut yo’otui	jamut_yo’otui	j a m u t + j o ʔ o t u i						tn
5002	ZinacantanTzotzil	OLD WOMAN	me7el	me7el	m e ʔ e l						tn
6280	Qeqchi	OLD WOMAN	tiix	tiix	t iː ʃ	Ch’olan	*ti’ix				tn
8071	Otomi	OLD WOMAN	txu (1)	txu	t̪ x u						tn
10261	ImbaburaQuechua	OLD WOMAN	paya warmi	paya_warmi	p a j a + w a ɾ m i						tn
11415	Wichi	OLD WOMAN	atsinha wemek	atsinha_wemek	a ts i n̥ a + w e m e k						tn
12682	Mapudungun	OLD WOMAN	kuse	kuse	k u s e						tn
12683	Mapudungun	OLD WOMAN	kushe	kushe	k u ʃ e						tn
135	Portuguese	OLDER BROTHER	irmão mais velho	irmão_mais_velho	i ʁ m ɐ̃ũ + m ai ʃ + v ɛ ʎ u						
1812	Spanish	OLDER BROTHER	hermano mayor	hermano_mayor	ɛ ɾ m a n o + m a ʝ o ɾ						
3557	Yaqui	OLDER BROTHER	sai	sai	s a i						tn
4991	ZinacantanTzotzil	OLDER BROTHER	shibnelal	shibnelal	ʃ i ɓ n e l a l						tn
4992	ZinacantanTzotzil	OLDER BROTHER	bankilal	bankilal	ɓ a n k i l a l						tn
6268	Qeqchi	OLDER BROTHER	as	as	a s						tn
8054	Otomi	OLDER BROTHER	dätä jwädä	dätä_jwädä	d ɐ t̪ ɐ + xʷ ɐ d ɐ						tn
8055	Otomi	OLDER BROTHER	dätä ida̲	dätä_ida̲	d ɐ t̪ ɐ + i d ɔ						tn
10252	ImbaburaQuechua	OLDER BROTHER	ruku wawki	ruku_wawki	ʐ u k u + w a w k i						tn
11406	Wichi	OLDER BROTHER	tochila	tochila	t o tʃ i l a						tn
12663	Mapudungun	OLDER BROTHER	wünen peñi	wünen_peñi	w ɨ n e n + p e ɲ i						tn
12664	Mapudungun	OLDER BROTHER	wünen wentru lamngen	wünen_wentru_lamngen	w ɨ n e n + w e n ʈʂ u + l a m ŋ e n						tn
138	Portuguese	OLDER SISTER	irmã mais velha	irmã_mais_velha	i ʁ m ɐ̃ + m ai ʃ + v ɛ ʎ ɐ						
1815	Spanish	OLDER SISTER	hermana mayor	hermana_mayor	ɛ ɾ m a n a + m a ʝ o ɾ						
3560	Yaqui	OLDER SISTER	ako	ako	a k o						tn
4995	ZinacantanTzotzil	OLDER SISTER	vishil	vishil	v i ʃ i l						tn
6271	Qeqchi	OLDER SISTER	chaq’na’	chaq’na’	tʃ a qʼ n a ʔ						tn
8060	Otomi	OLDER SISTER	dätä nju	dätä_nju	d ɐ t̪ ɐ + n x u						tn
8061	Otomi	OLDER SISTER	dätä jujwe̲	dätä_jujwe̲	d ɐ t̪ ɐ + x u xʷ æ						tn
10255	ImbaburaQuechua	OLDER SISTER	paya ñaña	paya_ñaña	p a j a + ɲ a ɲ a						tn
11408	Wichi	OLDER SISTER	tochita	tochita	t o tʃ i t a						tn
12670	Mapudungun	OLDER SISTER	wünen lamngen	wünen_lamngen	w ɨ n e n + l a m ŋ e n						tn
12671	Mapudungun	OLDER SISTER	wünen zomo lamngen	wünen_zomo_lamngen	w ɨ n e n + z o m o + l a m ŋ e n						tn
583	Portuguese	OLIVE	azeitona	azeitona	a z ei t o n ɐ						
2275	Spanish	OLIVE	aceituna	aceituna	a s e i t u n a						
2276	Spanish	OLIVE	oliva	oliva	o l i β a						
3954	Yaqui	OLIVE	aseituuna	aseituuna	a s e i t uː n a	Spanish	aceituna	Portuguese	a z ei t o n ɐ	583	tn
6741	Qeqchi	OLIVE	asetuna	asetuna	a s e t u n a	Spanish	aceituna	Portuguese	a z ei t o n ɐ	583	tn
10575	ImbaburaQuechua	OLIVE	asituna	asituna	a s i t u n a	Spanish	aceituna	Portuguese	a z ei t o n ɐ	583	tn
11759	Wichi	OLIVE	aceituna	aceituna	a c e i t u n a	Spanish	aceituna	Portuguese	a z ei t o n ɐ	583	tn
1682	Portuguese	OMEN	agouro	agouro	a ɡ o ɾ u						
1683	Portuguese	OMEN	presságio	presságio	p ɾ e s a ʒ j u						
3452	Spanish	OMEN	agüero	agüero	a ɣ w ɛ ɾ o						
3453	Spanish	OMEN	presagio	presagio	p ɾ e s a x j o						
4886	Yaqui	OMEN	eeri	eeri	eː r i						tn
7924	Qeqchi	OMEN	xq’ehinkil	xq’ehinkil	ʃ qʼ e h i n k i l						tn
10164	Otomi	OMEN	mprebeni	mprebeni	m p r e b e n i	Spanish	pre				tn
11321	ImbaburaQuechua	OMEN	chiki	chiki	tʃ i k i						tn
12540	Wichi	OMEN	tolhahwu	tolhahwu	t o lˠ a hʷ u						tn
13782	Mapudungun	OMEN	perimol	perimol	p e ɻ i m o l						tn
1166	Portuguese	ONE	um	um	ũ						
1167	Portuguese	ONE	uma	uma	u m ɐ						
2901	Spanish	ONE	uno	uno	u n o						
4445	Yaqui	ONE	wepulai	wepulai	w e p u l a i						tn
4446	Yaqui	ONE	uno	uno	u n o	Spanish	uno				tn
5795	ZinacantanTzotzil	ONE	hun	hun	h u n						tn
7383	Qeqchi	ONE	jun	jun	x u n						tn
9408	Otomi	ONE	n'aha	n'aha	n ʔ a h a						tn
10962	ImbaburaQuechua	ONE	shuk	shuk	ʃ u k						tn
12179	Wichi	ONE	unu	unu	u n u	Spanish	uno				tn
13447	Mapudungun	ONE	kiñe	kiñe	k i ɲ e						tn
1203	Portuguese	ONLY	só	só	s ɔ						
1204	Portuguese	ONLY	somente	somente	s o m ẽ tʃ i						
2935	Spanish	ONLY	solo	solo	s o l o						
2936	Spanish	ONLY	solamente	solamente	s o l a m e n t e						
4489	Yaqui	ONLY	jiba	jiba	j i b a						tn
5821	ZinacantanTzotzil	ONLY	k’ahom	k’ahom	kʼ a h o m						tn
5822	ZinacantanTzotzil	ONLY	naka	naka	n a k a						tn
5823	ZinacantanTzotzil	ONLY	pu*ro	pu*ro	pʰ u u ɾ o	Spanish	puro				tn
7428	Qeqchi	ONLY	ka'aj wi', ka’j wi’	ka'aj_wi'	k a ʔ a x + w i ʔ						tn
7429	Qeqchi	ONLY	yal	yal	j a l						tn
9452	Otomi	ONLY	ho̲nse̲	ho̲nse̲	h ə n s æ						tn
9453	Otomi	ONLY	ho̲nt'ä	ho̲nt'ä	h ə n t̪ʼ ɐ						tn
9454	Otomi	ONLY	ho̲ntho	ho̲ntho	h ə n θ o						tn
9455	Otomi	ONLY	ho̲ndu̲'bu̲	ho̲ndu̲'bu̲	h ə n d u ˀb u						tn
10990	ImbaburaQuechua	ONLY	-lla	-lla	ʒ a			Portuguese	s ɔ	1203	fp
12208	Wichi	ONLY	ts’ilak	ts’ilak	ts ʔ i l a k						tn
13478	Mapudungun	ONLY	kiñen	kiñen	k i ɲ e n						tn
1096	Portuguese	OPEN	abrir	abrir	a b ɾ i ʁ						
1097	Portuguese	OPEN	aberto	aberto	a b ɛ ʁ t u						
2830	Spanish	OPEN	abrir	abrir	a β ɾ i ɾ						
4390	Yaqui	OPEN	etapo	etapo	e t a p o						tn
5736	ZinacantanTzotzil	OPEN	ham	ham	h a m						tn
7284	Qeqchi	OPEN	jaqok	jaqok	x a q o kʰ						tn
7285	Qeqchi	OPEN	tehok	tehok	t e h o kʰ						tn
9318	Otomi	OPEN	xoki	xoki	x o k i						tn
9319	Otomi	OPEN	yaki	yaki	j a k i						tn
9320	Otomi	OPEN	zo̲t'e	zo̲t'e	z ə t̪ʼ e						tn
10914	ImbaburaQuechua	OPEN	pascana	pascana	p a s c a n a						tn
12129	Wichi	OPEN	iwum	iwum	i w u m						tn
13397	Mapudungun	OPEN	nülan	nülan	n ɨ l a n						tn
252	Portuguese	OPOSSUM	sarigüê	sarigüê	s a ɾ i ɡ e						
253	Portuguese	OPOSSUM	gambá	gambá	ɡ ɐ̃ b a						
1947	Spanish	OPOSSUM	zarigüeya	zarigüeya	s a ɾ i ɣ w e ʝ a						
3672	Yaqui	OPOSSUM	takwaachi	takwaachi	t a k w aː tʃ i	Nahuatl	tlacuachi, tlacuatzin				tn
5088	ZinacantanTzotzil	OPOSSUM	7uch	7uch	ʔ u tʃʰ						tn
6387	Qeqchi	OPOSSUM	aj uch	aj_uch	a x + u tʃ						tn
6388	Qeqchi	OPOSSUM	b’aqlaq xul	b’aqlaq_xul	ɓ a q l a q + ʃ u l						tn
8244	Otomi	OPOSSUM	däzu̲	däzu̲	d ɐ z u						tn
8245	Otomi	OPOSSUM	mezu̲	mezu̲	m e z u						tn
10345	ImbaburaQuechua	OPOSSUM	rapusa	rapusa	ʐ a p u s a	Spanish	raposa				tn
11501	Wichi	OPOSSUM	lap’i	lap’i	l a p ʔ i						tn
1455	Portuguese	OR	ou	ou	ou						
3213	Spanish	OR	o	o	o						
4706	Yaqui	OR	o	o	o	Spanish	o	Portuguese	ou	1455	tn
7710	Qeqchi	OR	maraj ut	maraj_ut	m a ɾ a x + u tʰ						tn
9818	Otomi	OR	wa (2)	wa	w a						tn
9819	Otomi	OR	wage	wage	w a g e						tn
9820	Otomi	OR	o (2)	o	o	Spanish	o	Portuguese	ou	1455	tn
11178	ImbaburaQuechua	OR	o	o	o	Spanish	o	Portuguese	ou	1455	tn
12396	Wichi	OR	wuyche	wuyche	w u j tʃ e						tn
13664	Mapudungun	OR	kam	kam	k a m						tn
653	Portuguese	ORNAMENT	adorno	adorno	a d ɔ ʁ n u						
654	Portuguese	ORNAMENT	enfeite	enfeite	ẽ f ei tʃ i						
2344	Spanish	ORNAMENT	adorno	adorno	a ð o ɾ n o						
2345	Spanish	ORNAMENT	ornato	ornato	o ɾ n a t o						
4029	Yaqui	ORNAMENT	arorno	arorno	a r o r n o	Spanish	adorno	Portuguese	a d ɔ ʁ n u	653	tn
8688	Otomi	ORNAMENT	nk'a'mi	nk'a'mi	n kʼ a ˀm i						tn
11813	Wichi	ORNAMENT	tohenettsek	tohenettsek	t o h e n e t t s e k						tn
13089	Mapudungun	ORNAMENT	peshkiñ	peshkiñ	p e ʃ k i ɲ						tn
174	Portuguese	ORPHAN	órfão	órfão	ɔ ʁ f ɐ̃ũ						
175	Portuguese	ORPHAN	órfã	órfã	ɔ ʁ f ɐ̃						
1855	Spanish	ORPHAN	huérfano	huérfano	w ɛ ɾ f a n o						
1856	Spanish	ORPHAN	huérfana	huérfana	w ɛ ɾ f a n a						
3608	Yaqui	ORPHAN	leepe	leepe	l eː p e	Spanish	lépero				tn
5024	ZinacantanTzotzil	ORPHAN	me7on	me7on	m e ʔ o n						tn
6310	Qeqchi	ORPHAN	neb’a’	neb’a’	n e ɓ a ʔ						tn
8105	Otomi	ORPHAN	hyoya	hyoya	h j o j a						tn
10287	ImbaburaQuechua	ORPHAN	wajcha (2)	wajcha	w a x tʃ a						tn
11436	Wichi	ORPHAN	wajtsi	wajtsi	w a x ts i	Spanish	huacho				tn
11437	Wichi	ORPHAN	chipena	chipena	tʃ i p e n a						tn
12724	Mapudungun	ORPHAN	kuñifall	kuñifall	k u ɲ i f a ʎ						tn
12725	Mapudungun	ORPHAN	wachol	wachol	w a tʃ o l	Quechua	wakcha				tn
998	Portuguese	OUTRIGGER	jangada	jangada	ʒ ɐ̃ ɡ a d ɐ						
2715	Spanish	OUTRIGGER	batanga	batanga	b a t a n g a						
4307	Yaqui	OUTRIGGER	batanka	batanka	b a t a n k a	Spanish	batanga				tn
7183	Qeqchi	OUTRIGGER	jukub’	jukub’	x u k u ɓ						tn
9190	Otomi	OUTRIGGER	k'a'mi	k'a'mi	k ʔ a ˀm i						tn
1075	Portuguese	OUTSIDE	fora	fora	f ɔ ɾ ɐ						
2805	Spanish	OUTSIDE	afuera	afuera	a f w ɛ ɾ a						
2806	Spanish	OUTSIDE	fuera	fuera	f w ɛ ɾ a						
2807	Spanish	OUTSIDE	exterior	exterior	ɛ k s t ɛ ɾ j o ɾ						
4370	Yaqui	OUTSIDE	pa’aku	pa’aku	p a ʔ a k u						tn
5722	ZinacantanTzotzil	OUTSIDE	pana	pana	pʰ a n a						tn
7260	Qeqchi	OUTSIDE	chi rix	chi_rix	tʃ i + ɾ i ʃ						tn
9280	Otomi	OUTSIDE	nthi	nthi	n θ i						tn
10898	ImbaburaQuechua	OUTSIDE	kanlla	kanlla	k a n ʒ a						tn
12105	Wichi	OUTSIDE	ihi alhu	ihi_alhu	i h i + a lˠ u						tn
13379	Mapudungun	OUTSIDE	wekuntu	wekuntu	w e k u n t u						tn
527	Portuguese	OVEN	forno	forno	f ɔ ʁ n u						
2223	Spanish	OVEN	horno	horno	o ɾ n o						
3909	Yaqui	OVEN	joona	joona	j oː n a	Spanish	horno				tn
5331	ZinacantanTzotzil	OVEN	horno	horno	h o ɾ n o	Spanish	horno	Portuguese	f ɔ ʁ n u	527	tn
6680	Qeqchi	OVEN	oorn	oorn	oː ɾ n	Spanish	horno	Portuguese	f ɔ ʁ n u	527	tn
8545	Otomi	OVEN	nthu	nthu	n θ u						tn
8546	Otomi	OVEN	nt’ut’i	nt’ut’i	n t̪ʼ u t̪ʼ i						tn
8547	Otomi	OVEN	ornu	ornu	o r n u	Spanish	horno	Portuguese	f ɔ ʁ n u	527	tn
10536	ImbaburaQuechua	OVEN	jurnu	jurnu	x u ɾ n u	Spanish	horno	Portuguese	f ɔ ʁ n u	527	tn
11723	Wichi	OVEN	wuy’uhi	wuy’uhi	w u j ʔ u h i						tn
12998	Mapudungun	OVEN	rono	rono	ɻ o n o	Spanish	horno				tn
1045	Portuguese	OWE	dever	dever	d e v e ʁ						
2767	Spanish	OWE	deber	deber	d e β ɛ ɾ						
4345	Yaqui	OWE	wikiria	wikiria	w i k i r i a						tn
7227	Qeqchi	OWE	k'asok	k'asok	k ʔ a s o kʰ						tn
9244	Otomi	OWE	tu (2)	tu	t̪ u						tn
10875	ImbaburaQuechua	OWE	dibina	dibina	d i b i n a	Spanish	deber				tn
12082	Wichi	OWE	lacheyjonhat	lacheyjonhat	l a tʃ e j x o n̥ a t						tn
13355	Mapudungun	OWE	zefen	zefen	z e f e n	Spanish	deber				tn
246	Portuguese	OWL	mocho	mocho	m ɔ ʃ u						
247	Portuguese	OWL	coruja	coruja	k o ɾ u ʒ ɐ						
1942	Spanish	OWL	lechuza	lechuza	l e tʃ u s a						
1943	Spanish	OWL	buho	buho	b u o						
3668	Yaqui	OWL	muu’u	muu’u	m uː ʔ u			Portuguese	m ɔ ʃ u	246	fp
5078	ZinacantanTzotzil	OWL	kushkush	kushkush	k u ʃ k u sʰ						tn
5079	ZinacantanTzotzil	OWL	7ichin	7ichin	ʔ i tʃʰ i n						tn
6382	Qeqchi	OWL	joob’aq	joob’aq	x oː ɓ a qʰ						tn
6383	Qeqchi	OWL	warom	warom	w a ɾ o m						tn
8230	Otomi	OWL	tukru	tukru	t̪ u k r u						tn
8231	Otomi	OWL	pu̲xjwai	pu̲xjwai	p u x xʷ a i						tn
8232	Otomi	OWL	letxusa	letxusa	l e t̪ x u s a	Spanish	lechuza				tn
10341	ImbaburaQuechua	OWL	chushij	chushij	tʃ u ʃ i x						tn
11494	Wichi	OWL	sinalhchu’	sinalhchu’	s i n a lˠ tʃ u ʔ						tn
11495	Wichi	OWL	wuk’u	wuk’u	w u k ʔ u	Quechua	juku				tn
11496	Wichi	OWL	chilechakw	chilechakw	tʃ i l e tʃ a kʷ						tn
11497	Wichi	OWL	amyolo	amyolo	a m j o l o						tn
12791	Mapudungun	OWL	pekeñ	pekeñ	p e k e ɲ						tn
1010	Portuguese	OWN	possuir	possuir	p o s ui ʁ						
2727	Spanish	OWN	poseer	poseer	p o s e ɛ ɾ						
2728	Spanish	OWN	tener	tener	t e n ɛ ɾ						
4319	Yaqui	OWN	jippue	jippue	j i p p u e						tn
7192	Qeqchi	OWN	eechanink	eechanink	eː tʃ a n i n kʰ						tn
9201	Otomi	OWN	pets'i	pets'i	p e tsʼ i						tn
9202	Otomi	OWN	'ñehe	'ñehe	ˀɲ e h e						tn
10851	ImbaburaQuechua	OWN	charina (2)	charina	tʃ a ɾ i n a						tn
12056	Wichi	OWN	hiw’en (2)	hiw’en	h i w ʔ e n						tn
13330	Mapudungun	OWN	nien	nien	n i e n						tn
205	Portuguese	OX	boi	boi	b oi						
1890	Spanish	OX	buey	buey	b w e i						
3630	Yaqui	OX	boes	boes	b o e s	Spanish	buey	Portuguese	b oi	205	tn
5044	ZinacantanTzotzil	OX	wey	wey	w e j	Spanish	buey				tn
6338	Qeqchi	OX	b’ooyx	b’ooyx	ɓ oː j ʃ	Spanish	buey				tn
8172	Otomi	OX	boi	boi	b o i	Spanish	buey	Portuguese	b oi	205	tn
10307	ImbaburaQuechua	OX	buyi	buyi	b u j i	Spanish	buey				tn
11457	Wichi	OX	weyis	weyis	w e j i s	Spanish	bueyes				tn
12749	Mapudungun	OX	manshun	manshun	m a n ʃ u n	Spanish	manso				tn
1001	Portuguese	PADDLE	remo	remo	ʁ ɛ m u						
2718	Spanish	PADDLE	remo corto	remo_corto	r e m o + k o ɾ t o						
4310	Yaqui	PADDLE	ilitchi reemom	ilitchi_reemom	i l i t tʃ i + r eː m o m	Spanish	remo				tn
7187	Qeqchi	PADDLE	paleta	paleta	p a l e t a	Spanish	paleta				tn
9192	Otomi	PADDLE	nt'e̲ñha̲i	nt'e̲ñha̲i	n t̪ʼ æ ɲʰ ɔ i						tn
12049	Wichi	PADDLE	tsalanacha	tsalanacha	ts a l a n a tʃ a	Spanish	chalana				tn
1361	Portuguese	PAIN	dor	dor	d o ʁ						
3099	Spanish	PAIN	dolor	dolor	d o l o ɾ						
4625	Yaqui	PAIN	ko’oko	ko’oko	k o ʔ o k o						tn
5940	ZinacantanTzotzil	PAIN	k’ushul	k’ushul	kʼ u ʃ u l						tn
5941	ZinacantanTzotzil	PAIN	moch’	moch’	m o tʃʼ						tn
7610	Qeqchi	PAIN	ra	ra	r a						tn
9662	Otomi	PAIN	xi’ñu̲	xi’ñu̲	x i ʔ ɲ u						tn
9663	Otomi	PAIN	u̲ñä	u̲ñä	u ɲ ɐ						tn
9664	Otomi	PAIN	u̲hmi	u̲hmi	u h m i						tn
9665	Otomi	PAIN	u̲ts'i (2)	u̲ts'i	u tsʼ i						tn
9666	Otomi	PAIN	u̲'ye̲	u̲'ye̲	u ˀj æ						tn
9667	Otomi	PAIN	u̲ts'afi	u̲ts'afi	u tsʼ a f i						tn
9668	Otomi	PAIN	u̲da̲	u̲da̲	u d ɔ						tn
9669	Otomi	PAIN	u̲wa	u̲wa	u w a						tn
9670	Otomi	PAIN	u̲ñähmu	u̲ñähmu	u ɲ ɐ h m u						tn
11106	ImbaburaQuechua	PAIN	nanai	nanai	n a n a i						tn
12321	Wichi	PAIN	oytaj	oytaj	o j t a x						tn
13591	Mapudungun	PAIN	kutran	kutran	k u ʈʂ a n						tn
905	Portuguese	PAINT (PIGMENTS)	tinta	tinta	tʃ ĩ t ɐ						
2619	Spanish	PAINT (PIGMENTS)	pintura	pintura	p i n t u ɾ a						
4222	Yaqui	PAINT (PIGMENTS)	yokia	yokia	j o k i a						tn
5595	ZinacantanTzotzil	PAINT (PIGMENTS)	bon	bon	ɓ o n						tn
7063	Qeqchi	PAINT (PIGMENTS)	b’on	b’on	ɓ o n						tn
9037	Otomi	PAINT (PIGMENTS)	njät’i (2)	njät’i	n x ɐ t̪ʼ i						tn
9038	Otomi	PAINT (PIGMENTS)	njät’i (1)	njät’i	n x ɐ t̪ʼ i						tn
10783	ImbaburaQuechua	PAINT (PIGMENTS)	tiñi	tiñi	t i ɲ i	Spanish	teñir	Portuguese	tʃ ĩ t ɐ	905	tn
11975	Wichi	PAINT (PIGMENTS)	pintula	pintula	p i n t u l a	Spanish	pintura				tn
13255	Mapudungun	PAINT (PIGMENTS)	pintura	pintura	p i n t u ɻ a	Spanish	pintura				tn
906	Portuguese	PAINTING	pintar	pintar	p ĩ t a ʁ						
2620	Spanish	PAINTING	pintar	pintar	p i n t a ɾ						
4223	Yaqui	PAINTING	yoka	yoka	j o k a						tn
5596	ZinacantanTzotzil	PAINTING	bon	bon	ɓ o n						tn
7064	Qeqchi	PAINTING	b’onok	b’onok	ɓ o n o kʰ						tn
9039	Otomi	PAINTING	kät'i kuhu	kät'i_kuhu	k ɐ t̪ʼ i + k u h u						tn
9040	Otomi	PAINTING	kots'i kuhu	kots'i_kuhu	k o tsʼ i + k u h u						tn
10784	ImbaburaQuechua	PAINTING	tiñina	tiñina	t i ɲ i n a	Spanish	teñir				tn
11976	Wichi	PAINTING	pinta	pinta	p i n t a	Spanish	pintá	Portuguese	p ĩ t a ʁ	906	tn
13256	Mapudungun	PAINTING	pintan	pintan	p i n t a n	Spanish	pintar	Portuguese	p ĩ t a ʁ	906	tn
1208	Portuguese	PAIR	par	par	p a ʁ						
2940	Spanish	PAIR	par	par	p a ɾ						
4493	Yaqui	PAIR	woi	woi	w o i						tn
7434	Qeqchi	PAIR	sumal	sumal	s u m a l						tn
7435	Qeqchi	PAIR	alab’	alab’	a l a ɓ						tn
9461	Otomi	PAIR	pare	pare	p a r e	Spanish	par	Portuguese	p a ʁ	1208	tn
9462	Otomi	PAIR	yoho	yoho	j o h o						tn
10994	ImbaburaQuechua	PAIR	ishkantin	ishkantin	i ʃ k a n d i ŋ						tn
12211	Wichi	PAIR	ihi lus	ihi_lus	i h i + l u s	Spanish	dos				tn
13482	Mapudungun	PAIR	mür	mür	m ɨ ɻ						tn
373	Portuguese	PALM OF HAND	palma de mão	palma_de_mão	p au m ɐ + dʒ i + m ɐ̃ũ						
2069	Spanish	PALM OF HAND	palma de la mano	palma_de_la_mano	p a l m a + ð e + l a + m a n o						
3780	Yaqui	PALM OF HAND	mam beta’ariam	mam_beta’ariam	m a m + b e t a ʔ a r i a m						tn
5194	ZinacantanTzotzil	PALM OF HAND	7ut k’obol	7ut_k’obol	ʔ u t + kʼ o ɓ o l						tn
5195	ZinacantanTzotzil	PALM OF HAND	pachomal k’obol	pachomal_k’obol	pʰ a tʃʰ o m a l + kʼ o ɓ o l						tn
6515	Qeqchi	PALM OF HAND	sa’ uq’	sa’_uq’	s a ʔ + u qʼ						tn
8369	Otomi	PALM OF HAND	nxa'ñe	nxa'ñe	n x a ˀɲ e						tn
8370	Otomi	PALM OF HAND	nxi'ñe	nxi'ñe	n x i ˀɲ e						tn
10432	ImbaburaQuechua	PALM OF HAND	maki tabla	maki_tabla	m a k i + t a b l a	Spanish	tabla				tn
11612	Wichi	PALM OF HAND	totkwech’u	totkwech’u	t o t kʷ e tʃ ʔ u						tn
12884	Mapudungun	PALM OF HAND	püḻay kuwü	püḻay_kuwü	p ɨ l̪ a y + k u w ɨ						tn
800	Portuguese	PALM TREE	palmeira	palmeira	p au m ei ɾ ɐ						
2500	Spanish	PALM TREE	palmera	palmera	p a l m ɛ ɾ a						
4138	Yaqui	PALM TREE	tako	tako	t a k o						tn
5520	ZinacantanTzotzil	PALM TREE	shan	shan	ʃ a n						tn
6942	Qeqchi	PALM TREE	kala'	kala'	k a l a ʔ						tn
6943	Qeqchi	PALM TREE	b’ob’	b’ob’	ɓ o ɓ	Ch’olan	b’ob’				tn
6944	Qeqchi	PALM TREE	xeek'	xeek'	ʃ eː kʼ	Western Mayan	*xeek’el				tn
8860	Otomi	PALM TREE	denthi	denthi	d e n θ i						tn
10715	ImbaburaQuechua	PALM TREE	chunta	chunta	tʃ u n d a						tn
11908	Wichi	PALM TREE	fwitsekw	fwitsekw	fʷ i ts e kʷ						tn
530	Portuguese	PAN	panela	panela	p ɐ n ɛ l ɐ						
2226	Spanish	PAN	cacerola	cacerola	k a s ɛ ɾ o l a						
