ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	DONOR_VALUE	SOURCE_LANGUAGE	SOURCE_VALUE	SOURCE_ID
11674	Wichi	Matacoan	GRAVE	tot’u	tot’u	t o t ʔ u					
12946	Mapudungun	Araucanian	GRAVE	eltun	eltun	e l t u n					
1405	Portuguese	Indo-European	GREEDY	cobiçoso	cobiçoso	k o b i s ɔ z u					
1406	Portuguese	Indo-European	GREEDY	ávido	ávido	a v i d u					
3153	Spanish	Indo-European	GREEDY	codicioso	codicioso	k o ð i s j o s o					
3154	Spanish	Indo-European	GREEDY	voraz	voraz	b o ɾ a s					
4662	Yaqui	Uto-Aztecan	GREEDY	jantiachi	jantiachi	j a n t i a tʃ i					
5971	ZinacantanTzotzil	Mayan	GREEDY	pas hamparoal	pas_hamparoal	pʰ a s + h a m p a ɾ o a l	Spanish	jambado			
7661	Qeqchi	Mayan	GREEDY	aj atawanel	aj_atawanel	a x + a t a w a n e l					
9730	Otomi	Otomanguean	GREEDY	zuda	zuda	z u d a					
9731	Otomi	Otomanguean	GREEDY	ñuni xingu	ñuni_xingu	ɲ u n i + x i n g u					
1316	Portuguese	Indo-European	GREEN	verde	verde	v ɛ ʁ dʒ i					
3056	Spanish	Indo-European	GREEN	verde	verde	b ɛ ɾ ð e					
4594	Yaqui	Uto-Aztecan	GREEN	siali	siali	s i a l i					
5910	ZinacantanTzotzil	Mayan	GREEN	yosh	yosh	j o sʰ					
7552	Qeqchi	Mayan	GREEN	rax	rax	r a ʃ					
9616	Otomi	Otomanguean	GREEN	k’ants’i	k’ants’i	k ʔ a n tsʼ i					
9617	Otomi	Otomanguean	GREEN	xi nk’ants’i	xi_nk’ants’i	x i + n k ʔ a n tsʼ i					
9618	Otomi	Otomanguean	GREEN	k’a’mi	k’a’mi	k ʔ a ʔ m i					
9619	Otomi	Otomanguean	GREEN	xi nk’a’mi	xi_nk’a’mi	x i + n k ʔ a ʔ m i					
11075	ImbaburaQuechua	Quechuan	GREEN	birdi	birdi	b i ɾ d i	Spanish	verde			
12289	Wichi	Matacoan	GREEN	w’atshan	w’atshan	w ʔ a tsʰ a n					
13560	Mapudungun	Araucanian	GREEN	karü	karü	k a ɻ ɨ					
1362	Portuguese	Indo-European	GRIEF	tristeza	tristeza	t ɾ i ʃ t ɛ z ɐ					
1363	Portuguese	Indo-European	GRIEF	dor	dor	d o ʁ					
3100	Spanish	Indo-European	GRIEF	tristeza	tristeza	t ɾ i s t e s a					
3101	Spanish	Indo-European	GRIEF	dolor	dolor	d o l o ɾ					
3102	Spanish	Indo-European	GRIEF	pena	pena	p e n a					
4626	Yaqui	Uto-Aztecan	GRIEF	ko’okole	ko’okole	k o ʔ o k o l e					
5942	ZinacantanTzotzil	Mayan	GRIEF	me7anal	me7anal	m e ʔ a n a l					
7611	Qeqchi	Mayan	GRIEF	rahil ch'oolej	rahil_ch'oolej	r a h i l + tʃʼ oː l e x					
9671	Otomi	Otomanguean	GRIEF	dumu̲i	dumu̲i	d u m u i					
9672	Otomi	Otomanguean	GRIEF	penä	penä	p e n ɐ	Spanish	pena			
11107	ImbaburaQuechua	Quechuan	GRIEF	llaki	llaki	ʒ a k i					
12322	Wichi	Matacoan	GRIEF	nitichunlhi	nitichunlhi	n i t i tʃ u n lˠ i					
13592	Mapudungun	Araucanian	GRIEF	llazken	llazken	ʎ a z k e n					
562	Portuguese	Indo-European	GRIND	esmagar	esmagar	i ʒ m a ɡ a ʁ					
563	Portuguese	Indo-European	GRIND	moer	moer	m o e ʁ					
2258	Spanish	Indo-European	GRIND	aplastar	aplastar	a p l a s t a ɾ					
2259	Spanish	Indo-European	GRIND	moler	moler	m o l ɛ ɾ					
3938	Yaqui	Uto-Aztecan	GRIND	tuuse	tuuse	t uː s e					
5358	ZinacantanTzotzil	Mayan	GRIND	huch’un	huch’un	h u tʃʼ u n					
5359	ZinacantanTzotzil	Mayan	GRIND	net’	net’	n e tʼ					
5360	ZinacantanTzotzil	Mayan	GRIND	petz’k’un	petz’k’un	pʰ e tsʼ kʼ u n					
6723	Qeqchi	Mayan	GRIND	tenok	tenok	t e n o kʰ	Ch’olan	*ten			
6724	Qeqchi	Mayan	GRIND	yab'ok	yab'ok	j a ɓ o kʰ					
6725	Qeqchi	Mayan	GRIND	sob'ok	sob'ok	s o ɓ o kʰ					
8584	Otomi	Otomanguean	GRIND	ku̲ni	ku̲ni	k u n i					
10561	ImbaburaQuechua	Quechuan	GRIND	kutana (1)	kutana	k u t a n a					
11746	Wichi	Matacoan	GRIND	ichufwaj	ichufwaj	i tʃ u fʷ a x					
13028	Mapudungun	Araucanian	GRIND	rüngümün	rüngümün	ɻ ɨ ŋ ɨ m ɨ n					
1371	Portuguese	Indo-European	GROAN	gemer	gemer	ʒ e m e ʁ					
3112	Spanish	Indo-European	GROAN	gemir	gemir	x e m i ɾ					
4633	Yaqui	Uto-Aztecan	GROAN	bwaana	bwaana	bʷ aː n a					
5946	ZinacantanTzotzil	Mayan	GROAN	7akanah	7akanah	ʔ a k a n a h					
7619	Qeqchi	Mayan	GROAN	tz'uyink	tz'uyink	tsʼ u j i n kʰ					
9679	Otomi	Otomanguean	GROAN	gäts'i	gäts'i	g ɐ tsʼ i					
11113	ImbaburaQuechua	Quechuan	GROAN	wakarina	wakarina	w a k a ɾ i n a					
12328	Wichi	Matacoan	GROAN	y’ip	y’ip	y ʔ i p					
12329	Wichi	Matacoan	GROAN	t’onlhi	t’onlhi	t ʔ o n lˠ i					
13598	Mapudungun	Araucanian	GROAN	etüngün	etüngün	e t ɨ ŋ ɨ n					
1127	Portuguese	Indo-European	GROW	crescer	crescer	k ɾ e ʃ s e ʁ					
2860	Spanish	Indo-European	GROW	crecer	crecer	k ɾ e s ɛ ɾ					
4415	Yaqui	Uto-Aztecan	GROW	yo’otu	yo’otu	j o ʔ o t u					
5760	ZinacantanTzotzil	Mayan	GROW	ch’i	ch’i	tʃʼ i					
7313	Qeqchi	Mayan	GROW	nimank	nimank	n i m a n kʰ					
7314	Qeqchi	Mayan	GROW	k’iik	k’iik	kʼ iː kʰ					
9347	Otomi	Otomanguean	GROW	te	te	t̪ e					
10934	ImbaburaQuechua	Quechuan	GROW	jatunyana	jatunyana	x a t u n j a n a					
12149	Wichi	Matacoan	GROW	chiyhel	chiyhel	tʃ i j h e l					
13418	Mapudungun	Araucanian	GROW	tremün	tremün	ʈʂ e m ɨ n					
1602	Portuguese	Indo-European	GUARD	guarda	guarda	ɡ w a ʁ d ɐ					
1603	Portuguese	Indo-European	GUARD	sentinela	sentinela	s ẽ tʃ i n ɛ l ɐ					
3369	Spanish	Indo-European	GUARD	guardia	guardia	g w a ɾ ð j a					
3370	Spanish	Indo-European	GUARD	centinela	centinela	s e n t i n e l a					
4818	Yaqui	Uto-Aztecan	GUARD	waaria	waaria	w aː r i a	Spanish	guardia			
6104	ZinacantanTzotzil	Mayan	GUARD	hchabivaneh	hchabivaneh	h tʃʰ a ɓ i v a n e h					
7843	Qeqchi	Mayan	GUARD	taaqinel	taaqinel	t aː q i n e l					
10046	Otomi	Otomanguean	GUARD	heti	heti	h e t̪ i					
10047	Otomi	Otomanguean	GUARD	do̲'mte	do̲'mte	d ə ˀm t̪ e					
10048	Otomi	Otomanguean	GUARD	do̲'munguu	do̲'munguu	d ə ˀm u n g uː					
10049	Otomi	Otomanguean	GUARD	jamansu	jamansu	x a m a n s u					
11272	ImbaburaQuechua	Quechuan	GUARD	chapa	chapa	tʃ a p a					
12501	Wichi	Matacoan	GUARD	walia	walia	w a l i a	Spanish	guardia			
1416	Portuguese	Indo-European	GUESS	adivinhar	adivinhar	a dʒ i v i ɲ a ʁ					
1417	Portuguese	Indo-European	GUESS	conjeturar	conjeturar	k õ ʒ e t u ɾ a ʁ					
3167	Spanish	Indo-European	GUESS	adivinar	adivinar	a ð i β i n a ɾ					
3168	Spanish	Indo-European	GUESS	acertar	acertar	a s ɛ ɾ t a ɾ					
4670	Yaqui	Uto-Aztecan	GUESS	ju’une’ea	ju’une’ea	j u ʔ u n e ʔ e a					
5982	ZinacantanTzotzil	Mayan	GUESS	yules ta hol	yules_ta_hol	j u l e s + t a + h o l					
7670	Qeqchi	Mayan	GUESS	q'ehink	q'ehink	qʼ e h i n kʰ					
7671	Qeqchi	Mayan	GUESS	eek'ank	eek'ank	eː kʼ a n kʰ					
9744	Otomi	Otomanguean	GUESS	tini	tini	t̪ i n i					
9745	Otomi	Otomanguean	GUESS	ät’i	ät’i	ɐ t̪ʼ i					
9746	Otomi	Otomanguean	GUESS	k'ahni	k'ahni	k ʔ a h n i					
11146	ImbaburaQuechua	Quechuan	GUESS	adibinana	adibinana	a d i b i n a n a	Spanish	adivinar			
12363	Wichi	Matacoan	GUESS	pajche yihanch’uya	pajche_yihanch’uya	p a x tʃ e + j i h a n tʃ ʔ u j a					
13630	Mapudungun	Araucanian	GUESS	mupin	mupin	m u p i n					
13631	Mapudungun	Araucanian	GUESS	lleqnien	lleqnien	ʎ e ɣ n i e n					
1553	Portuguese	Indo-European	GUEST	convidado	convidado	k õ v i d a d u					
1554	Portuguese	Indo-European	GUEST	hóspede	hóspede	ɔ ʃ p e dʒ i					
3320	Spanish	Indo-European	GUEST	huésped	huésped	w ɛ s p ɛ ð					
3321	Spanish	Indo-European	GUEST	invitado	invitado	i m b i t a ð o					
4788	Yaqui	Uto-Aztecan	GUEST	bisitaroame	bisitaroame	b i s i t a r o a m e	Spanish	visitar			
7798	Qeqchi	Mayan	GUEST	waril	waril	w a ɾ i l					
7799	Qeqchi	Mayan	GUEST	ula’	ula’	u l a ʔ					
9983	Otomi	Otomanguean	GUEST	oxi	oxi	o x i					
9984	Otomi	Otomanguean	GUEST	nzo̲ho̲	nzo̲ho̲	n z ə h ə					
11250	ImbaburaQuechua	Quechuan	GUEST	minkachishka	minkachishka	m i ŋ g a tʃ i ʃ k a					
12473	Wichi	Matacoan	GUEST	tokasiyak	tokasiyak	t o k a s i j a k					
13729	Mapudungun	Araucanian	GUEST	witran (2)	witran	w i ʈʂ a n					
1640	Portuguese	Indo-European	GUILTY	culpado	culpado	k uu p a d u					
3406	Spanish	Indo-European	GUILTY	culpable	culpable	k u l p a β l e					
4849	Yaqui	Uto-Aztecan	GUILTY	kulpakame	kulpakame	k u l p a k a m e	Spanish	culpa			
6117	ZinacantanTzotzil	Mayan	GUILTY	ta mul	ta_mul	t a + m u l					
7880	Qeqchi	Mayan	GUILTY	maakonel	maakonel	m aː k o n e l					
10103	Otomi	Otomanguean	GUILTY	pets'i ya ts'okute	pets'i_ya_ts'okute	p e tsʼ i + j a + tsʼ o k u t̪ e					
11292	ImbaburaQuechua	Quechuan	GUILTY	juchachishka (2)	juchachishka	x u tʃ a tʃ i ʃ k a					
12518	Wichi	Matacoan	GUILTY	lham toj tamenej	lham_toj_tamenej	lˠ a m + t o x + t a m e n e x					
13768	Mapudungun	Araucanian	GUILTY	kulpafle	kulpafle	k u l p a f l e	Spanish	culpable			
359	Portuguese	Indo-European	GUMS	gengiva	gengiva	ʒ ẽ ʒ i v ɐ					
2053	Spanish	Indo-European	GUMS	encías	encías	e n s i a s					
3764	Yaqui	Uto-Aztecan	GUMS	tamtekwa	tamtekwa	t a m t e k w a					
6501	Qeqchi	Mayan	GUMS	sa’ e	sa’_e	s a ʔ + e					
8355	Otomi	Otomanguean	GUMS	ngäts'i	ngäts'i	n g ɐ tsʼ i					
10419	ImbaburaQuechua	Quechuan	GUMS	kiru aycha	kiru_aycha	k i ɾ u + a j tʃ a					
11599	Wichi	Matacoan	GUMS	totsute lhiley	totsute_lhiley	t o ts u t e + lˠ i l e j					
12871	Mapudungun	Araucanian	GUMS	ürum	ürum	ɨ ɻ u m					
313	Portuguese	Indo-European	HAIR (BODY)	cabelo	cabelo	k a b ɛ l u					
314	Portuguese	Indo-European	HAIR (BODY)	pêlo	pêlo	p e l u					
2011	Spanish	Indo-European	HAIR (BODY)	vello	vello	b e ʝ o					
3727	Yaqui	Uto-Aztecan	HAIR (BODY)	boam	boam	b o a m					
6459	Qeqchi	Mayan	HAIR (BODY)	q’ol is	q’ol_is	q ʔ o l + i s					
8312	Otomi	Otomanguean	HAIR (BODY)	xingu (1)	xingu	x i n g u					
10384	ImbaburaQuechua	Quechuan	HAIR (BODY)	milma (1)	milma	m i l m a					
11563	Wichi	Matacoan	HAIR (BODY)	topesey	topesey	t o p e s e j					
12835	Mapudungun	Araucanian	HAIR (BODY)	kaḻ	kaḻ	k a l̪					
311	Portuguese	Indo-European	HAIR (HEAD)	cabelo	cabelo	k a b ɛ l u					
2008	Spanish	Indo-European	HAIR (HEAD)	cabello	cabello	k a β e ʝ o					
2009	Spanish	Indo-European	HAIR (HEAD)	pelo	pelo	p e l o					
3725	Yaqui	Uto-Aztecan	HAIR (HEAD)	choonim	choonim	tʃ oː n i m					
5136	ZinacantanTzotzil	Mayan	HAIR (HEAD)	tzotz	tzotz	tsʰ o tsʰ	Proto-Yucatecan	*tzo7otz			
5137	ZinacantanTzotzil	Mayan	HAIR (HEAD)	tzatzal	tzatzal	tsʰ a tsʰ a l					
6457	Qeqchi	Mayan	HAIR (HEAD)	ismal	ismal	i s m a l					
8310	Otomi	Otomanguean	HAIR (HEAD)	xtä	xtä	x t̪ ɐ					
10382	ImbaburaQuechua	Quechuan	HAIR (HEAD)	akcha	akcha	a k tʃ a					
11561	Wichi	Matacoan	HAIR (HEAD)	tow’uley	tow’uley	t o w ʔ u l e j					
12832	Mapudungun	Araucanian	HAIR (HEAD)	kaḻ longko	kaḻ_longko	k a l̪ + l o ŋ k o					
12833	Mapudungun	Araucanian	HAIR (HEAD)	longko	longko	l o ŋ k o					
1202	Portuguese	Indo-European	HALF	metade	metade	m e t a dʒ i					
2934	Spanish	Indo-European	HALF	mitad	mitad	m i t a ð					
4488	Yaqui	Uto-Aztecan	HALF	nasuk amani	nasuk_amani	n a s u k + a m a n i					
7427	Qeqchi	Mayan	HALF	jachal	jachal	x a tʃ a l					
9451	Otomi	Otomanguean	HALF	made	made	m a d e					
10989	ImbaburaQuechua	Quechuan	HALF	chaupi (2)	chaupi	tʃ a u p i					
12206	Wichi	Matacoan	HALF	lach’u	lach’u	l a tʃ ʔ u					
12207	Wichi	Matacoan	HALF	lhip	lhip	lˠ i p					
13477	Mapudungun	Araucanian	HALF	rangiñ	rangiñ	ɻ a ŋ i ɲ					
871	Portuguese	Indo-European	HAMMER	martelo	martelo	m a ʁ t ɛ l u					
2580	Spanish	Indo-European	HAMMER	martillo	martillo	m a ɾ t i ʝ o					
4196	Yaqui	Uto-Aztecan	HAMMER	martiom	martiom	m a r t i o m	Spanish	martillo			
5579	ZinacantanTzotzil	Mayan	HAMMER	martio	martio	m a ɾ t i o	Spanish	martillo			
7033	Qeqchi	Mayan	HAMMER	tenleb’	tenleb’	t e n l e ɓ					
7034	Qeqchi	Mayan	HAMMER	t'ojleb'	t'ojleb'	tʼ o x l e ɓ					
8994	Otomi	Otomanguean	HAMMER	‘mu̲ni	‘mu̲ni	ˀm u n i					
8995	Otomi	Otomanguean	HAMMER	'mu̲'mi	'mu̲'mi	ˀm u ˀm i					
8996	Otomi	Otomanguean	HAMMER	märtiyo	märtiyo	m ɐ r t̪ i j o	Spanish	martillo			
10764	ImbaburaQuechua	Quechuan	HAMMER	martillu	martillu	m a ɾ t i ʒ u	Spanish	martillo			
11957	Wichi	Matacoan	HAMMER	maltiya	maltiya	m a l t i j a	Spanish	martillo			
13238	Mapudungun	Araucanian	HAMMER	martillu	martillu	m a ɻ t i ʎ u	Spanish	martillo	Portuguese	m a ʁ t ɛ l u	871
372	Portuguese	Indo-European	HAND	mão	mão	m ɐ̃ũ					
2068	Spanish	Indo-European	HAND	mano	mano	m a n o					
3779	Yaqui	Uto-Aztecan	HAND	mamam	mamam	m a m a m					
5192	ZinacantanTzotzil	Mayan	HAND	k’abal	k’abal	kʼ a ɓ a l					
5193	ZinacantanTzotzil	Mayan	HAND	k’obol	k’obol	kʼ o ɓ o l					
6514	Qeqchi	Mayan	HAND	uq’m	uq’m	u qʼ m	Ch’olan	uuq			
8368	Otomi	Otomanguean	HAND	'ye̲	'ye̲	ˀj æ					
10431	ImbaburaQuechua	Quechuan	HAND	maki	maki	m a k i					
11611	Wichi	Matacoan	HAND	totkwe	totkwe	t o t kʷ e					
12883	Mapudungun	Araucanian	HAND	kuwü	kuwü	k u w ɨ					
854	Portuguese	Indo-European	HANG UP	pendurar	pendurar	p ẽ d u ɾ a ʁ					
2561	Spanish	Indo-European	HANG UP	colgar	colgar	k o l ɣ a ɾ					
4182	Yaqui	Uto-Aztecan	HANG UP	chaya	chaya	tʃ a j a					
5562	ZinacantanTzotzil	Mayan	HANG UP	hipan	hipan	h i p a n					
5563	ZinacantanTzotzil	Mayan	HANG UP	hok’an	hok’an	h o kʼ a n					
5564	ZinacantanTzotzil	Mayan	HANG UP	vitan	vitan	v i t a n					
7016	Qeqchi	Mayan	HANG UP	t’uyub’ank	t’uyub’ank	tʼ u j u ɓ a n kʰ					
8961	Otomi	Otomanguean	HANG UP	zu̲i	zu̲i	z u i					
8962	Otomi	Otomanguean	HANG UP	nts'u̲ni	nts'u̲ni	n tsʼ u n i					
8963	Otomi	Otomanguean	HANG UP	'räts'i	'räts'i	ˀr ɐ tsʼ i					
8964	Otomi	Otomanguean	HANG UP	mfe̲ni	mfe̲ni	m f æ n i					
10751	ImbaburaQuechua	Quechuan	HANG UP	warkuna	warkuna	w a ɾ k u n a					
11944	Wichi	Matacoan	HANG UP	ifwehyenlhi	ifwehyenlhi	i fʷ e h j e n lˠ i					
13221	Mapudungun	Araucanian	HANG UP	pültrün	pültrün	p ɨ l ʈʂ ɨ n					
1351	Portuguese	Indo-European	HAPPY	feliz	feliz	f e l i ʃ					
1352	Portuguese	Indo-European	HAPPY	contente	contente	k õ t ẽ tʃ i					
1353	Portuguese	Indo-European	HAPPY	alegre	alegre	a l ɛ ɡ ɾ i					
3089	Spanish	Indo-European	HAPPY	alegre	alegre	a l e ɣ ɾ e					
3090	Spanish	Indo-European	HAPPY	contento	contento	k o n t e n t o					
3091	Spanish	Indo-European	HAPPY	feliz	feliz	f e l i s					
4618	Yaqui	Uto-Aztecan	HAPPY	allea	allea	a l l e a					
5933	ZinacantanTzotzil	Mayan	HAPPY	kontento	kontento	k o n t e n t o	Spanish	contento			
7601	Qeqchi	Mayan	HAPPY	k'ojk'o xch'ool	k'ojk'o_xch'ool	k ʔ o x kʼ o + ʃ tʃʼ oː l					
9652	Otomi	Otomanguean	HAPPY	johya	johya	x o h j a					
11099	ImbaburaQuechua	Quechuan	HAPPY	kushilla	kushilla	k u ʃ i ʒ a					
12313	Wichi	Matacoan	HAPPY	akojlhi	akojlhi	a k o x lˠ i					
13582	Mapudungun	Araucanian	HAPPY	ayüwkülen	ayüwkülen	a y ɨ w k ɨ l e n					
1321	Portuguese	Indo-European	HARD	duro	duro	d u ɾ u					
3061	Spanish	Indo-European	HARD	duro	duro	d u ɾ o					
4599	Yaqui	Uto-Aztecan	HARD	namaka	namaka	n a m a k a					
5916	ZinacantanTzotzil	Mayan	HARD	tzotz (2)	tzotz	tsʰ o tsʰ					
7560	Qeqchi	Mayan	HARD	kaw	kaw	k a w					
9626	Otomi	Otomanguean	HARD	xi me	xi_me	x i + m e					
11080	ImbaburaQuechua	Quechuan	HARD	sinchi	sinchi	s i n dʒ i					
12294	Wichi	Matacoan	HARD	t’en	t’en	t ʔ e n					
13564	Mapudungun	Araucanian	HARD	yafü	yafü	y a f ɨ					
763	Portuguese	Indo-European	HARVEST	colheita	colheita	k o ʎ ei t ɐ					
2461	Spanish	Indo-European	HARVEST	cosecha	cosecha	k o s e tʃ a					
2462	Spanish	Indo-European	HARVEST	siega	siega	s j e ɣ a					
1372	Portuguese	Indo-European	HATE	odiar	odiar	o dʒ i a ʁ					
3113	Spanish	Indo-European	HATE	odiar	odiar	o ð j a ɾ					
4634	Yaqui	Uto-Aztecan	HATE	omta	omta	o m t a					
5947	ZinacantanTzotzil	Mayan	HATE	7oy k’ak’al 7o7on	7oy_k’ak’al_7o7on	ʔ o j + kʼ a kʼ a l + ʔ o ʔ o n					
7620	Qeqchi	Mayan	HATE	jatz'uuchink	jatz'uuchink	x a tsʼ uː tʃ i n kʰ					
9680	Otomi	Otomanguean	HATE	u̲tsa̲	u̲tsa̲	u ts ɔ					
11114	ImbaburaQuechua	Quechuan	HATE	fiñana	fiñana	ɸ i ɲ a n a					
12330	Wichi	Matacoan	HATE	ilonlhi	ilonlhi	i l o n lˠ i					
13599	Mapudungun	Araucanian	HATE	üzen	üzen	ɨ z e n					
1009	Portuguese	Indo-European	HAVE	ter	ter	t e ʁ					
2726	Spanish	Indo-European	HAVE	tener	tener	t e n ɛ ɾ					
4318	Yaqui	Uto-Aztecan	HAVE	jippue	jippue	j i p p u e					
7191	Qeqchi	Mayan	HAVE	wank	wank	w a n kʰ					
9199	Otomi	Otomanguean	HAVE	pe̲ts'i	pe̲ts'i	p æ tsʼ i					
9200	Otomi	Otomanguean	HAVE	'ñehe	'ñehe	ˀɲ e h e					
10850	ImbaburaQuechua	Quechuan	HAVE	charina (1)	charina	tʃ a ɾ i n a					
12055	Wichi	Matacoan	HAVE	tilhamej	tilhamej	t i lˠ a m e x					
13329	Mapudungun	Araucanian	HAVE	nien	nien	n i e n					
239	Portuguese	Indo-European	HAWK	falcão	falcão	f au k ɐ̃ũ					
1934	Spanish	Indo-European	HAWK	gavilán	gavilán	g a β i l a n					
1935	Spanish	Indo-European	HAWK	halcón	halcón	a l k o n					
3662	Yaqui	Uto-Aztecan	HAWK	taawe	taawe	t aː w e					
5070	ZinacantanTzotzil	Mayan	HAWK	shik	shik	ʃ i k					
6375	Qeqchi	Mayan	HAWK	k’uch	k’uch	kʼ u tʃ					
8223	Otomi	Otomanguean	HAWK	nt’it’uxa	nt’it’uxa	n t̪ʼ i t̪ʼ u x a					
8224	Otomi	Otomanguean	HAWK	nxuni	nxuni	n x u n i					
10336	ImbaburaQuechua	Quechuan	HAWK	anga (2)	anga	a ŋ g a					
11489	Wichi	Matacoan	HAWK	alhech’alu	alhech’alu	a lˠ e tʃ ʔ a l u					
12786	Mapudungun	Araucanian	HAWK	llegllegkan	llegllegkan	ʎ e ɰ ʎ e ɰ k a n					
774	Portuguese	Indo-European	HAY	palha	palha	p a ʎ ɐ					
775	Portuguese	Indo-European	HAY	feno	feno	f ɛ n u					
2472	Spanish	Indo-European	HAY	heno	heno	e n o					
2473	Spanish	Indo-European	HAY	paja	paja	p a x a					
4117	Yaqui	Uto-Aztecan	HAY	baso	baso	b a s o					
6915	Qeqchi	Mayan	HAY	aq (2)	aq	a qʰ	Ch’olan	*ak			
6916	Qeqchi	Mayan	HAY	k’im	k’im	kʼ i m					
6917	Qeqchi	Mayan	HAY	tam	tam	t a m					
8830	Otomi	Otomanguean	HAY	paxa	paxa	p a x a	Spanish	paja			
10699	ImbaburaQuechua	Quechuan	HAY	ujsha	ujsha	u x ʃ a					
11886	Wichi	Matacoan	HAY	hep	hep	h e p					
13171	Mapudungun	Araucanian	HAY	pinu	pinu	p i n u	Spanish	pino			
183	Portuguese	Indo-European	HE OR SHE OR IT	ele	ele	e l i					
184	Portuguese	Indo-European	HE OR SHE OR IT	ela	ela	ɛ l ɐ					
185	Portuguese	Indo-European	HE OR SHE OR IT	ele	ele	e l i					
1865	Spanish	Indo-European	HE OR SHE OR IT	él	él	ɛ l					
1866	Spanish	Indo-European	HE OR SHE OR IT	ella	ella	e ʝ a					
1867	Spanish	Indo-European	HE OR SHE OR IT	ello	ello	e ʝ o					
3615	Yaqui	Uto-Aztecan	HE OR SHE OR IT	aapo	aapo	aː p o					
6320	Qeqchi	Mayan	HE OR SHE OR IT	ha’an, a’an	ha’an	h a ʔ a n					
8122	Otomi	Otomanguean	HE OR SHE OR IT	nuna	nuna	n u n a					
8123	Otomi	Otomanguean	HE OR SHE OR IT	gehna	gehna	g e h n a					
8124	Otomi	Otomanguean	HE OR SHE OR IT	gehnu̲	gehnu̲	g e h n u					
8125	Otomi	Otomanguean	HE OR SHE OR IT	nu'ä	nu'ä	n u ʔ ɐ					
8126	Otomi	Otomanguean	HE OR SHE OR IT	ge'ä	ge'ä	g e ʔ ɐ					
10294	ImbaburaQuechua	Quechuan	HE OR SHE OR IT	pay	pay	p a j					
11444	Wichi	Matacoan	HE OR SHE OR IT	lham	lham	lˠ a m					
12733	Mapudungun	Araucanian	HE OR SHE OR IT	fey	fey	f e y					
328	Portuguese	Indo-European	HEAD	cabeça	cabeça	k a b ɛ s ɐ					
2024	Spanish	Indo-European	HEAD	cabeza	cabeza	k a β e s a					
3738	Yaqui	Uto-Aztecan	HEAD	koba	koba	k o b a					
5155	ZinacantanTzotzil	Mayan	HEAD	holol	holol	h o l o l					
6471	Qeqchi	Mayan	HEAD	jolom	jolom	x o l o m					
8323	Otomi	Otomanguean	HEAD	ñä (1)	ñä	ɲ ɐ					
8324	Otomi	Otomanguean	HEAD	ñäxu̲mu	ñäxu̲mu	ɲ ɐ x u m u					
10395	ImbaburaQuechua	Quechuan	HEAD	uma	uma	u m a					
11575	Wichi	Matacoan	HEAD	tolhetek	tolhetek	t o lˠ e t e k					
12846	Mapudungun	Araucanian	HEAD	longko	longko	l o ŋ k o					
663	Portuguese	Indo-European	HEADBAND OR HEADDRESS	fita para cabeça	fita_para_cabeça	f i t ɐ + p a ɾ ɐ + k a b ɛ s ɐ					
2357	Spanish	Indo-European	HEADBAND OR HEADDRESS	cinta	cinta	s i n t a					
2358	Spanish	Indo-European	HEADBAND OR HEADDRESS	tocado	tocado	t o k a ð o					
4036	Yaqui	Uto-Aztecan	HEADBAND OR HEADDRESS	tokila	tokila	t o k i l a	Spanish	toquilla			
5432	ZinacantanTzotzil	Mayan	HEADBAND OR HEADDRESS	chuk halal	chuk_halal	tʃʰ u k + h a l a l					
6811	Qeqchi	Mayan	HEADBAND OR HEADDRESS	t'upuy	t'upuy	tʼ u p u j	Ch’olti’	t’upuy			
8696	Otomi	Otomanguean	HEADBAND OR HEADDRESS	ts'u̲t'u̲'me	ts'u̲t'u̲'me	ts ʔ u t̪ʼ u ˀm e					
8697	Otomi	Otomanguean	HEADBAND OR HEADDRESS	nts'u̲t'i	nts'u̲t'i	n tsʼ u t̪ʼ i					
8698	Otomi	Otomanguean	HEADBAND OR HEADDRESS	sinta	sinta	s i n t̪ a	Spanish	cinta			
10629	ImbaburaQuechua	Quechuan	HEADBAND OR HEADDRESS	sinta	sinta	s i n d a	Spanish	cinta			
11820	Wichi	Matacoan	HEADBAND OR HEADDRESS	tolhetekt’ak	tolhetekt’ak	t o lˠ e t e k t ʔ a k					
13093	Mapudungun	Araucanian	HEADBAND OR HEADDRESS	trarilongko	trarilongko	ʈʂ a ɻ i l o ŋ k o					
644	Portuguese	Indo-European	HEADGEAR	chapéu	chapéu	ʃ a p ɛu					
645	Portuguese	Indo-European	HEADGEAR	gorro	gorro	ɡ ɔ ʁ u					
646	Portuguese	Indo-European	HEADGEAR	boina	boina	b oi n ɐ					
2335	Spanish	Indo-European	HEADGEAR	sombrero	sombrero	s o m b ɾ ɛ ɾ o					
2336	Spanish	Indo-European	HEADGEAR	gorro	gorro	g o r o					
4019	Yaqui	Uto-Aztecan	HEADGEAR	mo’obei	mo’obei	m o ʔ o b e i					
5425	ZinacantanTzotzil	Mayan	HEADGEAR	pishol	pishol	pʰ i ʃ o l					
6798	Qeqchi	Mayan	HEADGEAR	punit	punit	p u n i tʰ					
8676	Otomi	Otomanguean	HEADGEAR	fu̲i	fu̲i	f u i					
