ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	BORROWED_SCORE	DONOR_LANGUAGE	DONOR_VALUE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	BOR_ID	SOURCE_LANGUAGE	SOURCE_ID
6031	Qeqchi	Mayan	HOW	chan ru	chan_ru	tʃ a n + ɾ u	0.0			1 7 4 9 5 7	AXN_AX	TAN_RY	4	4.T.C 4.A.V 4.N.c 4._._ 4.R.C 4.Y.V	2.0 1.5 0.8 0.0 2.0 1.5	tʃan+ɾu	0	0		
8142	Otomi	Otomanguean	HOW	temu?	temu?	t̪ e m u	0.0			1 7 4 7	AXBZ	TEMY	3	3.T.C 3.E.V 3.M.C 3.Y.V	2.0 1.5 1.75 0.8	t̪emu	0	0		
8143	Otomi	Otomanguean	HOW	hanja('ä)?	hanja('ä)?	h a n x a ʔ ɐ	0.0			3 7 4 3 7 1 7	AXMBYBZ	HANGAHE	3	3.H.C 3.A.V 3.N.c 3.G.C 3.A.V 3.H.C 3.E.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	hanxaʔɐ	0	0		
8144	Otomi	Otomanguean	HOW	honja('ä)?	honja('ä)?	h o n x a ʔ ɐ	0.0			3 7 4 3 7 1 7	AXMBYBZ	HUNGAHE	3	3.H.C 3.U.V 3.N.c 3.G.C 3.A.V 3.H.C 3.E.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	honxaʔɐ	0	0		
8145	Otomi	Otomanguean	HOW	yogo('ä)?	yogo('ä)?	j o g o ʔ ɐ	0.0			6 7 1 7 1 7	AXBYBZ	JUKUHE	3	3.J.C 3.U.V 3.K.C 3.U.V 3.H.C 3.E.V	2.0 1.5 1.75 1.3 1.75 0.8	jogoʔɐ	0	0		
9498	ImbaburaQuechua	Quechuan	HOW	imashina	imashina	i m a ʃ i n a	0.0			7 4 7 3 7 4 7	XBYBYBZ	IMASINA	1	1.I.V 1.M.C 1.A.V 1.S.C 1.I.V 1.N.C 1.A.V	1.5 1.75 1.3 1.75 1.3 1.75 0.8	imaʃina	0	0		
10716	Wichi	Matacoan	HOW	e’wuye	e’wuye	e ˀw u j e	0.0			7 6 7 6 7	XBYBZ	EWYJE	6	6.E.V 6.W.C 6.Y.V 6.J.C 6.E.V	1.5 1.75 1.3 1.75 0.8	eˀwuje	0	0		
11984	Mapudungun	Araucanian	HOW	¿chumngechi?	¿chumngechi?	tʃ u m ŋ e tʃ i	0.0			1 7 4 4 7 1 7	AXMBYBZ	TYMNETI	2	2.T.C 2.Y.V 2.M.c 2.N.C 2.E.V 2.T.C 2.I.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	tʃumŋetʃi	0	0		
1536	Spanish	Indo-European	HOW MANY PIECES	cuántos	cuántos	k w a n t o s				1 6 7 4 1 7 3	ACXMBYN	KWANTUS	5	5.K.C 5.W.C 5.A.V 5.N.c 5.T.C 5.U.V 5.S.c	2.0 1.5 1.5 1.1 1.75 1.3 0.8	kwantos	0	0		
3029	Yaqui	Uto-Aztecan	HOW MANY PIECES	jaikim	jaikim	j a i k i m	0.0			6 7 7 1 7 4	AXYBYN	JAIKIM	7	7.J.C 7.A.V 7.I.V 7.K.C 7.I.V 7.M.c	2.0 1.5 1.3 1.75 1.3 0.8	jaikim	0	0		
4334	ZinacantanTzotzil	Mayan	HOW MANY PIECES	hay ______________	hay_______________	h a j	0.0			3 7 6	AXN	HAJ	8	8.H.C 8.A.V 8.J.c	2.0 1.5 0.8	haj	1	0		
4335	ZinacantanTzotzil	Mayan	HOW MANY PIECES	k’u 7epal	k’u_7epal	kʼ u + ʔ e p a l	0.0			1 7 9 1 7 1 7 5	AX_AXBYN	KY_HEPAL	8	8.K.C 8.Y.V 8._._ 8.H.C 8.E.V 8.P.C 8.A.V 8.L.c	2.0 1.5 0.0 2.0 1.5 1.75 1.3 0.8	kʼu+ʔepal	0	0		
6032	Qeqchi	Mayan	HOW MANY PIECES	jarub'	jarub'	x a ɾ u ɓ	0.0			3 7 5 7 1	AXBYN	GARYP	4	4.G.C 4.A.V 4.R.C 4.Y.V 4.P.c	2.0 1.5 1.75 1.3 0.8	xaɾuɓ	0	0		
8146	Otomi	Otomanguean	HOW MANY PIECES	tengu?	tengu?	t̪ e n g u	0.0			1 7 4 1 7	AXMBZ	TENKY	3	3.T.C 3.E.V 3.N.c 3.K.C 3.Y.V	2.0 1.5 1.1 1.75 0.8	t̪engu	0	0		
8147	Otomi	Otomanguean	HOW MANY PIECES	hangu?	hangu?	h a n g u	0.0			3 7 4 1 7	AXMBZ	HANKY	3	3.H.C 3.A.V 3.N.c 3.K.C 3.Y.V	2.0 1.5 1.1 1.75 0.8	hangu	0	0		
9499	ImbaburaQuechua	Quechuan	HOW MANY PIECES	mashna (1)	mashna	m a ʃ n a	0.0			4 7 3 4 7	AXBCZ	MASNA	1	1.M.C 1.A.V 1.S.C 1.N.C 1.A.V	2.0 1.5 1.75 1.5 0.8	maʃna	0	0		
10717	Wichi	Matacoan	HOW MANY PIECES	ehote	ehote	e h o t e	0.0			7 3 7 1 7	XBYBZ	EHUTE	6	6.E.V 6.H.C 6.U.V 6.T.C 6.E.V	1.5 1.75 1.3 1.75 0.8	ehote	0	0		
11985	Mapudungun	Araucanian	HOW MANY PIECES	¿tunten?	¿tunten?	t u n t e n	0.0			1 7 4 1 7 4	AXMBYN	TYNTEN	2	2.T.C 2.Y.V 2.N.c 2.T.C 2.E.V 2.N.c	2.0 1.5 1.1 1.75 1.3 0.8	tunten	0	0		
11986	Mapudungun	Araucanian	HOW MANY PIECES	¿mufü?	¿mufü?	m u f ɨ	0.0			4 7 3 7	AXBZ	MYBI	2	2.M.C 2.Y.V 2.B.C 2.I.V	2.0 1.5 1.75 0.8	mufɨ	0	0		
1537	Spanish	Indo-European	HOW MUCH	cuánto	cuánto	k w a n t o				1 6 7 4 1 7	ACXMBZ	KWANTU	5	5.K.C 5.W.C 5.A.V 5.N.c 5.T.C 5.U.V	2.0 1.5 1.5 1.1 1.75 0.8	kwanto	0	0		
3030	Yaqui	Uto-Aztecan	HOW MUCH	jaiki	jaiki	j a i k i	0.0			6 7 7 1 7	AXYBZ	JAIKI	7	7.J.C 7.A.V 7.I.V 7.K.C 7.I.V	2.0 1.5 1.3 1.75 0.8	jaiki	0	0		
4336	ZinacantanTzotzil	Mayan	HOW MUCH	k’u 7epal	k’u_7epal	kʼ u + ʔ e p a l	0.0			1 7 9 1 7 1 7 5	AX_AXBYN	KY_HEPAL	8	8.K.C 8.Y.V 8._._ 8.H.C 8.E.V 8.P.C 8.A.V 8.L.c	2.0 1.5 0.0 2.0 1.5 1.75 1.3 0.8	kʼu+ʔepal	1	0		
6033	Qeqchi	Mayan	HOW MUCH	jo' k'ihal	jo'_k'ihal	x o ʔ + kʼ i h a l	0.0			3 7 1 9 1 7 3 7 5	AXN_AXBYN	GUH_KIHAL	4	4.G.C 4.U.V 4.H.c 4._._ 4.K.C 4.I.V 4.H.C 4.A.V 4.L.c	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 0.8	xoʔ+kʼihal	0	0		
6034	Qeqchi	Mayan	HOW MUCH	jo' nimal	jo'_nimal	x o ʔ + n i m a l	0.0			3 7 1 9 4 7 4 7 5	AXN_AXBYN	GUH_NIMAL	4	4.G.C 4.U.V 4.H.c 4._._ 4.N.C 4.I.V 4.M.C 4.A.V 4.L.c	2.0 1.5 0.8 0.0 2.0 1.5 1.75 1.3 0.8	xoʔ+nimal	0	0		
8148	Otomi	Otomanguean	HOW MUCH	tengu?	tengu?	t̪ e n g u	0.0			1 7 4 1 7	AXMBZ	TENKY	3	3.T.C 3.E.V 3.N.c 3.K.C 3.Y.V	2.0 1.5 1.1 1.75 0.8	t̪engu	1	0		
8149	Otomi	Otomanguean	HOW MUCH	hangu?	hangu?	h a n g u	0.0			3 7 4 1 7	AXMBZ	HANKY	3	3.H.C 3.A.V 3.N.c 3.K.C 3.Y.V	2.0 1.5 1.1 1.75 0.8	hangu	1	0		
9500	ImbaburaQuechua	Quechuan	HOW MUCH	mashna (2)	mashna	m a ʃ n a	0.0			4 7 3 4 7	AXBCZ	MASNA	1	1.M.C 1.A.V 1.S.C 1.N.C 1.A.V	2.0 1.5 1.75 1.5 0.8	maʃna	1	0		
10718	Wichi	Matacoan	HOW MUCH	ehote	ehote	e h o t e	0.0			7 3 7 1 7	XBYBZ	EHUTE	6	6.E.V 6.H.C 6.U.V 6.T.C 6.E.V	1.5 1.75 1.3 1.75 0.8	ehote	1	0		
11987	Mapudungun	Araucanian	HOW MUCH	¿tunten?	¿tunten?	t u n t e n	0.0			1 7 4 1 7 4	AXMBYN	TYNTEN	2	2.T.C 2.Y.V 2.N.c 2.T.C 2.E.V 2.N.c	2.0 1.5 1.1 1.75 1.3 0.8	tunten	1	0		
11988	Mapudungun	Araucanian	HOW MUCH	¿mufü?	¿mufü?	m u f ɨ	0.0			4 7 3 7	AXBZ	MYBI	2	2.M.C 2.Y.V 2.B.C 2.I.V	2.0 1.5 1.75 0.8	mufɨ	1	0		
1232	Spanish	Indo-European	HUNDRED	ciento	ciento	s j e n t o				3 6 7 4 1 7	ACXMBZ	SJENTU	5	5.S.C 5.J.C 5.E.V 5.N.c 5.T.C 5.U.V	2.0 1.5 1.5 1.1 1.75 0.8	sjento	0	4153		
1233	Spanish	Indo-European	HUNDRED	cien	cien	s j e n				3 6 7 4	ACXN	SJEN	5	5.S.C 5.J.C 5.E.V 5.N.c	2.0 1.5 1.5 0.8	sjen	0	4153		
2790	Yaqui	Uto-Aztecan	HUNDRED	mamni takaa	mamni_takaa	m a m n i + t a k aː	0.0			4 7 4 4 7 9 1 7 1 7	AXMBZ_AXBZ	MAMNI_TAKA	7	7.M.C 7.A.V 7.M.c 7.N.C 7.I.V 7._._ 7.T.C 7.A.V 7.K.C 7.A.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.75 0.8	mamni+takaː	0	0		
2791	Yaqui	Uto-Aztecan	HUNDRED	sien	sien	s i e n	1.0	Spanish	cien	3 7 7 4	AXYN	SIEN	7	7.S.C 7.I.V 7.E.V 7.N.c	2.0 1.5 1.3 0.8	sien	0	4153	Spanish	1232
4126	ZinacantanTzotzil	Mayan	HUNDRED	syen	syen	s j e n	1.0	Spanish	cien	3 6 7 4	ACXN	SJEN	8	8.S.C 8.J.C 8.E.V 8.N.c	2.0 1.5 1.5 0.8	sjen	0	4153	Spanish	1232
4127	ZinacantanTzotzil	Mayan	HUNDRED	vo7vinik	vo7vinik	v o ʔ v i n i k	0.0			3 7 1 3 7 4 7 1	AXBCYBYN	BUHBINIK	8	8.B.C 8.U.V 8.H.C 8.B.C 8.I.V 8.N.C 8.I.V 8.K.c	2.0 1.5 1.75 1.5 1.3 1.75 1.3 0.8	voʔvinik	0	0		
5714	Qeqchi	Mayan	HUNDRED	o'k'aal	o'k'aal	o ʔ kʼ aː l	0.0			7 1 1 7 5	XMBYN	UHKAL	4	4.U.V 4.H.c 4.K.C 4.A.V 4.L.c	1.5 1.1 1.75 1.3 0.8	oʔkʼaːl	0	0		
7739	Otomi	Otomanguean	HUNDRED	nthebe	nthebe	n θ e b e	0.0			4 3 7 1 7	ACYBZ	NDEPE	3	3.N.C 3.D.C 3.E.V 3.P.C 3.E.V	2.0 1.5 1.3 1.75 0.8	nθebe	0	0		
9293	ImbaburaQuechua	Quechuan	HUNDRED	patsaj	patsaj	p a ts a x	0.0			1 7 2 7 3	AXBYN	PACAG	1	1.P.C 1.A.V 1.C.C 1.A.V 1.G.c	2.0 1.5 1.75 1.3 0.8	patsax	0	0		
10510	Wichi	Matacoan	HUNDRED	sien	sien	s i e n	1.0	Spanish	cien	3 7 7 4	AXYN	SIEN	6	6.S.C 6.I.V 6.E.V 6.N.c	2.0 1.5 1.3 0.8	sien	0	4153	Spanish	1232
11778	Mapudungun	Araucanian	HUNDRED	pataka	pataka	p a t a k a	1.0	Aymara	pataka	1 7 1 7 1 7	AXBYBZ	PATAKA	2	2.P.C 2.A.V 2.T.C 2.A.V 2.K.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	pataka	0	0		
527	Spanish	Indo-European	HUNGER	hambre	hambre	a m b ɾ e				7 4 1 5 7	XMBCZ	AMPRE	5	5.A.V 5.M.c 5.P.C 5.R.C 5.E.V	1.5 1.1 1.75 1.5 0.8	ambɾe	1	0		
1275	Spanish	Indo-European	HURRY	apurarse	apurarse	a p u ɾ a ɾ s e				7 1 7 5 7 5 3 7	XBYBYMBZ	APYRARSE	5	5.A.V 5.P.C 5.Y.V 5.R.C 5.A.V 5.R.c 5.S.C 5.E.V	1.5 1.75 1.3 1.75 1.3 1.1 1.75 0.8	apuɾaɾse	0	4165		
1276	Spanish	Indo-European	HURRY	darse prisa	darse_prisa	d a ɾ s e + p ɾ i s a				1 7 5 3 7 9 1 5 7 3 7	AXMBZ_ACXBZ	TARSE_PRISA	5	5.T.C 5.A.V 5.R.c 5.S.C 5.E.V 5._._ 5.P.C 5.R.C 5.I.V 5.S.C 5.A.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.5 1.75 0.8	daɾse+pɾisa	0	0		
2827	Yaqui	Uto-Aztecan	HURRY	bamse	bamse	b a m s e	0.0			1 7 4 3 7	AXMBZ	PAMSE	7	7.P.C 7.A.V 7.M.c 7.S.C 7.E.V	2.0 1.5 1.1 1.75 0.8	bamse	0	4165	Spanish	1275
4156	ZinacantanTzotzil	Mayan	HURRY	nikah	nikah	n i k a h	0.0			4 7 1 7 3	AXBYN	NIKAH	8	8.N.C 8.I.V 8.K.C 8.A.V 8.H.c	2.0 1.5 1.75 1.3 0.8	nikah	0	0		
4157	ZinacantanTzotzil	Mayan	HURRY	suh	suh	s u h	0.0			3 7 3	AXN	SYH	8	8.S.C 8.Y.V 8.H.c	2.0 1.5 0.8	suh	0	0		
4158	ZinacantanTzotzil	Mayan	HURRY	sobah	sobah	s o ɓ a h	0.0			3 7 1 7 3	AXBYN	SUPAH	8	8.S.C 8.U.V 8.P.C 8.A.V 8.H.c	2.0 1.5 1.75 1.3 0.8	soɓah	0	0		
5781	Qeqchi	Mayan	HURRY	seeb’ank	seeb’ank	s eː ɓ a n kʰ	0.0			3 7 1 7 4 1	AXBYLN	SEPANK	4	4.S.C 4.E.V 4.P.C 4.A.V 4.N.c 4.K.c	2.0 1.5 1.75 1.3 1.1 0.8	seːɓankʰ	0	0		
7806	Otomi	Otomanguean	HURRY	xo̲ni (2)	xo̲ni	x ə n i	0.0			3 7 4 7	AXBZ	GENI	3	3.G.C 3.E.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8	xəni	0	0		
7807	Otomi	Otomanguean	HURRY	nixtri	nixtri	n i x t̪ r i	0.0			4 7 3 1 5 7	AXMBCZ	NIGTRI	3	3.N.C 3.I.V 3.G.c 3.T.C 3.R.C 3.I.V	2.0 1.5 1.1 1.75 1.5 0.8	nixt̪ri	0	0		
7808	Otomi	Otomanguean	HURRY	tihi	tihi	t̪ i h i	0.0			1 7 3 7	AXBZ	TIHI	3	3.T.C 3.I.V 3.H.C 3.I.V	2.0 1.5 1.75 0.8	t̪ihi	0	0		
9325	ImbaburaQuechua	Quechuan	HURRY	utkana	utkana	u t k a n a	0.0			7 1 1 7 4 7	XMBYBZ	YTKANA	1	1.Y.V 1.T.c 1.K.C 1.A.V 1.N.C 1.A.V	1.5 1.1 1.75 1.3 1.75 0.8	utkana	0	0		
11814	Mapudungun	Araucanian	HURRY	matukelün	matukelün	m a t u k e l ɨ n	0.0			4 7 1 7 1 7 5 7 4	AXBYBYBYN	MATYKELIN	2	2.M.C 2.A.V 2.T.C 2.Y.V 2.K.C 2.E.V 2.L.C 2.I.V 2.N.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	matukelɨn	0	0		
112	Spanish	Indo-European	HUSBAND	marido	marido	m a ɾ i ð o				4 7 5 7 3 7	AXBYBZ	MARIDU	5	5.M.C 5.A.V 5.R.C 5.I.V 5.D.C 5.U.V	2.0 1.5 1.75 1.3 1.75 0.8	maɾiðo	0	0		
113	Spanish	Indo-European	HUSBAND	esposo	esposo	ɛ s p o s o				7 3 1 7 3 7	XMBYBZ	ESPUSU	5	5.E.V 5.S.c 5.P.C 5.U.V 5.S.C 5.U.V	1.5 1.1 1.75 1.3 1.75 0.8	ɛsposo	0	0		
1856	Yaqui	Uto-Aztecan	HUSBAND	kuuna	kuuna	k uː n a	0.0			1 7 4 7	AXBZ	KYNA	7	7.K.C 7.Y.V 7.N.C 7.A.V	2.0 1.5 1.75 0.8	kuːna	0	0		
3290	ZinacantanTzotzil	Mayan	HUSBAND	malalil	malalil	m a l a l i l	0.0			4 7 5 7 5 7 5	AXBYBYN	MALALIL	8	8.M.C 8.A.V 8.L.C 8.A.V 8.L.C 8.I.V 8.L.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	malalil	0	0		
3291	ZinacantanTzotzil	Mayan	HUSBAND	mol	mol	m o l	0.0			4 7 5	AXN	MUL	8	8.M.C 8.U.V 8.L.c	2.0 1.5 0.8	mol	0	0		
4568	Qeqchi	Mayan	HUSBAND	b’eelom	b’eelom	ɓ eː l o m	0.0			1 7 5 7 4	AXBYN	PELUM	4	4.P.C 4.E.V 4.L.C 4.U.V 4.M.c	2.0 1.5 1.75 1.3 0.8	ɓeːlom	0	0		
6351	Otomi	Otomanguean	HUSBAND	ndo̲	ndo̲	n d ə	0.0			4 1 7	ACZ	NTE	3	3.N.C 3.T.C 3.E.V	2.0 1.5 0.8	ndə	0	0		
8556	ImbaburaQuechua	Quechuan	HUSBAND	kusa	kusa	k u s a	0.0			1 7 3 7	AXBZ	KYSA	1	1.K.C 1.Y.V 1.S.C 1.A.V	2.0 1.5 1.75 0.8	kusa	0	0		
9713	Wichi	Matacoan	HUSBAND	toch’efwa hin’u	toch’efwa_hin’u	t o tʃ ʔ e fʷ a + h i n ʔ u	0.0			1 7 1 1 7 3 7 9 3 7 4 1 7	AXMBYBZ_AXMBZ	TUTHEBA_HINHY	6	6.T.C 6.U.V 6.T.c 6.H.C 6.E.V 6.B.C 6.A.V 6._._ 6.H.C 6.I.V 6.N.c 6.H.C 6.Y.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.1 1.75 0.8	totʃʔefʷa+hinʔu	0	0		
10962	Mapudungun	Araucanian	HUSBAND	füta	füta	f ɨ t a	0.0			3 7 1 7	AXBZ	BITA	2	2.B.C 2.I.V 2.T.C 2.A.V	2.0 1.5 1.75 0.8	fɨta	0	0		
691	Spanish	Indo-European	HUT	cabaɲa	cabaɲa	k a β a ɲ a				1 7 3 7 4 7	AXBYBZ	KABANA	5	5.K.C 5.A.V 5.B.C 5.A.V 5.N.C 5.A.V	2.0 1.5 1.75 1.3 1.75 0.8	kaβaɲa	0	0		
692	Spanish	Indo-European	HUT	choza	choza	tʃ o s a				1 7 3 7	AXBZ	TUSA	5	5.T.C 5.U.V 5.S.C 5.A.V	2.0 1.5 1.75 0.8	tʃosa	0	0		
2366	Yaqui	Uto-Aztecan	HUT	ramaa	ramaa	r a m aː	1.0	Spanish	enramada	5 7 4 7	AXBZ	RAMA	7	7.R.C 7.A.V 7.M.C 7.A.V	2.0 1.5 1.75 0.8	ramaː	0	0		
3759	ZinacantanTzotzil	Mayan	HUT	lechepat	lechepat	l e tʃʰ e p a tʰ	0.0			5 7 1 7 1 7 1	AXBYBYN	LETEPAT	8	8.L.C 8.E.V 8.T.C 8.E.V 8.P.C 8.A.V 8.T.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	letʃʰepatʰ	0	0		
5143	Qeqchi	Mayan	HUT	po’lem	po’lem	p o ʔ l e m	0.75	Ch’olti’	*po’lem	1 7 1 5 7 4	AXBCYN	PUHLEM	4	4.P.C 4.U.V 4.H.C 4.L.C 4.E.V 4.M.c	2.0 1.5 1.75 1.5 1.3 0.8	poʔlem	0	0		
5144	Qeqchi	Mayan	HUT	paapa'x	paapa'x	p aː p a ʔ ʃ	0.0			1 7 1 7 1 3	AXBYBC	PAPAHS	4	4.P.C 4.A.V 4.P.C 4.A.V 4.H.C 4.S.C	2.0 1.5 1.75 1.3 1.75 1.5	paːpaʔʃ	0	0		
7040	Otomi	Otomanguean	HUT	nguu	nguu	n g uː	0.0			4 1 7	ACZ	NKY	3	3.N.C 3.K.C 3.Y.V	2.0 1.5 0.8	nguː	1	0		
8957	ImbaburaQuechua	Quechuan	HUT	ujsha wasi	ujsha_wasi	u x ʃ a + w a s i	0.0			7 3 3 7 9 6 7 3 7	XMBZ_AXBZ	YGSA_WASI	1	1.Y.V 1.G.c 1.S.C 1.A.V 1._._ 1.W.C 1.A.V 1.S.C 1.I.V	1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.75 0.8	uxʃa+wasi	0	0		
10150	Wichi	Matacoan	HUT	hep	hep	h e p	0.0			3 7 1	AXN	HEP	6	6.H.C 6.E.V 6.P.c	2.0 1.5 0.8	hep	1	0		
10151	Wichi	Matacoan	HUT	chechelhep	chechelhep	tʃ e tʃ e lˠ e p	0.0			1 7 1 7 5 7 1	AXBYBYN	TETELEP	6	6.T.C 6.E.V 6.T.C 6.E.V 6.L.C 6.E.V 6.P.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	tʃetʃelˠep	0	0		
11425	Mapudungun	Araucanian	HUT	ruka	ruka	ɻ u k a	0.0			5 7 1 7	AXBZ	RYKA	2	2.R.C 2.Y.V 2.K.C 2.A.V	2.0 1.5 1.75 0.8	ɻuka	1	0		
179	Spanish	Indo-European	I	yo	yo	ɟ ʝ o				1 3 7	ACX	CSU	5	5.C.C 5.S.C 5.U.V	2.0 1.5 1.5	ɟʝo	0	0		
1930	Yaqui	Uto-Aztecan	I	inepo	inepo	i n e p o	0.0			7 4 7 1 7	XBYBZ	INEPU	7	7.I.V 7.N.C 7.E.V 7.P.C 7.U.V	1.5 1.75 1.3 1.75 0.8	inepo	0	0		
4635	Qeqchi	Mayan	I	laa’in	laa’in	l aː ʔ i n	0.0			5 7 1 7 4	AXBYN	LAHIN	4	4.L.C 4.A.V 4.H.C 4.I.V 4.N.c	2.0 1.5 1.75 1.3 0.8	laːʔin	0	0		
6428	Otomi	Otomanguean	I	nuga̲	nuga̲	n u g ɔ	0.0			4 7 1 7	AXBZ	NYKU	3	3.N.C 3.Y.V 3.K.C 3.U.V	2.0 1.5 1.75 0.8	nugɔ	0	0		
6429	Otomi	Otomanguean	I	nugu̲gi	nugu̲gi	n u g u g i	0.0			4 7 1 7 1 7	AXBYBZ	NYKYKI	3	3.N.C 3.Y.V 3.K.C 3.Y.V 3.K.C 3.I.V	2.0 1.5 1.75 1.3 1.75 0.8	nugugi	0	0		
6430	Otomi	Otomanguean	I	nugu̲ga̲	nugu̲ga̲	n u g u g ɔ	0.0			4 7 1 7 1 7	AXBYBZ	NYKYKU	3	3.N.C 3.Y.V 3.K.C 3.Y.V 3.K.C 3.U.V	2.0 1.5 1.75 1.3 1.75 0.8	nugugɔ	0	0		
6431	Otomi	Otomanguean	I	geka̲	geka̲	g e k ɔ	0.0			1 7 1 7	AXBZ	KEKU	3	3.K.C 3.E.V 3.K.C 3.U.V	2.0 1.5 1.75 0.8	gekɔ	0	0		
6432	Otomi	Otomanguean	I	geku̲ga̲	geku̲ga̲	g e k u g ɔ	0.0			1 7 1 7 1 7	AXBYBZ	KEKYKU	3	3.K.C 3.E.V 3.K.C 3.Y.V 3.K.C 3.U.V	2.0 1.5 1.75 1.3 1.75 0.8	gekugɔ	0	0		
6433	Otomi	Otomanguean	I	geki	geki	g e k i	0.0			1 7 1 7	AXBZ	KEKI	3	3.K.C 3.E.V 3.K.C 3.I.V	2.0 1.5 1.75 0.8	geki	0	0		
8609	ImbaburaQuechua	Quechuan	I	ñuka	ñuka	ɲ u k a	0.0			4 7 1 7	AXBZ	NYKA	1	1.N.C 1.Y.V 1.K.C 1.A.V	2.0 1.5 1.75 0.8	ɲuka	0	0		
9759	Wichi	Matacoan	I	n’lham	n’lham	n ʔ lˠ a m	0.0			4 1 5 7 4	ACCYN	NHLAM	6	6.N.C 6.H.C 6.L.C 6.A.V 6.M.c	2.0 1.5 1.5 1.3 0.8	nʔlˠam	0	0		
11048	Mapudungun	Araucanian	I	iñche	iñche	i ɲ tʃ e	0.0			7 4 1 7	XMBZ	INTE	2	2.I.V 2.N.c 2.T.C 2.E.V	1.5 1.1 1.75 0.8	iɲtʃe	0	0		
1488	Spanish	Indo-European	IDEA	idea	idea	i ð e a				7 3 7 7	XBYZ	IDEA	5	5.I.V 5.D.C 5.E.V 5.A.V	1.5 1.75 1.3 0.8	iðea	0	0		
1489	Spanish	Indo-European	IDEA	concepto	concepto	k o n s e p t o				1 7 4 3 7 1 1 7	AXMBYMBZ	KUNSEPTU	5	5.K.C 5.U.V 5.N.c 5.S.C 5.E.V 5.P.c 5.T.C 5.U.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 0.8	konsepto	0	0		
2990	Yaqui	Uto-Aztecan	IDEA	jitasa teuwa	jitasa_teuwa	j i t a s a + t e u w a	0.0			6 7 1 7 3 7 9 1 7 7 6 7	AXBYBZ_AXYBZ	JITASA_TEYWA	7	7.J.C 7.I.V 7.T.C 7.A.V 7.S.C 7.A.V 7._._ 7.T.C 7.E.V 7.Y.V 7.W.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.3 1.75 0.8	jitasa+teuwa	0	0		
5991	Qeqchi	Mayan	IDEA	na'leb'	na'leb'	n a ʔ l e ɓ	0.0			4 7 1 5 7 1	AXBCYN	NAHLEP	4	4.N.C 4.A.V 4.H.C 4.L.C 4.E.V 4.P.c	2.0 1.5 1.75 1.5 1.3 0.8	naʔleɓ	0	0		
8068	Otomi	Otomanguean	IDEA	mfeni	mfeni	m f e n i	0.0			4 3 7 4 7	ACYBZ	MBENI	3	3.M.C 3.B.C 3.E.V 3.N.C 3.I.V	2.0 1.5 1.3 1.75 0.8	mfeni	1	0		
8069	Otomi	Otomanguean	IDEA	mpomuhñä	mpomuhñä	m p o m u h ɲ ɐ	0.0			4 1 7 4 7 3 4 7	ACYBYBCZ	MPUMYHNE	3	3.M.C 3.P.C 3.U.V 3.M.C 3.Y.V 3.H.C 3.N.C 3.E.V	2.0 1.5 1.3 1.75 1.3 1.75 1.5 0.8	mpomuhɲɐ	0	0		
8070	Otomi	Otomanguean	IDEA	mpongumfeni	mpongumfeni	m p o n g u m f e n i	0.0			4 1 7 4 1 7 4 3 7 4 7	ACYMBYMBYBZ	MPUNKYMBENI	3	3.M.C 3.P.C 3.U.V 3.N.c 3.K.C 3.Y.V 3.M.c 3.B.C 3.E.V 3.N.C 3.I.V	2.0 1.5 1.3 1.1 1.75 1.3 1.1 1.75 1.3 1.75 0.8	mpongumfeni	0	0		
9466	ImbaburaQuechua	Quechuan	IDEA	yuyay (1)	yuyay	j u j a j	0.0			6 7 6 7 6	AXBYN	JYJAJ	1	1.J.C 1.Y.V 1.J.C 1.A.V 1.J.c	2.0 1.5 1.75 1.3 0.8	jujaj	0	0		
10683	Wichi	Matacoan	IDEA	totichunhayaj	totichunhayaj	t o t i tʃ u n̥ a j a x	0.0			1 7 1 7 1 7 4 7 6 7 3	AXBYBYBYBYN	TUTITYNAJAG	6	6.T.C 6.U.V 6.T.C 6.I.V 6.T.C 6.Y.V 6.N.C 6.A.V 6.J.C 6.A.V 6.G.c	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 1.3 0.8	totitʃun̥ajax	0	0		
