ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	DONOR_VALUE	SOURCE_ID_	SOURCE_SCORE_	SOURCE_ID
6369	Qeqchi	Mayan	NEST	suk	suk	s u kʰ	Ch’olan	sik	1928	0.7818	
8218	Otomi	Otomanguean	NEST	'mafi	'mafi	ˀm a f i			1928	0.7333	
10332	ImbaburaQuechua	Quechuan	NEST	tazin	tazin	t a z i ŋ	Barbacoan	ta’sin	1928	0.6593	
11484	Wichi	Matacoan	NEST	lhep	lhep	lˠ e p			1928	0.8741	
12779	Mapudungun	Araucanian	NEST	zañe	zañe	z a ɲ e			1928	0.7269	
897	Portuguese	Indo-European	NETBAG	saco	saco	s a k u					
2609	Spanish	Indo-European	NETBAG	bolsa de malla	bolsa_de_malla	b o l s a + ð e + m a ʝ a					
4215	Yaqui	Uto-Aztecan	NETBAG	maayam boosa	maayam_boosa	m aː j a m + b oː s a	Spanish	bolsa de maya	2609	0.7002	
7056	Qeqchi	Mayan	NETBAG	soq'	soq'	s o qʼ			2609	0.9210	
9030	Otomi	Otomanguean	NETBAG	‘rozä	‘rozä	ˀr o z ɐ			2609	0.7592	
10777	ImbaburaQuechua	Quechuan	NETBAG	shigra	shigra	ʃ i g ɾ a	Quechua	shicra	2609	0.9145	
11971	Wichi	Matacoan	NETBAG	hutanaj	hutanaj	h u t a n a x			2609	0.9604	
814	Portuguese	Indo-European	NETTLE	urtiga	urtiga	u ʁ tʃ i ɡ ɐ					
2518	Spanish	Indo-European	NETTLE	ortiga	ortiga	o ɾ t i ɣ a					
4150	Yaqui	Uto-Aztecan	NETTLE	wicha	wicha	w i tʃ a			2518	0.6338	
5530	ZinacantanTzotzil	Mayan	NETTLE	la	la	l a			2518	0.8615	
6956	Qeqchi	Mayan	NETTLE	la	la	l a			2518	0.8615	
6957	Qeqchi	Mayan	NETTLE	panchola	panchola	p a n tʃ o l a	Spanish	panchola (?)	2518	0.5723	
8873	Otomi	Otomanguean	NETTLE	nzänä	nzänä	n z ɐ n ɐ			2518	0.8027	
10723	ImbaburaQuechua	Quechuan	NETTLE	tsini	tsini	ts i n i			2518	0.7097	
11914	Wichi	Matacoan	NETTLE	chesoy	chesoy	tʃ e s o j			2518	0.5792	
13192	Mapudungun	Araucanian	NETTLE	kuri	kuri	k u ɻ i			2518	0.6318	
1243	Portuguese	Indo-European	NEVER	nunca	nunca	n ũ k ɐ					
1244	Portuguese	Indo-European	NEVER	jamais	jamais	ʒ ɐ m ai ʃ					
2982	Spanish	Indo-European	NEVER	nunca	nunca	n u n k a					
2983	Spanish	Indo-European	NEVER	jamás	jamás	x a m a s					
4530	Yaqui	Uto-Aztecan	NEVER	kaibu	kaibu	k a i b u			2983	0.6088	
4531	Yaqui	Uto-Aztecan	NEVER	katchan	katchan	k a t tʃ a n			2983	0.6632	
5853	ZinacantanTzotzil	Mayan	NEVER	mu7 nosh	mu7_nosh	m u ʔ + n o sʰ			2983	0.7103	
7484	Qeqchi	Mayan	NEVER	maajaruj	maajaruj	m aː x a ɾ u x			2983	0.5838	
9512	Otomi	Otomanguean	NEVER	nunka	nunka	n u n k a	Spanish	nunca	2982	0.0000	2982
9513	Otomi	Otomanguean	NEVER	ni 'na bes	ni_'na_bes	n i + ˀn a + b e s	Spanish	ni una vez	2982	0.8178	
9514	Otomi	Otomanguean	NEVER	ni' nandi	ni'_nandi	n i n a n d i			2982	0.4559	
9515	Otomi	Otomanguean	NEVER	ni 'nar pa	ni_'nar_pa	n i + ˀn a r + p a			2982	0.8089	
11019	ImbaburaQuechua	Quechuan	NEVER	mana pacha	mana_pacha	m a n a + p a tʃ a			2982	0.6938	
12231	Wichi	Matacoan	NEVER	hayip	hayip	h a j i p			2983	0.7250	
13510	Mapudungun	Araucanian	NEVER	chumkaw rume	chumkaw_rume	tʃ u m k a w + ɻ u m e			2982	0.7179	
1214	Portuguese	Indo-European	NEW	novo	novo	n ɔ v u					
2946	Spanish	Indo-European	NEW	nuevo	nuevo	n w e β o					
4499	Yaqui	Uto-Aztecan	NEW	bemela	bemela	b e m e l a			2946	0.8118	
5830	ZinacantanTzotzil	Mayan	NEW	7ach’	7ach’	ʔ a tʃʼ			2946	0.9124	
7444	Qeqchi	Mayan	NEW	ak’	ak’	a kʼ			2946	0.9133	
9470	Otomi	Otomanguean	NEW	'ra'yo	'ra'yo	ˀr a ˀj o			2946	0.7604	
10999	ImbaburaQuechua	Quechuan	NEW	mushuj	mushuj	m u ʃ u x			2946	0.8308	
12215	Wichi	Matacoan	NEW	nech’ayik	nech’ayik	n e tʃ ʔ a j i k			2946	0.7341	
13488	Mapudungun	Araucanian	NEW	we	we	w e			2946	0.5650	
156	Portuguese	Indo-European	NIECE	sobrinha	sobrinha	s o b ɾ i ɲ ɐ					
1836	Spanish	Indo-European	NIECE	sobrina	sobrina	s o β ɾ i n a					
3590	Yaqui	Uto-Aztecan	NIECE	jabire	jabire	j a b i r e			1836	0.6385	
3591	Yaqui	Uto-Aztecan	NIECE	jakara	jakara	j a k a r a			1836	0.7585	
3592	Yaqui	Uto-Aztecan	NIECE	asowaara ~ asowaala	asowaara	a s o w aː r a			1836	0.5341	
6290	Qeqchi	Mayan	NIECE	ral chaq’na’	ral_chaq’na’	r a l + tʃ a qʼ n a ʔ			1836	0.7982	
6291	Qeqchi	Mayan	NIECE	xrabin iitz’in	xrabin_iitz’in	ʃ ɾ a b i n + iː tsʼ i n			1836	0.5783	
6292	Qeqchi	Mayan	NIECE	xrab’in as	xrab’in_as	ʃ ɾ a ɓ i n + a s			1836	0.4981	
6293	Qeqchi	Mayan	NIECE	ralal ikan	ralal_ikan	r a l a l + i k a n			1836	0.8382	
8085	Otomi	Otomanguean	NIECE	sobrinä	sobrinä	s o b r i n ɐ	Spanish	sobrina	1836	0.0909	1836
10271	ImbaburaQuechua	Quechuan	NIECE	subrina	subrina	s u b ɾ i n a	Spanish	sobrina	1836	0.0909	1836
11425	Wichi	Matacoan	NIECE	towal’ani	towal’ani	t o w a l ʔ a n i			1836	0.5003	
12702	Mapudungun	Araucanian	NIECE	malle ñawe	malle_ñawe	m a ʎ e + ɲ a w e			1836	0.8455	
12703	Mapudungun	Araucanian	NIECE	choküm	choküm	tʃ o k ɨ m			1836	0.7595	
12704	Mapudungun	Araucanian	NIECE	paḻu	paḻu	p a l̪ u			1836	0.7882	
12705	Mapudungun	Araucanian	NIECE	koñintu	koñintu	k o ɲ i n t u			1836	0.5832	
1248	Portuguese	Indo-European	NIGHT	noite	noite	n oi tʃ i					
2987	Spanish	Indo-European	NIGHT	noche	noche	n o tʃ e					
4534	Yaqui	Uto-Aztecan	NIGHT	tukaa	tukaa	t u k aː			2987	0.7269	
4535	Yaqui	Uto-Aztecan	NIGHT	tukaaria	tukaaria	t u k aː r i a			2987	0.8256	
5855	ZinacantanTzotzil	Mayan	NIGHT	7ak’ubal	7ak’ubal	ʔ a kʼ u ɓ a l			2987	0.8932	
5856	ZinacantanTzotzil	Mayan	NIGHT	7ik’7osil	7ik’7osil	ʔ i kʼ ʔ o s i l			2987	0.8664	
7486	Qeqchi	Mayan	NIGHT	q'ojyin	q'ojyin	qʼ o x j i n			2987	0.8308	
9517	Otomi	Otomanguean	NIGHT	nxui	nxui	n x u i			2987	0.5748	
11021	ImbaburaQuechua	Quechuan	NIGHT	tuta	tuta	t u t a			2987	0.4000	
12233	Wichi	Matacoan	NIGHT	hunatsi	hunatsi	h u n a ts i			2987	0.4933	
13512	Mapudungun	Araucanian	NIGHT	puṉ	puṉ	p u n̪			2987	0.8545	
1176	Portuguese	Indo-European	NINE	nove	nove	n ɔ v i					
2909	Spanish	Indo-European	NINE	nueve	nueve	n w e β e					
4461	Yaqui	Uto-Aztecan	NINE	batani	batani	b a t a n i			2909	0.8353	
4462	Yaqui	Uto-Aztecan	NINE	nuebe	nuebe	n u e b e	Spanish	nueve	2909	0.3121	
5803	ZinacantanTzotzil	Mayan	NINE	balun	balun	ɓ a l u n			2909	0.8038	
7391	Qeqchi	Mayan	NINE	b'eleeb'	b'eleeb'	ɓ e l eː ɓ			2909	0.7596	
9416	Otomi	Otomanguean	NINE	gu̲to	gu̲to	g u t̪ o			2909	0.7890	
10970	ImbaburaQuechua	Quechuan	NINE	iskun	iskun	i s k u ŋ			2909	0.8808	
12187	Wichi	Matacoan	NINE	nwewe	nwewe	nʷ e w e	Spanish	nueve	2909	0.2835	2909
13455	Mapudungun	Araucanian	NINE	aylla	aylla	a y ʎ a			2909	0.7692	
392	Portuguese	Indo-European	NIPPLE	mamilo	mamilo	m ɐ m i l u					
393	Portuguese	Indo-European	NIPPLE	teta	teta	t ɛ t ɐ					
2088	Spanish	Indo-European	NIPPLE	pezón	pezón	p e s o n					
2089	Spanish	Indo-European	NIPPLE	teta	teta	t ɛ t a					
3798	Yaqui	Uto-Aztecan	NIPPLE	pipkoba	pipkoba	p i p k o b a			2088	0.5870	
5218	ZinacantanTzotzil	Mayan	NIPPLE	ni7 chu’ul	ni7_chu’ul	n i ʔ + tʃʰ u ʔ u l			2089	0.6899	
6537	Qeqchi	Mayan	NIPPLE	ru'uj tu'	ru'uj_tu'	r u ʔ u x + t u ʔ			2088	0.7707	
8390	Otomi	Otomanguean	NIPPLE	ts'u̲ (2)	ts'u̲	ts ʔ u			2089	0.7203	
8391	Otomi	Otomanguean	NIPPLE	do'ba	do'ba	d o ˀb a			2089	0.3667	
8392	Otomi	Otomanguean	NIPPLE	txitxi	txitxi	t̪ x i t̪ x i	Spanish	teta	2089	0.3462	
10449	ImbaburaQuechua	Quechuan	NIPPLE	chuchu uma	chuchu_uma	tʃ u tʃ u + u m a			2089	0.3481	
11630	Wichi	Matacoan	NIPPLE	tot’ate lapes	tot’ate_lapes	t o t ʔ a t e + l a p e s			2089	0.6498	
12902	Mapudungun	Araucanian	NIPPLE	longko moyo	longko_moyo	l o ŋ k o + m o y o			2088	0.8559	
280	Portuguese	Indo-European	NIT	lêndea	lêndea	l ẽ dʒ i ɐ					
1974	Spanish	Indo-European	NIT	liendre	liendre	l j e n d ɾ e					
3691	Yaqui	Uto-Aztecan	NIT	natchi’ika	natchi’ika	n a t tʃ i ʔ i k a			1974	0.7858	
5100	ZinacantanTzotzil	Mayan	NIT	ton 7uch’	ton_7uch’	t o n + ʔ u tʃʼ			1974	0.8559	
6409	Qeqchi	Mayan	NIT	k’ot uk’	k’ot_uk’	kʼ o t + u kʼ			1974	0.8231	
8270	Otomi	Otomanguean	NIT	bo̲t'o	bo̲t'o	b ə t̪ʼ o			1974	0.6308	
10355	ImbaburaQuechua	Quechuan	NIT	tsiya	tsiya	ts i j a			1974	0.8479	
11519	Wichi	Matacoan	NIT	lha’ lhech’elh	lha’_lhech’elh	lˠ a ʔ + lˠ e tʃ ʔ e l̥			1974	0.6507	
12804	Mapudungun	Araucanian	NIT	ütren	ütren	ɨ ʈʂ e n			1974	0.7641	
1458	Portuguese	Indo-European	NO	não	não	n ɐ̃ũ					
1459	Portuguese	Indo-European	NO	negativo	negativo	n e ɡ a tʃ i v u					
3216	Spanish	Indo-European	NO	no	no	n o					
3217	Spanish	Indo-European	NO	negativo	negativo	n e ɣ a t i β o					
4709	Yaqui	Uto-Aztecan	NO	kaa	kaa	k aː			3216	0.7333	
4710	Yaqui	Uto-Aztecan	NO	e’e (1)	e’e	e ʔ e			3217	0.8365	
6014	ZinacantanTzotzil	Mayan	NO	mu7yuk	mu7yuk	m u ʔ j u k			3217	0.8517	
6015	ZinacantanTzotzil	Mayan	NO	muk’ (2)	muk’	m u kʼ			3216	0.7692	
7712	Qeqchi	Mayan	NO	ink'a'	ink'a'	i n kʼ a ʔ			3216	0.6587	
7713	Qeqchi	Mayan	NO	moko... ta	moko..._ta	m o k o + t a			3217	0.8139	
9822	Otomi	Otomanguean	NO	hi'nä	hi'nä	h i ˀn ɐ			3216	0.5795	
9823	Otomi	Otomanguean	NO	hingi	hingi	h i n g i			3216	0.6825	
9824	Otomi	Otomanguean	NO	o (1)	o	o			3216	0.5615	
11180	ImbaburaQuechua	Quechuan	NO	mana	mana	m a n a			3216	0.5795	
12398	Wichi	Matacoan	NO	ka	ka	k a	Pilagá	qa	3216	0.7333	
13666	Mapudungun	Araucanian	NO	no	no	n o	Spanish	no	3216	0.0000	3216
1532	Portuguese	Indo-European	NOBLE	nobre	nobre	n ɔ b ɾ i					
3299	Spanish	Indo-European	NOBLE	noble	noble	n o β l e					
9950	Otomi	Otomanguean	NOBLE	hogumui	hogumui	h o g u m u i			3299	0.8425	
1125	Portuguese	Indo-European	NORTH	norte	norte	n ɔ ʁ tʃ i					
2858	Spanish	Indo-European	NORTH	norte	norte	n o ɾ t e					
4411	Yaqui	Uto-Aztecan	NORTH	ta’ata aman komwechebetana	ta’ata_aman_komwechebetana	t a ʔ a t a + a m a n + k o m w e tʃ e b e t a n a			2858	0.9535	
4412	Yaqui	Uto-Aztecan	NORTH	noote	noote	n oː t e	Spanish	norte	2858	0.1670	2858
5758	ZinacantanTzotzil	Mayan	NORTH	shokon vinahel	shokon_vinahel	ʃ o k o n + v i n a h e l			2858	0.8815	
7311	Qeqchi	Mayan	NORTH	releb' iq'	releb'_iq'	r e l e ɓ + i qʼ			2858	0.8178	
9345	Otomi	Otomanguean	NORTH	norte	norte	n o r t̪ e	Spanish	norte	2858	0.0000	2858
10932	ImbaburaQuechua	Quechuan	NORTH	urai	urai	u ɾ a i			2858	0.4923	
12147	Wichi	Matacoan	NORTH	tolhu tayhi	tolhu_tayhi	t o lˠ u + t a j h i			2858	0.8441	
13416	Mapudungun	Araucanian	NORTH	pikun	pikun	p i k u n			2858	0.8788	
351	Portuguese	Indo-European	NOSE	nariz	nariz	n a ɾ i ʃ					
2045	Spanish	Indo-European	NOSE	nariz	nariz	n a ɾ i s					
3755	Yaqui	Uto-Aztecan	NOSE	yeka	yeka	j e k a			2045	0.8088	
5171	ZinacantanTzotzil	Mayan	NOSE	ni7	ni7	n i ʔ			2045	0.4509	
6492	Qeqchi	Mayan	NOSE	u’uj	u’uj	u ʔ u x			2045	0.6176	
8347	Otomi	Otomanguean	NOSE	xiñu	xiñu	x i ɲ u			2045	0.7967	
10411	ImbaburaQuechua	Quechuan	NOSE	singa	singa	s i ŋ g a			2045	0.7962	
11591	Wichi	Matacoan	NOSE	tonhes	tonhes	t o n̥ e s			2045	0.5500	
12863	Mapudungun	Araucanian	NOSE	yu	yu	y u			2045	0.9538	
352	Portuguese	Indo-European	NOSTRIL	narina	narina	n a ɾ i n ɐ					
2046	Spanish	Indo-European	NOSTRIL	ventana de la nariz	ventana_de_la_nariz	b e n t a n a + ð e + l a + n a ɾ i s					
3756	Yaqui	Uto-Aztecan	NOSTRIL	yeka wojo’oria	yeka_wojo’oria	j e k a + w o j o ʔ o r i a			2046	0.8419	
5172	ZinacantanTzotzil	Mayan	NOSTRIL	be sim	be_sim	ɓ e + s i m			2046	0.8065	
6493	Qeqchi	Mayan	NOSTRIL	sa’ u’uj	sa’_u’uj	s a ʔ + u ʔ u x			2046	0.8222	
8348	Otomi	Otomanguean	NOSTRIL	oku̲xiñu	oku̲xiñu	o k u x i ɲ u			2046	0.8637	
10412	ImbaburaQuechua	Quechuan	NOSTRIL	singa utuju	singa_utuju	s i ŋ g a + u t u x u			2046	0.7515	
11592	Wichi	Matacoan	NOSTRIL	tonhespe’	tonhespe’	t o n̥ e s p e ʔ			2046	0.8757	
12864	Mapudungun	Araucanian	NOSTRIL	wechoz yu	wechoz_yu	w e tʃ o z + y u			2046	0.8059	
1164	Portuguese	Indo-European	NOTHING OR ZERO	zero	zero	z ɛ ɾ u					
1165	Portuguese	Indo-European	NOTHING OR ZERO	nada	nada	n a d ɐ					
2899	Spanish	Indo-European	NOTHING OR ZERO	cero	cero	s ɛ ɾ o					
2900	Spanish	Indo-European	NOTHING OR ZERO	nada	nada	n a ð a					
1220	Portuguese	Indo-European	NOW	agora	agora	a ɡ ɔ ɾ ɐ					
2952	Spanish	Indo-European	NOW	ahora	ahora	a o ɾ a					
4504	Yaqui	Uto-Aztecan	NOW	ian ~ i’ani	ian	i a n			2952	0.8022	
5834	ZinacantanTzotzil	Mayan	NOW	li7	li7	l i ʔ			2952	0.7744	
5835	ZinacantanTzotzil	Mayan	NOW	sha	sha	ʃ a			2952	0.8132	
7454	Qeqchi	Mayan	NOW	anaqwan	anaqwan	a n a qʷ a n			2952	0.8059	
9482	Otomi	Otomanguean	NOW	nu'bya	nu'bya	n u ˀb j a			2952	0.7513	
9483	Otomi	Otomanguean	NOW	-‘bya	-‘bya	ˀb j a			2952	0.8821	
11004	ImbaburaQuechua	Quechuan	NOW	kunan (1)	kunan	k u n a ŋ			2952	0.7718	
12222	Wichi	Matacoan	NOW	athana	athana	a tʰ a n a			2952	0.7147	
13493	Mapudungun	Araucanian	NOW	fewla	fewla	f e w l a			2952	0.6154	
582	Portuguese	Indo-European	NUT	noz	noz	n ɔ ʃ					
2274	Spanish	Indo-European	NUT	nuez	nuez	n w e s					
3953	Yaqui	Uto-Aztecan	NUT	nues	nues	n u e s	Spanish	nuez	2274	0.2308	2274
6740	Qeqchi	Mayan	NUT	nwes	nwes	n w e s	Spanish	nuez	2274	0.0000	2274
8601	Otomi	Otomanguean	NUT	de̲mu̲za	de̲mu̲za	d æ m u z a			2274	0.7365	
8602	Otomi	Otomanguean	NUT	nwes	nwes	nʷ e s	Spanish	nuez	2274	0.1974	2274
10574	ImbaburaQuechua	Quechuan	NUT	nuwis	nuwis	n u w i s	Spanish	nuez	2274	0.2410	2274
785	Portuguese	Indo-European	OAK	carvalho	carvalho	k a ʁ v a ʎ u					
2482	Spanish	Indo-European	OAK	roble	roble	r o β l e					
5508	ZinacantanTzotzil	Mayan	OAK	tulan	tulan	t u l a n			2482	0.6654	
6927	Qeqchi	Mayan	OAK	ji	ji	x i			2482	0.9538	
8842	Otomi	Otomanguean	OAK	dozaa	dozaa	d o z aː			2482	0.7692	
8843	Otomi	Otomanguean	OAK	xiza	xiza	x i z a			2482	0.8264	
11895	Wichi	Matacoan	OAK	hal’o	hal’o	h a l ʔ o			2482	0.6288	
13182	Mapudungun	Araucanian	OAK	koyam	koyam	k o y a m			2482	0.8828	
1000	Portuguese	Indo-European	OAR	remo	remo	ʁ ɛ m u					
2717	Spanish	Indo-European	OAR	remo	remo	r e m o					
4309	Yaqui	Uto-Aztecan	OAR	reemom	reemom	r eː m o m	Spanish	remo	2717	0.1868	2717
5671	ZinacantanTzotzil	Mayan	OAR	pala te7	pala_te7	pʰ a l a + t e ʔ	Spanish	pala	2717	0.8579	
7185	Qeqchi	Mayan	OAR	paleta	paleta	p a l e t a	Spanish	paleta	2717	0.7559	
7186	Qeqchi	Mayan	OAR	kanaleta	kanaleta	k a n a l e t a	Spanish	canaleta	2717	0.8333	
9191	Otomi	Otomanguean	OAR	ñänzaa	ñänzaa	ɲ ɐ n z aː			2717	0.7462	
10849	ImbaburaQuechua	Quechuan	OAR	kawina	kawina	k a w i n a			2717	0.8174	
12048	Wichi	Matacoan	OAR	tsalanacha	tsalanacha	ts a l a n a tʃ a	Spanish	chalana	2717	0.8402	
13325	Mapudungun	Araucanian	OAR	remo	remo	ɻ e m o	Spanish	remo	2717	0.0000	2717
13326	Mapudungun	Araucanian	OAR	kawewe	kawewe	k a w e w e	Quechua	qawiy	2717	0.8379	
768	Portuguese	Indo-European	OAT	aveia	aveia	a v ei ɐ					
2467	Spanish	Indo-European	OAT	avena	avena	a β e n a					
4113	Yaqui	Uto-Aztecan	OAT	abeena	abeena	a b eː n a	Spanish	avena	2467	0.1143	2467
8825	Otomi	Otomanguean	OAT	benä	benä	b e n ɐ	Spanish	avena	2467	0.3444	
10695	ImbaburaQuechua	Quechuan	OAT	abina	abina	a b i n a	Spanish	avena	2467	0.1429	2467
13168	Mapudungun	Araucanian	OAT	afena	afena	a f e n a	Spanish	avena	2467	0.0000	2467
1634	Portuguese	Indo-European	OATH	juramento	juramento	ʒ u ɾ ɐ m ẽ t u					
3398	Spanish	Indo-European	OATH	juramento	juramento	x u ɾ a m e n t o					
4843	Yaqui	Uto-Aztecan	OATH	juraroawame	juraroawame	j u r a r o a w a m e	Spanish	juramento	3398	0.6080	
7873	Qeqchi	Mayan	OATH	somenkil	somenkil	s o m e n k i l			3398	0.4849	
10096	Otomi	Otomanguean	OATH	hnoni jwä	hnoni_jwä	h n o n i + xʷ ɐ			3398	0.8246	
11288	ImbaburaQuechua	Quechuan	OATH	juramintu	juramintu	x u ɾ a m i n d u	Spanish	juramento	3398	0.0286	3398
1544	Portuguese	Indo-European	OBEY	obedecer	obedecer	o b e d e s e ʁ					
3311	Spanish	Indo-European	OBEY	obedecer	obedecer	o β e ð e s ɛ ɾ					
4781	Yaqui	Uto-Aztecan	OBEY	jikkaja	jikkaja	j i k k a j a			3311	0.8359	
6075	ZinacantanTzotzil	Mayan	OBEY	ch’un mantal	ch’un_mantal	tʃʼ u n + m a n t a l	Tzeltal	ch’uhunel mandar	3311	0.8376	
7792	Qeqchi	Mayan	OBEY	ab'ink	ab'ink	a ɓ i n kʰ			3311	0.7808	
9971	Otomi	Otomanguean	OBEY	o̲de	o̲de	ə d e			3311	0.7577	
11245	ImbaburaQuechua	Quechuan	OBEY	uyana (1)	uyana	u j a n a			3311	0.8202	
12468	Wichi	Matacoan	OBEY	iwuyey	iwuyey	i w u j e j			3311	0.6982	
13723	Mapudungun	Araucanian	OBEY	tangkün	tangkün	t a ŋ k ɨ n			3311	0.8175	
1435	Portuguese	Indo-European	OBSCURE	obscuro	obscuro	o b ʃ k u ɾ u					
3192	Spanish	Indo-European	OBSCURE	obscuro	obscuro	o β s k u ɾ o					
4688	Yaqui	Uto-Aztecan	OBSCURE	kaa maachi	kaa_maachi	k aː + m aː tʃ i			3192	0.9008	
7693	Qeqchi	Mayan	OBSCURE	ink’a’ ch’olch’o	ink’a’_ch’olch’o	i n kʼ a ʔ + tʃʼ o l tʃʼ o			3192	0.8125	
9782	Otomi	Otomanguean	OBSCURE	mbots'i (1)	mbots'i	m b o tsʼ i			3192	0.8194	
9783	Otomi	Otomanguean	OBSCURE	'bexui	'bexui	ˀb e x u i			3192	0.7484	
11162	ImbaburaQuechua	Quechuan	OBSCURE	amsa (1)	amsa	a m s a			3192	0.6661	
12381	Wichi	Matacoan	OBSCURE	naknelhoja	naknelhoja	n a k n e lˠ o x a			3192	0.6517	
13651	Mapudungun	Araucanian	OBSCURE	zumiñ	zumiñ	z u m i ɲ			3192	0.7466	
30	Portuguese	Indo-European	OCEAN	oceano	oceano	o s i ɐ n u					
1713	Spanish	Indo-European	OCEAN	océano	océano	o s e a n o					
3472	Yaqui	Uto-Aztecan	OCEAN	bwe’u baawe	bwe’u_baawe	bʷ e ʔ u + b aː w e			1713	0.8178	
4911	ZinacantanTzotzil	Mayan	OCEAN	nab	nab	n a b			1713	0.7321	
6172	Qeqchi	Mayan	OCEAN	palaw	palaw	p a l a w	Ch’olti’	palaw	1713	0.8174	
7952	Otomi	Otomanguean	OCEAN	däzabi	däzabi	d ɐ z a b i			1713	0.4904	
10182	ImbaburaQuechua	Quechuan	OCEAN	mama kucha	mama_kucha	m a m a + k u tʃ a			1713	0.9020	
11341	Wichi	Matacoan	OCEAN	inot litak	inot_litak	i n o t + l i t a k			1713	0.7853	
12567	Mapudungun	Araucanian	OCEAN	ḻafkeṉ	ḻafkeṉ	l̪ a f k e n̪			1713	0.5801	
1239	Portuguese	Indo-European	OFTEN	amiúde	amiúde	ɐ m i u dʒ i					
2977	Spanish	Indo-European	OFTEN	a menudo	a_menudo	a + m e n u ð o					
2978	Spanish	Indo-European	OFTEN	frecuentemente	frecuentemente	f ɾ e k w e n t e m e n t e					
4524	Yaqui	Uto-Aztecan	OFTEN	jiba jeela	jiba_jeela	j i b a + j eː l a			2977	0.8364	
5849	ZinacantanTzotzil	Mayan	OFTEN	toyol	toyol	t o j o l			2977	0.8598	
7480	Qeqchi	Mayan	OFTEN	kok’sa’	kok’sa’	k o kʼ s a ʔ			2978	0.8387	
9508	Otomi	Otomanguean	OFTEN	jat'o	jat'o	x a t̪ʼ o			2977	0.7077	
11015	ImbaburaQuechua	Quechuan	OFTEN	kutin kutin	kutin_kutin	k u t i n + k u t i ŋ			2978	0.7803	
13505	Mapudungun	Araucanian	OFTEN	müchaike	müchaike	m ɨ tʃ a i k e			2977	0.5611	
584	Portuguese	Indo-European	OIL (ORGANIC SUBSTANCE)	azeite	azeite	a z ei tʃ i					
585	Portuguese	Indo-European	OIL (ORGANIC SUBSTANCE)	óleo	óleo	ɔ l i u					
2277	Spanish	Indo-European	OIL (ORGANIC SUBSTANCE)	aceite	aceite	a s e i t e					
3955	Yaqui	Uto-Aztecan	OIL (ORGANIC SUBSTANCE)	aseite	aseite	a s e i t e	Spanish	aceite	2277	0.0000	2277
5377	ZinacantanTzotzil	Mayan	OIL (ORGANIC SUBSTANCE)	7asete	7asete	ʔ a s e t e	Spanish	aceite	2277	0.1404	2277
6742	Qeqchi	Mayan	OIL (ORGANIC SUBSTANCE)	aseet	aseet	a s eː tʰ	Spanish	aceite	2277	0.1290	2277
8603	Otomi	Otomanguean	OIL (ORGANIC SUBSTANCE)	nziki	nziki	n z i k i			2277	0.6451	
8604	Otomi	Otomanguean	OIL (ORGANIC SUBSTANCE)	asete	asete	a s e t̪ e	Spanish	aceite	2277	0.0000	2277
10576	ImbaburaQuechua	Quechuan	OIL (ORGANIC SUBSTANCE)	asiyti	asiyti	a s i j t i	Spanish	aceite	2277	0.1962	2277
11760	Wichi	Matacoan	OIL (ORGANIC SUBSTANCE)	aseitaj	aseitaj	a s e i t a x	Spanish	aceite	2277	0.1827	2277
672	Portuguese	Indo-European	OINTMENT	ungüento	ungüento	ũ ɡ ẽ t u					
2367	Spanish	Indo-European	OINTMENT	ungüento	ungüento	u n g w e n t o					
4044	Yaqui	Uto-Aztecan	OINTMENT	jittoa	jittoa	j i t t o a			2367	0.6810	
6820	Qeqchi	Mayan	OINTMENT	b'anol u	b'anol_u	ɓ a n o l + u			2367	0.7650	
8717	Otomi	Otomanguean	OINTMENT	njots'i	njots'i	n x o tsʼ i			2367	0.4755	
8718	Otomi	Otomanguean	OINTMENT	unwento	unwento	u nʷ e n t̪ o	Spanish	ungüento	2367	0.2294	2367
10635	ImbaburaQuechua	Quechuan	OINTMENT	llutana jambi	llutana_jambi	ʒ u t a n a + x a m b i			2367	0.7877	
11828	Wichi	Matacoan	OINTMENT	mak t’alho	mak_t’alho	m a k + t ʔ a lˠ o			2367	0.9213	
13100	Mapudungun	Araucanian	OINTMENT	puma (2)	puma	p u m a	Spanish	pomada	2367	0.8599	
1217	Portuguese	Indo-European	OLD	velho	velho	v ɛ ʎ u					
2949	Spanish	Indo-European	OLD	viejo	viejo	b j e x o					
4501	Yaqui	Uto-Aztecan	OLD	o’ora	o’ora	o ʔ o r a			2949	0.8000	
5832	ZinacantanTzotzil	Mayan	OLD	k’a7	k’a7	kʼ a ʔ			2949	0.8296	
5833	ZinacantanTzotzil	Mayan	OLD	mol	mol	m o l			2949	0.9124	
7448	Qeqchi	Mayan	OLD	q'eel	q'eel	qʼ eː l			2949	0.8296	
7449	Qeqchi	Mayan	OLD	mama’	mama’	m a m a ʔ			2949	0.8481	
7450	Qeqchi	Mayan	OLD	tiix	tiix	t iː ʃ	Ch’olan	*ti’ix	2949	0.7491	
9475	Otomi	Otomanguean	OLD	xita (2)	xita	x i t̪ a			2949	0.7890	
9476	Otomi	Otomanguean	OLD	txu (2)	txu	t̪ x u			2949	0.7444	
11001	ImbaburaQuechua	Quechuan	OLD	ruku	ruku	ʐ u k u			2949	0.6176	
