ID	DOCULECT	LANGUAGE_FAMILY	CONCEPT	VALUE	FORM	TOKENS	BORROWED_SCORE	DONOR_LANGUAGE	DONOR_VALUE	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SOURCE_LANGUAGE	SOURCE_ID	DET_STATUS
5157	Qeqchi	Mayan	LOCK	kantaaw	kantaaw	k a n t aː w	1.0	Spanish	candado	1 7 4 1 7 6	AXMBYN	KANTAW	4	4.K.C 4.A.V 4.N.c 4.T.C 4.A.V 4.W.c	2.0 1.5 1.1 1.75 1.3 0.8	kantaːw	0	Spanish	707	tp
7053	Otomi	Otomanguean	LOCK	njot'i	njot'i	n x o t̪ʼ i	0.0			4 3 7 1 7	ACYBZ	NGUTI	3	3.N.C 3.G.C 3.U.V 3.T.C 3.I.V	2.0 1.5 1.3 1.75 0.8	nxot̪ʼi	0			tn
10158	Wichi	Matacoan	LOCK	lape lhele	lape_lhele	l a p e + lˠ e l e	0.0			5 7 1 7 9 5 7 5 7	AXBZ_AXBZ	LAPE_LELE	6	6.L.C 6.A.V 6.P.C 6.E.V 6._._ 6.L.C 6.E.V 6.L.C 6.E.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8	lape+lˠele	0			tn
11429	Mapudungun	Araucanian	LOCK	kanzaw	kanzaw	k a n z a w	1.0	Spanish	candado	1 7 4 3 7 6	AXMBYN	KANSAW	2	2.K.C 2.A.V 2.N.c 2.S.C 2.A.V 2.W.c	2.0 1.5 1.1 1.75 1.3 0.8	kanzaw	0	Spanish	707	tp
1183	Spanish	Indo-European	LONG	largo	largo	l a ɾ ɣ o				5 7 5 3 7	AXMBZ	LARGU	5	5.L.C 5.A.V 5.R.c 5.G.C 5.U.V	2.0 1.5 1.1 1.75 0.8	laɾɣo	0			
2738	Yaqui	Uto-Aztecan	LONG	teebe	teebe	t eː b e	0.0			1 7 1 7	AXBZ	TEPE	7	7.T.C 7.E.V 7.P.C 7.E.V	2.0 1.5 1.75 0.8	teːbe	0			tn
4081	ZinacantanTzotzil	Mayan	LONG	bitzbitz	bitzbitz	ɓ i tsʰ ɓ i tsʰ	0.0			1 7 2 1 7 2	AXMBYN	PICPIC	8	8.P.C 8.I.V 8.C.c 8.P.C 8.I.V 8.C.c	2.0 1.5 1.1 1.75 1.3 0.8	ɓitsʰɓitsʰ	0			tn
4082	ZinacantanTzotzil	Mayan	LONG	tz’upul	tz’upul	tsʼ u p u l	0.0			1 7 1 7 5	AXBYN	TYPYL	8	8.T.C 8.Y.V 8.P.C 8.Y.V 8.L.c	2.0 1.5 1.75 1.3 0.8	tsʼupul	1			tn
4083	ZinacantanTzotzil	Mayan	LONG	natil	natil	n a t i l	0.0			4 7 1 7 5	AXBYN	NATIL	8	8.N.C 8.A.V 8.T.C 8.I.V 8.L.c	2.0 1.5 1.75 1.3 0.8	natil	0			tn
4084	ZinacantanTzotzil	Mayan	LONG	tintin	tintin	t i n t i n	0.0			1 7 4 1 7 4	AXMBYN	TINTIN	8	8.T.C 8.I.V 8.N.c 8.T.C 8.I.V 8.N.c	2.0 1.5 1.1 1.75 1.3 0.8	tintin	0			tn
5641	Qeqchi	Mayan	LONG	najt roq	najt_roq	n a x t + ɾ o qʰ	0.0			4 7 3 1 9 5 7 1	AXLN_AXN	NAGT_RUK	4	4.N.C 4.A.V 4.G.c 4.T.c 4._._ 4.R.C 4.U.V 4.K.c	2.0 1.5 1.1 0.8 0.0 2.0 1.5 0.8	naxt+ɾoqʰ	0			tn
5642	Qeqchi	Mayan	LONG	nim xkelam	nim_xkelam	n i m + ʃ k e l a m	0.0			4 7 4 9 3 1 7 5 7 4	AXN_ACYBYN	NIM_SKELAM	4	4.N.C 4.I.V 4.M.c 4._._ 4.S.C 4.K.C 4.E.V 4.L.C 4.A.V 4.M.c	2.0 1.5 0.8 0.0 2.0 1.5 1.3 1.75 1.3 0.8	nim+ʃkelam	0			tn
5643	Qeqchi	Mayan	LONG	jukuch	jukuch	x u k u tʃ	0.0			3 7 1 7 1	AXBYN	GYKYT	4	4.G.C 4.Y.V 4.K.C 4.Y.V 4.T.c	2.0 1.5 1.75 1.3 0.8	xukutʃ	0			tn
5644	Qeqchi	Mayan	LONG	lujuch	lujuch	l u x u tʃ	0.0			5 7 3 7 1	AXBYN	LYGYT	4	4.L.C 4.Y.V 4.G.C 4.Y.V 4.T.c	2.0 1.5 1.75 1.3 0.8	luxutʃ	0			tn
7672	Otomi	Otomanguean	LONG	xi ma	xi_ma	x i + m a	0.0			3 7 9 4 7	AX_AX	GI_MA	3	3.G.C 3.I.V 3._._ 3.M.C 3.A.V	2.0 1.5 0.0 2.0 1.5	xi+ma	0			tn
7673	Otomi	Otomanguean	LONG	xi maki	xi_maki	x i + m a k i	0.0			3 7 9 4 7 1 7	AX_AXBZ	GI_MAKI	3	3.G.C 3.I.V 3._._ 3.M.C 3.A.V 3.K.C 3.I.V	2.0 1.5 0.0 2.0 1.5 1.75 0.8	xi+maki	0			tn
9256	ImbaburaQuechua	Quechuan	LONG	suni	suni	s u n i	0.0			3 7 4 7	AXBZ	SYNI	1	1.S.C 1.Y.V 1.N.C 1.I.V	2.0 1.5 1.75 0.8	suni	0			tn
10471	Wichi	Matacoan	LONG	pitaj	pitaj	p i t a x	0.0			1 7 1 7 3	AXBYN	PITAG	6	6.P.C 6.I.V 6.T.C 6.A.V 6.G.c	2.0 1.5 1.75 1.3 0.8	pitax	0			tn
11740	Mapudungun	Araucanian	LONG	alütuw	alütuw	a l ɨ t u w	0.0			7 5 7 1 7 6	XBYBYN	ALITYW	2	2.A.V 2.L.C 2.I.V 2.T.C 2.Y.V 2.W.c	1.5 1.75 1.3 1.75 1.3 0.8	alɨtuw	0			tn
1359	Spanish	Indo-European	LOOK	mirar	mirar	m i ɾ a ɾ				4 7 5 7 5	AXBYN	MIRAR	5	5.M.C 5.I.V 5.R.C 5.A.V 5.R.c	2.0 1.5 1.75 1.3 0.8	miɾaɾ	0			
1360	Spanish	Indo-European	LOOK	contemplar	contemplar	k o n t e m p l a ɾ				1 7 4 1 7 4 1 5 7 5	AXMBYMBCYN	KUNTEMPLAR	5	5.K.C 5.U.V 5.N.c 5.T.C 5.E.V 5.M.c 5.P.C 5.L.C 5.A.V 5.R.c	2.0 1.5 1.1 1.75 1.3 1.1 1.75 1.5 1.3 0.8	kontemplaɾ	0			
2899	Yaqui	Uto-Aztecan	LOOK	bitchu	bitchu	b i t tʃ u	0.0			1 7 1 1 7	AXMBZ	PITTY	7	7.P.C 7.I.V 7.T.c 7.T.C 7.Y.V	2.0 1.5 1.1 1.75 0.8	bittʃu	0			tn
4214	ZinacantanTzotzil	Mayan	LOOK	k’e	k’e	kʼ e	0.0			1 7	AX	KE	8	8.K.C 8.E.V	2.0 1.5	kʼe	0			tn
5857	Qeqchi	Mayan	LOOK	ka’yank	ka’yank	k a ʔ j a n kʰ	0.0			1 7 1 6 7 4 1	AXBCYLN	KAHJANK	4	4.K.C 4.A.V 4.H.C 4.J.C 4.A.V 4.N.c 4.K.c	2.0 1.5 1.75 1.5 1.3 1.1 0.8	kaʔjankʰ	0			tn
7908	Otomi	Otomanguean	LOOK	handi	handi	h a n d i	0.0			3 7 4 1 7	AXMBZ	HANTI	3	3.H.C 3.A.V 3.N.c 3.T.C 3.I.V	2.0 1.5 1.1 1.75 0.8	handi	0			tn
7909	Otomi	Otomanguean	LOOK	he'mi	he'mi	h e ˀm i	0.0			3 7 4 7	AXBZ	HEMI	3	3.H.C 3.E.V 3.M.C 3.I.V	2.0 1.5 1.75 0.8	heˀmi	0			tn
7910	Otomi	Otomanguean	LOOK	no̲ts'e	no̲ts'e	n ə tsʼ e	0.0			4 7 1 7	AXBZ	NETE	3	3.N.C 3.E.V 3.T.C 3.E.V	2.0 1.5 1.75 0.8	nətsʼe	0			tn
9381	ImbaburaQuechua	Quechuan	LOOK	rikuna (2)	rikuna	ʐ i k u n a	0.0			3 7 1 7 4 7	AXBYBZ	SIKYNA	1	1.S.C 1.I.V 1.K.C 1.Y.V 1.N.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	ʐikuna	1			tn
10595	Wichi	Matacoan	LOOK	iyahin	iyahin	i j a h i n	0.0			7 6 7 3 7 4	XBYBYN	IJAHIN	6	6.I.V 6.J.C 6.A.V 6.H.C 6.I.V 6.N.c	1.5 1.75 1.3 1.75 1.3 0.8	ijahin	0			tn
11866	Mapudungun	Araucanian	LOOK	lelinien	lelinien	l e l i n i e n	0.0			5 7 5 7 4 7 7 4	AXBYBYYN	LELINIEN	2	2.L.C 2.E.V 2.L.C 2.I.V 2.N.C 2.I.V 2.E.V 2.N.c	2.0 1.5 1.75 1.3 1.75 1.3 1.3 0.8	lelinien	0			tn
1069	Spanish	Indo-European	LOOK FOR	buscar	buscar	b u s k a ɾ				1 7 3 1 7 5	AXMBYN	PYSKAR	5	5.P.C 5.Y.V 5.S.c 5.K.C 5.A.V 5.R.c	2.0 1.5 1.1 1.75 1.3 0.8	buskaɾ	0			
2650	Yaqui	Uto-Aztecan	LOOK FOR	jariwa	jariwa	j a r i w a	0.0			6 7 5 7 6 7	AXBYBZ	JARIWA	7	7.J.C 7.A.V 7.R.C 7.I.V 7.W.C 7.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jariwa	0			tn
4003	ZinacantanTzotzil	Mayan	LOOK FOR	sa7	sa7	s a ʔ	0.0			3 7 1	AXN	SAH	8	8.S.C 8.A.V 8.H.c	2.0 1.5 0.8	saʔ	0			tn
5525	Qeqchi	Mayan	LOOK FOR	sik'ok	sik'ok	s i kʼ o kʰ	0.0			3 7 1 7 1	AXBYN	SIKUK	4	4.S.C 4.I.V 4.K.C 4.U.V 4.K.c	2.0 1.5 1.75 1.3 0.8	sikʼokʰ	0			tn
7544	Otomi	Otomanguean	LOOK FOR	honi	honi	h o n i	0.0			3 7 4 7	AXBZ	HUNI	3	3.H.C 3.U.V 3.N.C 3.I.V	2.0 1.5 1.75 0.8	honi	1			tn
9180	ImbaburaQuechua	Quechuan	LOOK FOR	maskana	maskana	m a s k a n a	0.0			4 7 3 1 7 4 7	AXMBYBZ	MASKANA	1	1.M.C 1.A.V 1.S.c 1.K.C 1.A.V 1.N.C 1.A.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	maskana	0			tn
10384	Wichi	Matacoan	LOOK FOR	t’ekwe	t’ekwe	t ʔ e kʷ e	0.0			1 1 7 1 7	ACYBZ	THEKE	6	6.T.C 6.H.C 6.E.V 6.K.C 6.E.V	2.0 1.5 1.3 1.75 0.8	tʔekʷe	0			tn
11659	Mapudungun	Araucanian	LOOK FOR	kintun	kintun	k i n t u n	0.0			1 7 4 1 7 4	AXMBYN	KINTYN	2	2.K.C 2.I.V 2.N.c 2.T.C 2.Y.V 2.N.c	2.0 1.5 1.1 1.75 1.3 0.8	kintun	0			tn
628	Spanish	Indo-European	LOOM	telar	telar	t e l a ɾ				1 7 5 7 5	AXBYN	TELAR	5	5.T.C 5.E.V 5.L.C 5.A.V 5.R.c	2.0 1.5 1.75 1.3 0.8	telaɾ	0			
2310	Yaqui	Uto-Aztecan	LOOM	wikiata joowa’apo	wikiata_joowa’apo	w i k i a t a + j oː w a ʔ a p o	0.0			6 7 1 7 7 1 7 9 6 7 6 7 1 7 1 7	AXBYYBZ_AXBYBYBZ	WIKIATA_JUWAHAPU	7	7.W.C 7.I.V 7.K.C 7.I.V 7.A.V 7.T.C 7.A.V 7._._ 7.J.C 7.U.V 7.W.C 7.A.V 7.H.C 7.A.V 7.P.C 7.U.V	2.0 1.5 1.75 1.3 1.3 1.75 0.8 0.0 2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	wikiata+joːwaʔapo	0			tn
3725	ZinacantanTzotzil	Mayan	LOOM	holobil	holobil	h o l o ɓ i l	0.0			3 7 5 7 1 7 5	AXBYBYN	HULUPIL	8	8.H.C 8.U.V 8.L.C 8.U.V 8.P.C 8.I.V 8.L.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	holoɓil	0			tn
5090	Qeqchi	Mayan	LOOM	kemleb'	kemleb'	k e m l e ɓ	0.0			1 7 4 5 7 1	AXBCYN	KEMLEP	4	4.K.C 4.E.V 4.M.C 4.L.C 4.E.V 4.P.c	2.0 1.5 1.75 1.5 1.3 0.8	kemleɓ	0			tn
6962	Otomi	Otomanguean	LOOM	'be	'be	ˀb e	0.0			1 7	AX	PE	3	3.P.C 3.E.V	2.0 1.5	ˀbe	0			tn
8921	ImbaburaQuechua	Quechuan	LOOM	tilar	tilar	t i l a ɾ	1.0	Spanish	telar	1 7 5 7 5	AXBYN	TILAR	1	1.T.C 1.I.V 1.L.C 1.A.V 1.R.c	2.0 1.5 1.75 1.3 0.8	tilaɾ	0	Spanish	628	tp
10105	Wichi	Matacoan	LOOM	toyik (1)	toyik	t o j i k	0.0			1 7 6 7 1	AXBYN	TUJIK	6	6.T.C 6.U.V 6.J.C 6.I.V 6.K.c	2.0 1.5 1.75 1.3 0.8	tojik	0			tn
11380	Mapudungun	Araucanian	LOOM	witral	witral	w i ʈʂ a l	0.0			6 7 2 7 5	AXBYN	WICAL	2	2.W.C 2.I.V 2.C.C 2.A.V 2.L.c	2.0 1.5 1.75 1.3 0.8	wiʈʂal	0			tn
1354	Spanish	Indo-European	LOUD	alta	alta	a l t a				7 5 1 7	XMBZ	ALTA	5	5.A.V 5.L.c 5.T.C 5.A.V	1.5 1.1 1.75 0.8	alta	0			
1355	Spanish	Indo-European	LOUD	ruidoso	ruidoso	r w i ð o s o				5 6 7 3 7 3 7	ACXBYBZ	RWIDUSU	5	5.R.C 5.W.C 5.I.V 5.D.C 5.U.V 5.S.C 5.U.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	rwiðoso	0			
2897	Yaqui	Uto-Aztecan	LOUD	jaiti jiia	jaiti_jiia	j a i t i + j iː a	0.0			6 7 7 1 7 9 6 7 7	AXYBZ_AXZ	JAITI_JIA	7	7.J.C 7.A.V 7.I.V 7.T.C 7.I.V 7._._ 7.J.C 7.I.V 7.A.V	2.0 1.5 1.3 1.75 0.8 0.0 2.0 1.5 0.8	jaiti+jiːa	1			tn
4210	ZinacantanTzotzil	Mayan	LOUD	tzotz (2)	tzotz	tsʰ o tsʰ	0.0			2 7 2	AXN	CUC	8	8.C.C 8.U.V 8.C.c	2.0 1.5 0.8	tsʰotsʰ	1			tn
5854	Qeqchi	Mayan	LOUD	kaw	kaw	k a w	0.0			1 7 6	AXN	KAW	4	4.K.C 4.A.V 4.W.c	2.0 1.5 0.8	kaw	0			tn
5855	Qeqchi	Mayan	LOUD	kaw xyaab'	kaw_xyaab'	k a w + ʃ j aː ɓ	0.0			1 7 6 9 3 6 7 1	AXN_ACXN	KAW_SJAP	4	4.K.C 4.A.V 4.W.c 4._._ 4.S.C 4.J.C 4.A.V 4.P.c	2.0 1.5 0.8 0.0 2.0 1.5 1.5 0.8	kaw+ʃjaːɓ	0			tn
7905	Otomi	Otomanguean	LOUD	nts’e̲di	nts’e̲di	n tsʼ æ d i	0.0			4 1 7 1 7	ACYBZ	NTETI	3	3.N.C 3.T.C 3.E.V 3.T.C 3.I.V	2.0 1.5 1.3 1.75 0.8	ntsʼædi	1			tn
9379	ImbaburaQuechua	Quechuan	LOUD	sinchi rimay	sinchi_rimay	s i n dʒ i + ɾ i m a j	0.0			3 7 4 1 7 9 5 7 4 7 6	AXMBZ_AXBYN	SINTI_RIMAJ	1	1.S.C 1.I.V 1.N.c 1.T.C 1.I.V 1._._ 1.R.C 1.I.V 1.M.C 1.A.V 1.J.c	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.75 1.3 0.8	sindʒi+ɾimaj	0			tn
10593	Wichi	Matacoan	LOUD	lapak t’enche	lapak_t’enche	l a p a k + t ʔ e n tʃ e	0.0			5 7 1 7 1 9 1 1 7 4 1 7	AXBYN_ACYMBZ	LAPAK_THENTE	6	6.L.C 6.A.V 6.P.C 6.A.V 6.K.c 6._._ 6.T.C 6.H.C 6.E.V 6.N.c 6.T.C 6.E.V	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.3 1.1 1.75 0.8	lapak+tʔentʃe	0			tn
290	Spanish	Indo-European	LOUSE	piojo	piojo	p j o x o				1 6 7 3 7	ACXBZ	PJUGU	5	5.P.C 5.J.C 5.U.V 5.G.C 5.U.V	2.0 1.5 1.5 1.75 0.8	pjoxo	0			
1412	Spanish	Indo-European	LOVE	querer	querer	k ɛ ɾ ɛ ɾ				1 7 5 7 5	AXBYN	KERER	5	5.K.C 5.E.V 5.R.C 5.E.V 5.R.c	2.0 1.5 1.75 1.3 0.8	kɛɾɛɾ	0			
1413	Spanish	Indo-European	LOVE	amar	amar	a m a ɾ				7 4 7 5	XBYN	AMAR	5	5.A.V 5.M.C 5.A.V 5.R.c	1.5 1.75 1.3 0.8	amaɾ	0			
2939	Yaqui	Uto-Aztecan	LOVE	waata	waata	w aː t a	0.0			6 7 1 7	AXBZ	WATA	7	7.W.C 7.A.V 7.T.C 7.A.V	2.0 1.5 1.75 0.8	waːta	0			tn
4253	ZinacantanTzotzil	Mayan	LOVE	k’an	k’an	kʼ a n	0.0			1 7 4	AXN	KAN	8	8.K.C 8.A.V 8.N.c	2.0 1.5 0.8	kʼan	0			tn
5922	Qeqchi	Mayan	LOVE	rahok	rahok	r a h o kʰ	0.0			5 7 3 7 1	AXBYN	RAHUK	4	4.R.C 4.A.V 4.H.C 4.U.V 4.K.c	2.0 1.5 1.75 1.3 0.8	rahokʰ	0			tn
5923	Qeqchi	Mayan	LOVE	oxloq'ink	oxloq'ink	o ʃ l o qʼ i n kʰ	0.0			7 3 5 7 1 7 4 1	XBCYBYLN	USLUKINK	4	4.U.V 4.S.C 4.L.C 4.U.V 4.K.C 4.I.V 4.N.c 4.K.c	1.5 1.75 1.5 1.3 1.75 1.3 1.1 0.8	oʃloqʼinkʰ	0			tn
7975	Otomi	Otomanguean	LOVE	ne (2)	ne	n e	0.0			4 7	AX	NE	3	3.N.C 3.E.V	2.0 1.5	ne	1			tn
7976	Otomi	Otomanguean	LOVE	mädi	mädi	m ɐ d i	0.0			4 7 1 7	AXBZ	METI	3	3.M.C 3.E.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8	mɐdi	0			tn
9420	ImbaburaQuechua	Quechuan	LOVE	juyana	juyana	x u j a n a	0.0			3 7 6 7 4 7	AXBYBZ	GYJANA	1	1.G.C 1.Y.V 1.J.C 1.A.V 1.N.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	xujana	0			tn
10634	Wichi	Matacoan	LOVE	yihemin	yihemin	y i h e m i n	0.0			7 7 3 7 4 7 4	XYBYBYN	YIHEMIN	6	6.Y.V 6.I.V 6.H.C 6.E.V 6.M.C 6.I.V 6.N.c	1.5 1.3 1.75 1.3 1.75 1.3 0.8	yihemin	0			tn
11903	Mapudungun	Araucanian	LOVE	ayün	ayün	a y ɨ n	0.0			7 7 7 4	XYYN	AYIN	2	2.A.V 2.Y.V 2.I.V 2.N.c	1.5 1.3 1.3 0.8	ayɨn	0			tn
11904	Mapudungun	Araucanian	LOVE	poyen	poyen	p o y e n	0.0			1 7 7 7 4	AXYYN	PUYEN	2	2.P.C 2.U.V 2.Y.V 2.E.V 2.N.c	2.0 1.5 1.3 1.3 0.8	poyen	0			tn
1153	Spanish	Indo-European	LOW	bajo	bajo	b a x o				1 7 3 7	AXBZ	PAGU	5	5.P.C 5.A.V 5.G.C 5.U.V	2.0 1.5 1.75 0.8	baxo	1			
2713	Yaqui	Uto-Aztecan	LOW	ko’ome’ela	ko’ome’ela	k o ʔ o m e ʔ e l a	0.0			1 7 1 7 4 7 1 7 5 7	AXBYBYBYBZ	KUHUMEHELA	7	7.K.C 7.U.V 7.H.C 7.U.V 7.M.C 7.E.V 7.H.C 7.E.V 7.L.C 7.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 1.75 0.8	koʔomeʔela	0			tn
4058	ZinacantanTzotzil	Mayan	LOW	pek’el	pek’el	pʰ e kʼ e l	0.0			1 7 1 7 5	AXBYN	PEKEL	8	8.P.C 8.E.V 8.K.C 8.E.V 8.L.c	2.0 1.5 1.75 1.3 0.8	pʰekʼel	0			tn
5609	Qeqchi	Mayan	LOW	kach'in xteram	kach'in_xteram	k a tʃʼ i n + ʃ t e ɾ a m	0.0			1 7 1 7 4 9 3 1 7 5 7 4	AXBYN_ACYBYN	KATIN_STERAM	4	4.K.C 4.A.V 4.T.C 4.I.V 4.N.c 4._._ 4.S.C 4.T.C 4.E.V 4.R.C 4.A.V 4.M.c	2.0 1.5 1.75 1.3 0.8 0.0 2.0 1.5 1.3 1.75 1.3 0.8	katʃʼin+ʃteɾam	0			tn
7642	Otomi	Otomanguean	LOW	hingi hets'i	hingi_hets'i	h i n g i + h e tsʼ i	0.0			3 7 4 1 7 9 3 7 1 7	AXMBZ_AXBZ	HINKI_HETI	3	3.H.C 3.I.V 3.N.c 3.K.C 3.I.V 3._._ 3.H.C 3.E.V 3.T.C 3.I.V	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.75 0.8	hingi+hetsʼi	0			tn
7643	Otomi	Otomanguean	LOW	mextha	mextha	m e x θ a	0.0			4 7 3 3 7	AXMBZ	MEGDA	3	3.M.C 3.E.V 3.G.c 3.D.C 3.A.V	2.0 1.5 1.1 1.75 0.8	mexθa	0			tn
9236	ImbaburaQuechua	Quechuan	LOW	uchilla	uchilla	u tʃ i ʒ a	0.0			7 1 7 3 7	XBYBZ	YTISA	1	1.Y.V 1.T.C 1.I.V 1.S.C 1.A.V	1.5 1.75 1.3 1.75 0.8	utʃiʒa	0			tn
10451	Wichi	Matacoan	LOW	atufwcho’	atufwcho’	a t u fʷ tʃ o ʔ	0.0			7 1 7 3 1 7 1	XBYMBYN	ATYBTUH	6	6.A.V 6.T.C 6.Y.V 6.B.c 6.T.C 6.U.V 6.H.c	1.5 1.75 1.3 1.1 1.75 1.3 0.8	atufʷtʃoʔ	0			tn
11720	Mapudungun	Araucanian	LOW	laftra	laftra	l a f ʈʂ a	0.0			5 7 3 2 7	AXMBZ	LABCA	2	2.L.C 2.A.V 2.B.c 2.C.C 2.A.V	2.0 1.5 1.1 1.75 0.8	lafʈʂa	0			tn
40	Spanish	Indo-European	LOW TIDE	bajamar	bajamar	b a x a m a ɾ				1 7 3 7 4 7 5	AXBYBYN	PAGAMAR	5	5.P.C 5.A.V 5.G.C 5.A.V 5.M.C 5.A.V 5.R.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	baxamaɾ	0			
1797	Yaqui	Uto-Aztecan	LOW TIDE	sumia	sumia	s u m i a	0.0			3 7 4 7 7	AXBYZ	SYMIA	7	7.S.C 7.Y.V 7.M.C 7.I.V 7.A.V	2.0 1.5 1.75 1.3 0.8	sumia	0			tn
6279	Otomi	Otomanguean	LOW TIDE	dehe hingi hets’i	dehe_hingi_hets’i	d e h e + h i n g i + h e tsʼ i	0.0			1 7 3 7 9 3 7 4 1 7 9 3 7 1 7	AXBZ_AXMBZ_AXBZ	TEHE_HINKI_HETI	3	3.T.C 3.E.V 3.H.C 3.E.V 3._._ 3.H.C 3.I.V 3.N.c 3.K.C 3.I.V 3._._ 3.H.C 3.E.V 3.T.C 3.I.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 1.75 0.8	dehe+hingi+hetsʼi	0			tn
560	Spanish	Indo-European	LUNCH	almuerzo	almuerzo	a l m w ɛ ɾ s o				7 5 4 6 7 5 3 7	XMBCYMBZ	ALMWERSU	5	5.A.V 5.L.c 5.M.C 5.W.C 5.E.V 5.R.c 5.S.C 5.U.V	1.5 1.1 1.75 1.5 1.3 1.1 1.75 0.8	almwɛɾso	0			
2243	Yaqui	Uto-Aztecan	LUNCH	ketwi bwa’ame	ketwi_bwa’ame	k e t w i + bʷ a ʔ a m e	0.0			1 7 1 6 7 9 1 7 1 7 4 7	AXBCZ_AXBYBZ	KETWI_PAHAME	7	7.K.C 7.E.V 7.T.C 7.W.C 7.I.V 7._._ 7.P.C 7.A.V 7.H.C 7.A.V 7.M.C 7.E.V	2.0 1.5 1.75 1.5 0.8 0.0 2.0 1.5 1.75 1.3 1.75 0.8	ketwi+bʷaʔame	0			tn
5019	Qeqchi	Mayan	LUNCH	wa	wa	w a	0.0			6 7	AX	WA	4	4.W.C 4.A.V	2.0 1.5	wa	1			tn
5020	Qeqchi	Mayan	LUNCH	wa re wa'leb'	wa_re_wa'leb'	w a + ɾ e + w a ʔ l e ɓ	0.0			6 7 9 5 7 9 6 7 1 5 7 1	AX_AX_AXBCYN	WA_RE_WAHLEP	4	4.W.C 4.A.V 4._._ 4.R.C 4.E.V 4._._ 4.W.C 4.A.V 4.H.C 4.L.C 4.E.V 4.P.c	2.0 1.5 0.0 2.0 1.5 0.0 2.0 1.5 1.75 1.5 1.3 0.8	wa+ɾe+waʔleɓ	0			tn
6883	Otomi	Otomanguean	LUNCH	nzimuxudi	nzimuxudi	n z i m u x u d i	0.0			4 3 7 4 7 3 7 1 7	ACYBYBYBZ	NSIMYGYTI	3	3.N.C 3.S.C 3.I.V 3.M.C 3.Y.V 3.G.C 3.Y.V 3.T.C 3.I.V	2.0 1.5 1.3 1.75 1.3 1.75 1.3 1.75 0.8	nzimuxudi	0			tn
8867	ImbaburaQuechua	Quechuan	LUNCH	almuza	almuza	a l m u z a	1.0	Spanish	almuerzo	7 5 4 7 3 7	XMBYBZ	ALMYSA	1	1.A.V 1.L.c 1.M.C 1.Y.V 1.S.C 1.A.V	1.5 1.1 1.75 1.3 1.75 0.8	almuza	0	Spanish	560	tp
11333	Mapudungun	Araucanian	LUNCH	almuerso	almuerso	a l m u e ɻ s o	1.0	Spanish	almuerzo	7 5 4 7 7 5 3 7	XMBYYMBZ	ALMYERSU	2	2.A.V 2.L.c 2.M.C 2.Y.V 2.E.V 2.R.c 2.S.C 2.U.V	1.5 1.1 1.75 1.3 1.3 1.1 1.75 0.8	almueɻso	0	Spanish	560	tp
410	Spanish	Indo-European	LUNG	pulmón	pulmón	p u l m o n				1 7 5 4 7 4	AXMBYN	PYLMUN	5	5.P.C 5.Y.V 5.L.c 5.M.C 5.U.V 5.N.c	2.0 1.5 1.1 1.75 1.3 0.8	pulmon	0			
2120	Yaqui	Uto-Aztecan	LUNG	sare’echia	sare’echia	s a r e ʔ e tʃ i a	0.0			3 7 5 7 1 7 1 7 7	AXBYBYBYZ	SAREHETIA	7	7.S.C 7.A.V 7.R.C 7.E.V 7.H.C 7.E.V 7.T.C 7.I.V 7.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	sareʔetʃia	0			tn
4858	Qeqchi	Mayan	LUNG	pospo'oy	pospo'oy	p o s p o ʔ o j	0.0			1 7 3 1 7 1 7 6	AXMBYBYN	PUSPUHUJ	4	4.P.C 4.U.V 4.S.c 4.P.C 4.U.V 4.H.C 4.U.V 4.J.c	2.0 1.5 1.1 1.75 1.3 1.75 1.3 0.8	pospoʔoj	0			tn
6714	Otomi	Otomanguean	LUNG	pulmon	pulmon	p u l m o n	1.0	Spanish	pulmon	1 7 5 4 7 4	AXMBYN	PYLMUN	3	3.P.C 3.Y.V 3.L.c 3.M.C 3.U.V 3.N.c	2.0 1.5 1.1 1.75 1.3 0.8	pulmon	0	Spanish	410	tp
