ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	DONOR_LANGUAGE	SOURCE_LANGUAGE	SOURCE_VALUE	SOURCE_ID
2357	Spanish	HEADBAND OR HEADDRESS	cinta	cinta	s i n t a				
2358	Spanish	HEADBAND OR HEADDRESS	tocado	tocado	t o k a ð o				
4036	Yaqui	HEADBAND OR HEADDRESS	tokila	tokila	t o k i l a	Spanish			
5432	ZinacantanTzotzil	HEADBAND OR HEADDRESS	chuk halal	chuk_halal	tʃʰ u k + h a l a l				
6811	Qeqchi	HEADBAND OR HEADDRESS	t'upuy	t'upuy	tʼ u p u j	Ch’olti’			
8696	Otomi	HEADBAND OR HEADDRESS	ts'u̲t'u̲'me	ts'u̲t'u̲'me	ts ʔ u t̪ʼ u ˀm e				
8697	Otomi	HEADBAND OR HEADDRESS	nts'u̲t'i	nts'u̲t'i	n tsʼ u t̪ʼ i				
8698	Otomi	HEADBAND OR HEADDRESS	sinta	sinta	s i n t̪ a	Spanish			
10629	ImbaburaQuechua	HEADBAND OR HEADDRESS	sinta	sinta	s i n d a	Spanish			
11820	Wichi	HEADBAND OR HEADDRESS	tolhetekt’ak	tolhetekt’ak	t o lˠ e t e k t ʔ a k				
13093	Mapudungun	HEADBAND OR HEADDRESS	trarilongko	trarilongko	ʈʂ a ɻ i l o ŋ k o				
644	Portuguese	HEADGEAR	chapéu	chapéu	ʃ a p ɛu				
645	Portuguese	HEADGEAR	gorro	gorro	ɡ ɔ ʁ u				
646	Portuguese	HEADGEAR	boina	boina	b oi n ɐ				
2335	Spanish	HEADGEAR	sombrero	sombrero	s o m b ɾ ɛ ɾ o				
2336	Spanish	HEADGEAR	gorro	gorro	g o r o				
4019	Yaqui	HEADGEAR	mo’obei	mo’obei	m o ʔ o b e i				
5425	ZinacantanTzotzil	HEADGEAR	pishol	pishol	pʰ i ʃ o l				
6798	Qeqchi	HEADGEAR	punit	punit	p u n i tʰ				
8676	Otomi	HEADGEAR	fu̲i	fu̲i	f u i				
8677	Otomi	HEADGEAR	mfoñä	mfoñä	m f o ɲ ɐ				
8678	Otomi	HEADGEAR	nt'oñä	nt'oñä	n t̪ʼ o ɲ ɐ				
8679	Otomi	HEADGEAR	nkät'u̲ñä	nkät'u̲ñä	n k ɐ t̪ʼ u ɲ ɐ				
8680	Otomi	HEADGEAR	gorro	gorro	g o r r o	Spanish			
10621	ImbaburaQuechua	HEADGEAR	muchiju	muchiju	m u tʃ i x u				
11807	Wichi	HEADGEAR	wun’a (1)	wun’a	w u n ʔ a				
13082	Mapudungun	HEADGEAR	chumpiru	chumpiru	tʃ u m p i ɻ u	Spanish			
461	Portuguese	HEALTHY	bem	bem	b ẽĩ				
462	Portuguese	HEALTHY	saúde	saúde	s a u dʒ i				
463	Portuguese	HEALTHY	são	são	s ɐ̃ũ				
2157	Spanish	HEALTHY	sano	sano	s a n o				
2158	Spanish	HEALTHY	salud	salud	s a l u ð				
3854	Yaqui	HEALTHY	kaa ko’okoe	kaa_ko’okoe	k aː + k o ʔ o k o e				
5274	ZinacantanTzotzil	HEALTHY	k’ok’	k’ok’	kʼ o kʼ				
6608	Qeqchi	HEALTHY	kawal	kawal	k a w a l				
8457	Otomi	HEALTHY	‘yomu̲nhño	‘yomu̲nhño	ˀj o m u nʰ ɲ o				
10493	ImbaburaQuechua	HEALTHY	alli kawsay	alli_kawsay	a ʒ i + k a w s a j				
11676	Wichi	HEALTHY	takhajhay	takhajhay	t a kʰ a xʰ a j				
12948	Mapudungun	HEALTHY	tremolen	tremolen	ʈʂ e m o l e n				
12949	Mapudungun	HEALTHY	külfünkülen	külfünkülen	k ɨ l f ɨ n k ɨ l e n				
1294	Portuguese	HEAR	ouvir	ouvir	o v i ʁ				
3033	Spanish	HEAR	oír	oír	o i ɾ				
4577	Yaqui	HEAR	jikkaja	jikkaja	j i k k a j a				
5891	ZinacantanTzotzil	HEAR	7a7i	7a7i	ʔ a ʔ i				
7533	Qeqchi	HEAR	ab'ink	ab'ink	a ɓ i n kʰ				
9576	Otomi	HEAR	o̲de	o̲de	ə d e				
11059	ImbaburaQuechua	HEAR	uyana (1)	uyana	u j a n a				
12272	Wichi	HEAR	ilota	ilota	i l o t a				
12273	Wichi	HEAR	ilotey	ilotey	i l o t e j				
13545	Mapudungun	HEAR	allkün	allkün	a ʎ k ɨ n				
396	Portuguese	HEART	coração	coração	k o ɾ a s ɐ̃ũ				
2092	Spanish	HEART	corazón	corazón	k o ɾ a s o n				
3801	Yaqui	HEART	jiapsi	jiapsi	j i a p s i				
3802	Yaqui	HEART	sula	sula	s u l a				
5221	ZinacantanTzotzil	HEART	7o7onil	7o7onil	ʔ o ʔ o n i l				
6540	Qeqchi	HEART	ch'ool	ch'ool	tʃʼ oː l				
8396	Otomi	HEART	mu̲i (1)	mu̲i	m u i				
10452	ImbaburaQuechua	HEART	shungu	shungu	ʃ u ŋ g u				
11633	Wichi	HEART	tot’utle	tot’utle	t o t ʔ u t l e				
12905	Mapudungun	HEART	piwke	piwke	p i w k e				
1671	Portuguese	HEAVEN	céu	céu	s ɛu				
3439	Spanish	HEAVEN	cielo	cielo	s j e l o				
3440	Spanish	HEAVEN	paraíso	paraíso	p a ɾ a i s o				
4876	Yaqui	HEAVEN	yoo ania	yoo_ania	j oː + a n i a				
6142	ZinacantanTzotzil	HEAVEN	vinahel	vinahel	v i n a h e l				
7911	Qeqchi	HEAVEN	choxa, choxaal	choxa	tʃ o ʃ a				
10148	Otomi	HEAVEN	mahets'i	mahets'i	m a h e tsʼ i				
10149	Otomi	HEAVEN	paraiso	paraiso	p a r a i s o	Spanish	Spanish	p a ɾ a i s o	3440
10150	Otomi	HEAVEN	ntsa̲ya̲	ntsa̲ya̲	n ts ɔ j ɔ				
11314	ImbaburaQuechua	HEAVEN	silu	silu	s i l u	Spanish			
1331	Portuguese	HEAVY	pesado	pesado	p e z a d u				
3071	Spanish	HEAVY	pesado	pesado	p e s a ð o				
4605	Yaqui	HEAVY	bette	bette	b e t t e				
5921	ZinacantanTzotzil	HEAVY	7ol	7ol	ʔ o l				
7577	Qeqchi	HEAVY	aal	aal	aː l				
9635	Otomi	HEAVY	xi hñu̲	xi_hñu̲	x i + h ɲ u				
11086	ImbaburaQuechua	HEAVY	llashaj	llashaj	ʒ a ʃ a x				
12299	Wichi	HEAVY	nichuyhat	nichuyhat	n i tʃ u j h a t				
13569	Mapudungun	HEAVY	fane	fane	f a n e				
384	Portuguese	HEEL	calcanhar	calcanhar	k au k ɐ ɲ a ʁ				
2081	Spanish	HEEL	talón	talón	t a l o n				
3791	Yaqui	HEEL	pempe’im	pempe’im	p e m p e ʔ i m				
5209	ZinacantanTzotzil	HEEL	chak 7okol	chak_7okol	tʃʰ a k + ʔ o k o l				
5210	ZinacantanTzotzil	HEEL	chakil	chakil	tʃʰ a k i l				
6528	Qeqchi	HEEL	rit oq	rit_oq	r i t + o qʰ				
8382	Otomi	HEEL	du̲nwa	du̲nwa	d u nʷ a				
10442	ImbaburaQuechua	HEEL	talun	talun	t a l u ŋ	Spanish			
11623	Wichi	HEEL	topokhe	topokhe	t o p o kʰ e				
12895	Mapudungun	HEEL	rüngkoy ṉamuṉ	rüngkoy_ṉamuṉ	ɻ ɨ ŋ k o y + n̪ a m u n̪				
1672	Portuguese	HELL	inferno	inferno	ĩ f ɛ ʁ n u				
3441	Spanish	HELL	infierno	infierno	i m f j ɛ ɾ n o				
4877	Yaqui	HELL	inpierno	inpierno	i n p i e r n o	Spanish			
4878	Yaqui	HELL	yoojoara	yoojoara	j oː j o a r a				
6143	ZinacantanTzotzil	HELL	7impyerno	7impyerno	ʔ i m p j e ɾ n o	Spanish			
6144	ZinacantanTzotzil	HELL	k’ok’	k’ok’	kʼ o kʼ				
7912	Qeqchi	HELL	tojleb'aal maak	tojleb'aal_maak	t o x l e ɓ aː l + m aː kʰ				
7913	Qeqchi	HELL	xb'alb'a, b'alb'a	xb'alb'a	ʃ ɓ a l ɓ a				
10151	Otomi	HELL	nidu	nidu	n i d u				
11315	ImbaburaQuechua	HELL	infirnu	infirnu	i n ɸ i ɾ n u	Spanish			
1588	Portuguese	HELMET	elmo	elmo	ɛu m u				
1589	Portuguese	HELMET	capacete	capacete	k a p a s ɛ tʃ i				
3354	Spanish	HELMET	yelmo	yelmo	ɟ ʝ ɛ l m o				
10023	Otomi	HELMET	kasko	kasko	k a s k o	Spanish			
10024	Otomi	HELMET	nthuts'i (1)	nthuts'i	n θ u tsʼ i				
10025	Otomi	HELMET	boho	boho	b o h o				
12495	Wichi	HELMET	lhetekhi	lhetekhi	lˠ e t e kʰ i				
1557	Portuguese	HELP	ajudar	ajudar	a ʒ u d a ʁ				
3324	Spanish	HELP	ayudar	ayudar	a ʝ u ð a ɾ				
4790	Yaqui	HELP	ania (2)	ania	a n i a				
6080	ZinacantanTzotzil	HELP	kolta	kolta	k o l t a				
6081	ZinacantanTzotzil	HELP	7ich’ ta k’ush	7ich’_ta_k’ush	ʔ i tʃʼ + t a + kʼ u sʰ				
7800	Qeqchi	HELP	kamab'k	kamab'k	k a m a ɓ kʰ				
7801	Qeqchi	HELP	tenq'ank	tenq'ank	t e n qʼ a n kʰ				
9988	Otomi	HELP	fa̲ts'i	fa̲ts'i	f ɔ tsʼ i				
11252	ImbaburaQuechua	HELP	yanapana	yanapana	j a n a p a n a				
12474	Wichi	HELP	tach’uta	tach’uta	t a tʃ ʔ u t a				
13731	Mapudungun	HELP	kellun	kellun	k e ʎ u n				
229	Portuguese	HEN	galinha	galinha	ɡ a l i ɲ ɐ				
1923	Spanish	HEN	gallina	gallina	g a ʝ i n a				
3652	Yaqui	HEN	totoi jamut	totoi_jamut	t o t o i + j a m u t	Nahuatl			
5061	ZinacantanTzotzil	HEN	me7 7alak’	me7_7alak’	m e ʔ + ʔ a l a kʼ				
5062	ZinacantanTzotzil	HEN	me7 kashlan	me7_kashlan	m e ʔ + k a ʃ l a n	Spanish (Mexican)			
6364	Qeqchi	HEN	xa’an kaxlan	xa’an_kaxlan	ʃ a ʔ a n + k a ʃ l a n				
6365	Qeqchi	HEN	tux kaxlan	tux_kaxlan	t u ʃ + k a ʃ l a n				
8213	Otomi	HEN	o̲ni (1)	o̲ni	ə n i				
8214	Otomi	HEN	'ñunde	'ñunde	ˀɲ u n d e				
10328	ImbaburaQuechua	HEN	atallpa	atallpa	a t a ʒ p a				
11480	Wichi	HEN	hu’u	hu’u	h u ʔ u				
12774	Mapudungun	HEN	zomo achawall	zomo_achawall	z o m o + a tʃ a w a ʎ	Quechua			
200	Portuguese	HERDSMAN	pastor	pastor	p a ʃ t o ʁ				
1885	Spanish	HERDSMAN	pastor	pastor	p a s t o ɾ				
1886	Spanish	HERDSMAN	vaquero	vaquero	b a k ɛ ɾ o				
3626	Yaqui	HERDSMAN	kapyeo	kapyeo	k a p j e o	Spanish			
5040	ZinacantanTzotzil	HERDSMAN	jmak-_	jmak-_	ħ m a k				
6334	Qeqchi	HERDSMAN	aj k’aak’alehom ketomq	aj_k’aak’alehom_ketomq	a x + kʼ aː kʼ a l e h o m + k e t o m qʰ				
6335	Qeqchi	HERDSMAN	aj ilol xul	aj_ilol_xul	a x + i l o l + ʃ u l				
8166	Otomi	HERDSMAN	ma̲’yo	ma̲’yo	m ɔ ʔ j o				
8167	Otomi	HERDSMAN	ma̲meti	ma̲meti	m ɔ m e t̪ i				
10303	ImbaburaQuechua	HERDSMAN	michik	michik	m i tʃ i k				
11454	Wichi	HERDSMAN	tshotoywu	tshotoywu	tsʰ o t o j w u				
12746	Mapudungun	HERDSMAN	kulliñ kamañ	kulliñ_kamañ	k u ʎ i ɲ + k a m a ɲ				
237	Portuguese	HERON	garça	garça	ɡ a ʁ s ɐ				
1932	Spanish	HERON	garza	garza	g a ɾ s a				
3660	Yaqui	HERON	baawo’i	baawo’i	b aː w o ʔ i				
5068	ZinacantanTzotzil	HERON	karsa	karsa	k a ɾ s a	Spanish			
5069	ZinacantanTzotzil	HERON	htzakchoy	htzakchoy	h tsʰ a k tʃʰ o j				
6371	Qeqchi	HERON	jotz	jotz	x o t z				
6372	Qeqchi	HERON	saqikil	saqikil	s a q i k i l				
6373	Qeqchi	HERON	patux ha’	patux_ha’	p a t u ʃ + h a ʔ				
8221	Otomi	HERON	garsa	garsa	g a r s a	Spanish			
10334	ImbaburaQuechua	HERON	garsa	garsa	g a ɾ s a	Spanish	Spanish	g a ɾ s a	1932
11486	Wichi	HERON	mup’i	mup’i	m u p ʔ i				
11487	Wichi	HERON	kalaktaj	kalaktaj	k a l a k t a x				
417	Portuguese	HICCOUGH	soluço	soluço	s o l u s u				
2112	Spanish	HICCOUGH	tener hipo	tener_hipo	t e n ɛ ɾ + i p o				
3821	Yaqui	HICCOUGH	je’okte	je’okte	j e ʔ o k t e				
5241	ZinacantanTzotzil	HICCOUGH	shuk’shuk’	shuk’shuk’	ʃ u kʼ ʃ u kʼ				
6561	Qeqchi	HICCOUGH	chuq'ub'ak	chuq'ub'ak	tʃ u qʼ u ɓ a kʰ	Q’anjob’alan			
6562	Qeqchi	HICCOUGH	k'ehok chuq'ub'	k'ehok_chuq'ub'	k ʔ e h o k + tʃ u qʼ u ɓ				
8414	Otomi	HICCOUGH	nk'u̲ts'i	nk'u̲ts'i	n kʼ u tsʼ i				
10465	ImbaburaQuechua	HICCOUGH	jikiana	jikiana	x i k i a n a				
11646	Wichi	HICCOUGH	yul’e	yul’e	y u l ʔ e				
12919	Mapudungun	HICCOUGH	ütrorün	ütrorün	ɨ ʈʂ o ɻ ɨ n				
1100	Portuguese	HIDE (CONCEAL)	esconder	esconder	i ʃ k õ d e ʁ				
2833	Spanish	HIDE (CONCEAL)	esconder	esconder	ɛ s k o n d ɛ ɾ				
4394	Yaqui	HIDE (CONCEAL)	e’eria	e’eria	e ʔ e r i a				
5739	ZinacantanTzotzil	HIDE (CONCEAL)	nak’	nak’	n a kʼ				
7288	Qeqchi	HIDE (CONCEAL)	muquk	muquk	m u q u kʰ				
7289	Qeqchi	HIDE (CONCEAL)	jalmuqank, jalmuqink	jalmuqank	x a l m u q a n kʰ				
9323	Otomi	HIDE (CONCEAL)	ägi	ägi	ɐ g i				
10917	ImbaburaQuechua	HIDE (CONCEAL)	pakana	pakana	p a k a n a				
12132	Wichi	HIDE (CONCEAL)	iskat	iskat	i s k a t				
13401	Mapudungun	HIDE (CONCEAL)	ellkan	ellkan	e ʎ k a n				
1101	Portuguese	HIGH	alto	alto	au t u				
1102	Portuguese	HIGH	elevado	elevado	i l e v a d u				
2834	Spanish	HIGH	alto	alto	a l t o				
2835	Spanish	HIGH	elevado	elevado	e l e β a ð o				
4395	Yaqui	HIGH	mekjikachi	mekjikachi	m e k j i k a tʃ i				
5740	ZinacantanTzotzil	HIGH	toyol	toyol	t o j o l				
7290	Qeqchi	HIGH	nim xteram	nim_xteram	n i m + ʃ t e ɾ a m				
7291	Qeqchi	HIGH	yak'ach	yak'ach	j a kʼ a tʃ				
9324	Otomi	HIGH	xi hñets'i	xi_hñets'i	x i + h ɲ e tsʼ i				
10918	ImbaburaQuechua	HIGH	jatun	jatun	x a t u ŋ				
12133	Wichi	HIGH	atufwpho	atufwpho	a t u fʷ pʰ o				
13402	Mapudungun	HIGH	alüpüra	alüpüra	a l ɨ p ɨ ɻ a				
41	Portuguese	HIGH TIDE	maré alta	maré_alta	m a ɾ ɛ + au t ɐ				
42	Portuguese	HIGH TIDE	preamar	preamar	p ɾ i ɐ m a ʁ				
43	Portuguese	HIGH TIDE	praiamar	praiamar	p ɾ ai ɐ m a ʁ				
1724	Spanish	HIGH TIDE	pleamar	pleamar	p l e a m a ɾ				
3481	Yaqui	HIGH TIDE	bawe jikat bo’oka	bawe_jikat_bo’oka	b a w e + j i k a t + b o ʔ o k a				
7963	Otomi	HIGH TIDE	dehe xi hñets’i	dehe_xi_hñets’i	d e h e + x i + h ɲ e tsʼ i				
12573	Mapudungun	HIGH TIDE	tripako	tripako	ʈʂ i p a k o				
1558	Portuguese	HINDER OR PREVENT	impedir	impedir	ĩ p e dʒ i ʁ				
1559	Portuguese	HINDER OR PREVENT	estorvar	estorvar	i ʃ t o ʁ v a ʁ				
3325	Spanish	HINDER OR PREVENT	impedir	impedir	i m p e ð i ɾ				
3326	Spanish	HINDER OR PREVENT	estorbar	estorbar	ɛ s t o ɾ β a ɾ				
406	Portuguese	HIP	quadril	quadril	k w a d ɾ iu				
407	Portuguese	HIP	anca	anca	ɐ̃ k ɐ				
408	Portuguese	HIP	cadeira	cadeira	k a d ei ɾ ɐ				
2102	Spanish	HIP	cadera	cadera	k a ð ɛ ɾ a				
3811	Yaqui	HIP	wikosa	wikosa	w i k o s a				
5230	ZinacantanTzotzil	HIP	7o7il	7o7il	ʔ o ʔ i l				
6550	Qeqchi	HIP	k’onx a’	k’onx_a’	kʼ o n ʃ + a ʔ				
8404	Otomi	HIP	'yozu̲	'yozu̲	ˀj o z u				
8405	Otomi	HIP	hyo	hyo	h j o				
10459	ImbaburaQuechua	HIP	kangui	kangui	k a ŋ g u i				
11641	Wichi	HIP	towej lhile	towej_lhile	t o w e x + lˠ i l e				
12913	Mapudungun	HIP	trutre	trutre	ʈʂ u ʈʂ e				
1051	Portuguese	HIRE OR RENT	alugar	alugar	a l u ɡ a ʁ				
2774	Spanish	HIRE OR RENT	alquilar	alquilar	a l k i l a ɾ				
2775	Spanish	HIRE OR RENT	emplear	emplear	e m p l e a ɾ				
751	Portuguese	HOE	enxada	enxada	ẽ ʃ a d ɐ				
2445	Spanish	HOE	azadón	azadón	a s a ð o n				
2446	Spanish	HOE	azada	azada	a s a ð a				
4100	Yaqui	HOE	asaroonim	asaroonim	a s a r oː n i m	Spanish			
5490	ZinacantanTzotzil	HOE	7asaluna	7asaluna	ʔ a s a l u n a	Spanish			
6896	Qeqchi	HOE	asaron	asaron	a s a ɾ o n	Spanish	Spanish	a s a ð o n	2445
8805	Otomi	HOE	bo̲jä nt'e̲ñha̲i	bo̲jä_nt'e̲ñha̲i	b ə x ɐ + n t̪ʼ æ ɲʰ ɔ i				
8806	Otomi	HOE	bo̲jä nku̲thä	bo̲jä_nku̲thä	b ə x ɐ + n k u θ ɐ				
10683	ImbaburaQuechua	HOE	azadun	azadun	a z a d u ŋ	Spanish			
11874	Wichi	HOE	asalataj	asalataj	a s a l a t a x	Spanish			
13152	Mapudungun	HOE	asaon	asaon	a s a o n	Spanish	Spanish	a s a ð o n	2445
1013	Portuguese	HOLD	segurar	segurar	s e ɡ u ɾ a ʁ				
1014	Portuguese	HOLD	agarrar	agarrar	a ɡ a ʁ a ʁ				
2735	Spanish	HOLD	tener	tener	t e n ɛ ɾ				
2736	Spanish	HOLD	apoyar	apoyar	a p o ʝ a ɾ				
4322	Yaqui	HOLD	jippue	jippue	j i p p u e				
4323	Yaqui	HOLD	machu’ute	machu’ute	m a tʃ u ʔ u t e				
5677	ZinacantanTzotzil	HOLD	tom	tom	t o m				
7195	Qeqchi	HOLD	q’unuk	q’unuk	q ʔ u n u kʰ				
9208	Otomi	HOLD	hä (1)	hä	h ɐ				
9209	Otomi	HOLD	mihi	mihi	m i h i				
10854	ImbaburaQuechua	HOLD	japina (1)	japina	x a p i n a				
12059	Wichi	HOLD	ichojlhi	ichojlhi	i tʃ o x lˠ i				
13333	Mapudungun	HOLD	nünien	nünien	n ɨ n i e n				
1161	Portuguese	HOLE	buraco	buraco	b u ɾ a k u				
2894	Spanish	HOLE	agujero	agujero	a ɣ u x ɛ ɾ o				
4442	Yaqui	HOLE	wojo’oria	wojo’oria	w o j o ʔ o r i a				
5789	ZinacantanTzotzil	HOLE	ch’en	ch’en	tʃʼ e n				
5790	ZinacantanTzotzil	HOLE	ch’ohbenal	ch’ohbenal	tʃʼ o h ɓ e n a l				
5791	ZinacantanTzotzil	HOLE	vombenal	vombenal	v o m ɓ e n a l				
7376	Qeqchi	HOLE	k'ob'b'il	k'ob'b'il	k ʔ o ɓ ɓ i l				
7377	Qeqchi	HOLE	hopolal	hopolal	h o p o l a l				
7378	Qeqchi	HOLE	jul	jul	x u l				
9399	Otomi	HOLE	oki	oki	o k i				
9400	Otomi	HOLE	ots'i	ots'i	o tsʼ i				
10959	ImbaburaQuechua	HOLE	utuju	utuju	u t u x u				
12176	Wichi	HOLE	lachuwej	lachuwej	l a tʃ u w e x				
13445	Mapudungun	HOLE	wechoz	wechoz	w e tʃ o z				
868	Portuguese	HOLLOW OUT	esburacar	esburacar	i ʒ b u ɾ a k a ʁ				
869	Portuguese	HOLLOW OUT	cavar	cavar	k a v a ʁ				
2577	Spanish	HOLLOW OUT	ahuecar	ahuecar	a w e k a ɾ				
4194	Yaqui	HOLLOW OUT	bwekaate	bwekaate	bʷ e k aː t e				
5577	ZinacantanTzotzil	HOLLOW OUT	kujtzanan	kujtzanan	k u ħ tsʰ a n a n				
7030	Qeqchi	HOLLOW OUT	job'enk	job'enk	x o ɓ e n kʰ				
8990	Otomi	HOLLOW OUT	bo̲mí	bo̲mí	b ə m i				
8991	Otomi	HOLLOW OUT	'bo̲nt'e	'bo̲nt'e	ˀb ə n t̪ʼ e				
8992	Otomi	HOLLOW OUT	mo'mi	mo'mi	m o ˀm i				
10762	ImbaburaQuechua	HOLLOW OUT	utujuna	utujuna	u t u x u n a				
11955	Wichi	HOLLOW OUT	tishu	tishu	t i s h u				
13236	Mapudungun	HOLLOW OUT	wechozün	wechozün	w e tʃ o z ɨ n				
1665	Portuguese	HOLY	santo	santo	s ɐ̃ t u				
1666	Portuguese	HOLY	sagrado	sagrado	s a ɡ ɾ a d u				
3433	Spanish	HOLY	sagrado	sagrado	s a ɣ ɾ a ð o				
3434	Spanish	HOLY	santo	santo	s a n t o				
4871	Yaqui	HOLY	yo’oriwa	yo’oriwa	j o ʔ o r i w a				
6136	ZinacantanTzotzil	HOLY	ch’ul ___________	ch’ul____________	tʃʼ u l				
6137	ZinacantanTzotzil	HOLY	haral	haral	h a ɾ a l				
7904	Qeqchi	HOLY	wankil	wankil	w a n k i l				
7905	Qeqchi	HOLY	osob'tesinb'il	osob'tesinb'il	o s o ɓ t e s i n ɓ i l				
10140	Otomi	HOLY	xi nsu	xi_nsu	x i + n s u				
10141	Otomi	HOLY	xi njäpi	xi_njäpi	x i + n x ɐ p i				
11310	ImbaburaQuechua	HOLY	santu	santu	s a n d u	Spanish			
12532	Wichi	HOLY	t’amajchet	t’amajchet	t ʔ a m a x tʃ e t				
590	Portuguese	HONEY	mel	mel	m ɛu				
2282	Spanish	HONEY	miel	miel	m j ɛ l				
3960	Yaqui	HONEY	mielim	mielim	m i e l i m	Spanish			
3961	Yaqui	HONEY	kakam	kakam	k a k a m				
3962	Yaqui	HONEY	mumu ba’awam	mumu_ba’awam	m u m u + b a ʔ a w a m				
5383	ZinacantanTzotzil	HONEY	7aha	7aha	ʔ a h a				
5384	ZinacantanTzotzil	HONEY	7ahapom	7ahapom	ʔ a h a p o m				
6747	Qeqchi	HONEY	xya'al kab'	xya'al_kab'	ʃ j a ʔ a l + k a ɓ				
8610	Otomi	HONEY	t'afi	t'afi	t̪ʼ a f i				
10580	ImbaburaQuechua	HONEY	mishki (1)	mishki	m i ʃ k i				
11765	Wichi	HONEY	akoyek	akoyek	a k o j e k				
13043	Mapudungun	HONEY	müski	müski	m ɨ s k i	Quechua			
1150	Portuguese	HOOK	gancho	gancho	ɡ ɐ̃ ʃ u				
2883	Spanish	HOOK	gancho	gancho	g a n tʃ o				
4433	Yaqui	HOOK	kancho	kancho	k a n tʃ o	Spanish			
5782	ZinacantanTzotzil	HOOK	hiplebal	hiplebal	h i p l e ɓ a l				
5783	ZinacantanTzotzil	HOOK	hok’leb	hok’leb	h o kʼ l e b				
7365	Qeqchi	HOOK	lokoch	lokoch	l o k o tʃ				
9385	Otomi	HOOK	nthu̲t'i	nthu̲t'i	n θ u t̪ʼ i				
10951	ImbaburaQuechua	HOOK	charina (3)	charina	tʃ a ɾ i n a				
12169	Wichi	HOOK	tokek	tokek	t o k e k				
13437	Mapudungun	HOOK	chang	chang	tʃ a ŋ				
1387	Portuguese	HOPE	esperança	esperança	i ʃ p e ɾ ɐ̃ s ɐ				
3131	Spanish	HOPE	esperanza	esperanza	ɛ s p ɛ ɾ a n s a				
322	Portuguese	HORN (ANATOMY)	chifre	chifre	ʃ i f ɾ i				
323	Portuguese	HORN (ANATOMY)	corno	corno	k ɔ ʁ n u				
2019	Spanish	HORN (ANATOMY)	cuerno	cuerno	k w ɛ ɾ n o				
3734	Yaqui	HORN (ANATOMY)	aawam	aawam	aː w a m				
5151	ZinacantanTzotzil	HORN (ANATOMY)	shulub	shulub	ʃ u l u b				
6466	Qeqchi	HORN (ANATOMY)	xukub'	xukub'	ʃ u k u ɓ	Ch’olan			
8319	Otomi	HORN (ANATOMY)	ndäni	ndäni	n d ɐ n i				
10391	ImbaburaQuechua	HORN (ANATOMY)	kachu	kachu	k a tʃ u				
11571	Wichi	HORN (ANATOMY)	toch’e	toch’e	t o tʃ ʔ e				
12842	Mapudungun	HORN (ANATOMY)	müta	müta	m ɨ t a				
219	Portuguese	HORSE	cavalo	cavalo	k a v a l u				
1911	Spanish	HORSE	caballo	caballo	k a β a ʝ o				
3644	Yaqui	HORSE	kaba’i	kaba’i	k a b a ʔ i	Spanish			
5054	ZinacantanTzotzil	HORSE	ka7	ka7	k a ʔ	Spanish			
6354	Qeqchi	HORSE	kawaay	kawaay	k a w aː j	Spanish			
8199	Otomi	HORSE	fani	fani	f a n i				
10320	ImbaburaQuechua	HORSE	kaballu	kaballu	k a b a ʒ u	Spanish			
11473	Wichi	HORSE	yel’ataj	yel’ataj	y e l ʔ a t a x				
12766	Mapudungun	HORSE	kawell	kawell	k a w e ʎ	Spanish			
1555	Portuguese	HOST	hospedeiro	hospedeiro	o ʃ p e d ei ɾ u				
1556	Portuguese	HOST	anfitrião	anfitrião	ɐ̃ f i t ɾ i ɐ̃ũ				
3322	Spanish	HOST	huésped	huésped	w ɛ s p ɛ ð				
3323	Spanish	HOST	hospedero	hospedero	o s p e ð ɛ ɾ o				
4789	Yaqui	HOST	joakame	joakame	j o a k a m e				
9985	Otomi	HOST	xepute	xepute	x e p u t̪ e				
9986	Otomi	HOST	nthä nzo̲ho̲	nthä_nzo̲ho̲	n θ ɐ + n z ə h ə				
9987	Otomi	HOST	xe̲pu̲te	xe̲pu̲te	x æ p u t̪ e				
11251	ImbaburaQuechua	HOST	minkachik	minkachik	m i ŋ g a tʃ i k				
13730	Mapudungun	HOST	ngen ruka	ngen_ruka	ŋ e n + ɻ u k a				
1336	Portuguese	HOT	quente	quente	k ẽ tʃ i				
3077	Spanish	HOT	caliente	caliente	k a l j e n t e				
4609	Yaqui	HOT	taata (2)	taata	t aː t a				
5925	ZinacantanTzotzil	HOT	k’ok’	k’ok’	kʼ o kʼ				
7588	Qeqchi	HOT	tiq	tiq	t i qʰ				
9642	Otomi	HOT	xi mpa	xi_mpa	x i + m p a				
11090	ImbaburaQuechua	HOT	kunuk	kunuk	k u n u k				
12303	Wichi	HOT	nichay’u	nichay’u	n i tʃ a j ʔ u				
13573	Mapudungun	HOT	kofi	kofi	k o f i				
1261	Portuguese	HOUR	hora	hora	ɔ ɾ ɐ				
3000	Spanish	HOUR	hora	hora	o ɾ a				
4547	Yaqui	HOUR	oora	oora	oː r a	Spanish			
5867	ZinacantanTzotzil	HOUR	7ora	7ora	ʔ o ɾ a	Spanish			
7498	Qeqchi	HOUR	hoonal	hoonal	h oː n a l	Spanish			
7499	Qeqchi	HOUR	oor	oor	oː r	Spanish			
9533	Otomi	HOUR	ora	ora	o r a	Spanish			
11031	ImbaburaQuechua	HOUR	uras	uras	u ɾ a s	Spanish			
12244	Wichi	HOUR	ora	ora	o r a	Spanish			
